accession	gene_symbol	gene_title	gene_id	best_probe_id	log2fc	t_stat	p_value	fdr	probe_count
GSE87466	LOC692247	uncharacterized LOC692247	692247	1569452_PM_at	-0.188941	-2.61606	0.0141767	0.0379918	3
GSE87466	FGFRL1	fibroblast growth factor receptor-like 1	53834	223648_PM_s_at	-0.110618	-2.59348	0.0141988	0.0380398	2
GSE87466	OLA1	Obg-like ATPase 1	29789	224525_PM_s_at	-0.216017	-2.62099	0.0142091	0.0380637	2
GSE87466	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1-like 1	221823	215486_PM_at	-0.12902	-2.6192	0.0142111	0.0380669	1
GSE87466	MS4A6A	membrane spanning 4-domains A6A	64231	232725_PM_s_at	-0.0985456	-2.6023	0.0142117	0.0380669	7
GSE87466	RRBP1	ribosome binding protein 1	6238	227888_PM_at	0.270753	2.59601	0.0142148	0.0380734	5
GSE87466	TRPC1	transient receptor potential cation channel subfamily C member 1	7220	205802_PM_at	0.322883	2.59581	0.0142268	0.0380962	3
GSE87466	SNX18	sorting nexin 18	112574	226683_PM_at	0.370752	2.63754	0.0142345	0.0381149	2
GSE87466	FAR2P2	fatty acyl-CoA reductase 2 pseudogene 2	100216479	226809_PM_at	0.344135	2.58162	0.0142436	0.0381337	1
GSE87466	MRPS18A	mitochondrial ribosomal protein S18A	55168	218385_PM_at	-0.260801	-2.61764	0.0142491	0.0381447	2
GSE87466	CEP44	centrosomal protein 44	80817	241426_PM_at	-0.269142	-2.61772	0.0142515	0.0381493	3
GSE87466	CENPI	centromere protein I	2491	214804_PM_at	0.285047	2.61138	0.0142523	0.0381495	4
GSE87466	LOC105370612	uncharacterized LOC105370612	105370612	1560325_PM_at	-0.148989	-2.62737	0.0142789	0.0382133	1
GSE87466	SENCR	smooth muscle and endothelial cell enriched migration/differentiation-associated long non-coding RNA	100507392	239641_PM_at	0.164956	2.56762	0.0142873	0.038232	1
GSE87466	BAZ2A	bromodomain adjacent to zinc finger domain 2A	11176	215437_PM_x_at	-0.204781	-2.60872	0.0142926	0.0382419	4
GSE87466	FSCN3	fascin actin-bundling protein 3	29999	220379_PM_at	-0.165985	-2.6314	0.0142934	0.0382419	1
GSE87466	OR7E104P	olfactory receptor family 7 subfamily E member 104 pseudogene	81137	1566956_PM_at	-0.206576	-2.61259	0.0143059	0.0382668	2
GSE87466	HID1	HID1 domain containing	283987	225981_PM_at	0.278521	2.59812	0.0143171	0.0382911	2
GSE87466	TMCC2	transmembrane and coiled-coil domain family 2	9911	213096_PM_at	0.212663	2.56675	0.0143228	0.0383045	2
GSE87466	FOXK1	forkhead box K1	221937	230342_PM_at	-0.120589	-2.55249	0.0143303	0.038319	3
GSE87466	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	5110	205202_PM_at	-0.212781	-2.61784	0.0143356	0.0383312	3
GSE87466	ZPBP2	zona pellucida binding protein 2	124626	231442_PM_at	-0.162196	-2.59686	0.0143437	0.0383492	1
GSE87466	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	11014	200700_PM_s_at	0.51257	2.64915	0.0143577	0.0383828	3
GSE87466	RANBP10	RAN binding protein 10	57610	53987_PM_at	-0.127695	-2.55478	0.0143584	0.0383828	4
GSE87466	FLJ21408	uncharacterized LOC400512	400512	234627_PM_at	-0.115976	-2.60487	0.0143999	0.0384769	2
GSE87466	UCN3	urocortin 3	114131	1552676_PM_at	-0.164753	-2.58755	0.0144124	0.0385027	1
GSE87466	SP2-AS1	SP2 antisense RNA 1	100506325	238953_PM_at	-0.208913	-2.60505	0.014414	0.0385051	1
GSE87466	RPL4	ribosomal protein L4	6124	200089_PM_s_at	0.0609783	2.63815	0.0144168	0.0385107	3
GSE87466	LOC100129935	lectin, galactoside binding soluble 14 pseudogene	100129935	232616_PM_at	-0.139828	-2.59635	0.0144235	0.0385249	1
GSE87466	RUFY3	RUN and FYVE domain containing 3	22902	203724_PM_s_at	0.191311	2.59378	0.0144247	0.0385262	7
GSE87466	GPR45	G protein-coupled receptor 45	11250	211175_PM_at	-0.141557	-2.59544	0.0144265	0.0385291	1
GSE87466	LOC101928700	uncharacterized LOC101928700	101928700	1569780_PM_at	-0.229364	-2.60155	0.0144322	0.0385406	1
GSE87466	KIAA1656	KIAA1656 protein	85371	1569365_PM_a_at	-0.123635	-2.56532	0.0144453	0.0385699	3
GSE87466	PRR23D2	proline rich 23 domain containing 2	100133251	240731_PM_at	-0.185679	-2.60697	0.0144493	0.0385768	1
GSE87466	SPACA6	sperm acrosome associated 6	147650	227992_PM_s_at	0.205024	2.61299	0.0144567	0.0385947	2
GSE87466	RPL27A	ribosomal protein L27a	6157	212044_PM_s_at	-0.0644706	-2.57734	0.0144589	0.0385987	3
GSE87466	LOC101928314	uncharacterized LOC101928314	101928314	1561622_PM_at	-0.174153	-2.6236	0.0144597	0.0385989	2
GSE87466	TRIM44	tripartite motif containing 44	54765	217759_PM_at	0.239189	2.61231	0.0144649	0.0386109	2
GSE87466	LOC101927131	uncharacterized LOC101927131	101927131	1569767_PM_at	-0.135167	-2.57889	0.014467	0.0386128	1
GSE87466	DYDC2	DPY30 domain containing 2	84332	239733_PM_at	-0.127465	-2.60941	0.0144783	0.0386392	1
GSE87466	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator	284358	1557091_PM_at	-0.23722	-2.60728	0.0144809	0.0386437	1
GSE87466	RPL12	ribosomal protein L12	6136	200088_PM_x_at	-0.0603686	-2.57408	0.0144816	0.0386437	3
GSE87466	KIR2DS5	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5	3810	208203_PM_x_at	-0.262467	-2.60835	0.014486	0.0386522	1
GSE87466	ZNF790-AS1	ZNF790 antisense RNA 1	284408	1558809_PM_s_at	-0.146697	-2.61148	0.0145022	0.0386916	2
GSE87466	THCAT158	thyroid cancer-associated transcript 158	102724508	231651_PM_at	-0.190953	-2.58939	0.014516	0.0387228	3
GSE87466	SFRP4	secreted frizzled related protein 4	6424	204051_PM_s_at	-0.189014	-2.54997	0.0145382	0.0387744	2
GSE87466	PPP1R12C	protein phosphatase 1 regulatory subunit 12C	54776	234286_PM_at	-0.169627	-2.57687	0.0145421	0.0387811	3
GSE87466	EPB41L4A-AS1	EPB41L4A antisense RNA 1	114915	225698_PM_at	-0.318923	-2.6132	0.0145511	0.0388013	1
GSE87466	DEDD	death effector domain containing	9191	215158_PM_s_at	0.134114	2.63275	0.0145554	0.038809	3
GSE87466	LOC400794	uncharacterized LOC400794	400794	1561693_PM_at	-0.0736445	-2.58684	0.014555	0.038809	3
GSE87466	LINC00693	long intergenic non-protein coding RNA 693	645206	1564250_PM_at	-0.160166	-2.63322	0.0145912	0.038893	1
GSE87466	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	4047	202245_PM_at	0.28708	2.6085	0.0145928	0.0388954	3
GSE87466	UEVLD	UEV and lactate/malate dehyrogenase domains	55293	1554397_PM_s_at	-0.291488	-2.58708	0.0146172	0.0389545	3
GSE87466	KLF13	Kruppel like factor 13	51621	230094_PM_at	-0.179728	-2.57166	0.0146248	0.0389693	3
GSE87466	GRK1	G protein-coupled receptor kinase 1	6011	208041_PM_at	-0.14926	-2.60946	0.0146277	0.0389751	1
GSE87466	ZNF678	zinc finger protein 678	339500	1554922_PM_at	-0.0732498	-2.61343	0.0146314	0.0389831	4
GSE87466	GPR55	G protein-coupled receptor 55	9290	237559_PM_at	0.214766	2.54563	0.0146343	0.0389889	2
GSE87466	TRPT1	tRNA phosphotransferase 1	83707	223436_PM_s_at	-0.27528	-2.60402	0.0146425	0.039007	1
GSE87466	TEPP	testis, prostate and placenta expressed	374739	240119_PM_at	-0.113995	-2.55258	0.0146504	0.0390261	1
GSE87466	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2	10003	222161_PM_at	0.244145	2.60031	0.0146519	0.0390263	5
GSE87466	PLAC9	placenta specific 9	219348	230246_PM_at	-0.139626	-2.61145	0.0146513	0.0390263	2
GSE87466	USP34	ubiquitin specific peptidase 34	9736	242647_PM_at	0.225008	2.56505	0.0146534	0.0390284	7
GSE87466	PRSS23	protease, serine 23	11098	229441_PM_at	-0.32339	-2.60571	0.0146542	0.0390286	3
GSE87466	LOC100290235	hypothetical protein LOC100290235	100290235	1561165_PM_a_at	-0.233577	-2.61956	0.0146551	0.0390291	1
GSE87466	SNX19	sorting nexin 19	399979	1561710_PM_at	-0.155964	-2.59791	0.0146561	0.0390299	4
GSE87466	CCDC97	coiled-coil domain containing 97	90324	225254_PM_at	-0.168766	-2.62157	0.0146608	0.0390405	3
GSE87466	AMPD2	adenosine monophosphate deaminase 2	271	212360_PM_at	0.347215	2.61099	0.0146621	0.0390421	1
GSE87466	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	10058	203191_PM_at	-0.141364	-2.58965	0.0146916	0.0391027	2
GSE87466	KIZ	kizuna centrosomal protein	55857	219961_PM_s_at	0.321867	2.6122	0.0146957	0.0391106	5
GSE87466	GNAT3	G protein subunit alpha transducin 3	346562	216590_PM_at	-0.172178	-2.61395	0.0146972	0.0391108	1
GSE87466	HIPK4	homeodomain interacting protein kinase 4	147746	1553238_PM_a_at	-0.113089	-2.56311	0.0146971	0.0391108	1
GSE87466	ZNF440	zinc finger protein 440	126070	216291_PM_at	-0.157139	-2.61341	0.014726	0.0391724	3
GSE87466	RNF212	ring finger protein 212	285498	1557031_PM_at	-0.146078	-2.57706	0.0147268	0.0391724	2
GSE87466	C22orf31	chromosome 22 open reading frame 31	25770	206839_PM_at	-0.16758	-2.59267	0.0147292	0.0391769	1
GSE87466	LOC100288765	similar to Putative zinc finger protein ENSP00000328166	100288765	1559503_PM_a_at	0.0720133	2.54745	0.0147341	0.039188	2
GSE87466	ZNF248	zinc finger protein 248	57209	1569557_PM_at	-0.115106	-2.60265	0.0147349	0.0391883	2
GSE87466	OR10H1	olfactory receptor family 10 subfamily H member 1	26539	208558_PM_at	-0.126714	-2.59748	0.0147408	0.0391982	1
GSE87466	GUCA1B	guanylate cyclase activator 1B	2979	215841_PM_at	-0.168454	-2.59542	0.0147501	0.0392192	2
GSE87466	MYNN	myoneurin	55892	1566108_PM_at	0.109675	2.55746	0.0147498	0.0392192	6
GSE87466	SYMPK	symplekin	8189	1559587_PM_at	0.32919	2.56441	0.0147666	0.0392554	4
GSE87466	FAM133A	family with sequence similarity 133 member A	286499	239481_PM_at	-0.202862	-2.5891	0.0147723	0.0392686	2
GSE87466	MED30	mediator complex subunit 30	90390	230555_PM_s_at	-0.350866	-2.6339	0.0147739	0.039271	3
GSE87466	BBS2	Bardet-Biedl syndrome 2	583	223227_PM_at	-0.252429	-2.59517	0.0148005	0.0393302	1
GSE87466	CLSPN	claspin	63967	1553120_PM_at	-0.15591	-2.62822	0.0148103	0.0393521	3
GSE87466	HMBS	hydroxymethylbilane synthase	3145	203040_PM_s_at	-0.281524	-2.6054	0.0148247	0.0393811	1
GSE87466	WDR61	WD repeat domain 61	80349	232075_PM_at	-0.221953	-2.60161	0.014824	0.0393811	5
GSE87466	CRB3	crumbs 3, cell polarity complex component	92359	232609_PM_at	-0.301175	-2.56428	0.01483	0.0393895	1
GSE87466	CCDC149	coiled-coil domain containing 149	91050	226141_PM_at	0.281365	2.55492	0.0148296	0.0393895	4
GSE87466	FASTK	Fas activated serine/threonine kinase	10922	202676_PM_x_at	-0.233394	-2.60242	0.0148446	0.0394225	3
GSE87466	DLX1	distal-less homeobox 1	1745	1560100_PM_at	-0.142184	-2.55568	0.0148532	0.0394434	2
GSE87466	PBOV1	prostate and breast cancer overexpressed 1	59351	208329_PM_at	-0.0943018	-2.55879	0.0148588	0.0394495	2
GSE87466	MYH1	myosin heavy chain 1	4619	205951_PM_at	-0.078923	-2.57905	0.0148796	0.0395001	1
GSE87466	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13	23317	212467_PM_at	-0.197894	-2.60623	0.0148943	0.0395296	3
GSE87466	TTLL13P	tubulin tyrosine ligase like 13, pseudogene	440307	1568843_PM_at	-0.156417	-2.56974	0.0148923	0.0395296	1
GSE87466	LOC105376360	uncharacterized LOC105376360	105376360	1560185_PM_at	-0.0904722	-2.56341	0.0148942	0.0395296	1
GSE87466	RALA	RALA Ras like proto-oncogene A	5898	224880_PM_at	-0.119094	-2.58737	0.0148975	0.0395323	2
GSE87466	DRAP1	DR1 associated protein 1	10589	203258_PM_at	0.289738	2.61358	0.0149035	0.0395449	1
GSE87466	HMGXB3	HMG-box containing 3	22993	212431_PM_at	0.167695	2.55687	0.0149037	0.0395449	2
GSE87466	EPS8L1	EPS8 like 1	54869	221665_PM_s_at	0.479043	2.59713	0.0149136	0.0395674	5
GSE87466	SLC9A5	solute carrier family 9 member A5	6553	1559092_PM_at	-0.155226	-2.58807	0.0149179	0.0395768	3
GSE87466	PCDHA9	protocadherin alpha 9	9752	208205_PM_at	-0.10308	-2.58801	0.0149191	0.0395781	1
GSE87466	OXCT1	3-oxoacid CoA-transferase 1	5019	202780_PM_at	0.499792	2.63453	0.0149345	0.0396151	2
GSE87466	COMP	cartilage oligomeric matrix protein	1311	205713_PM_s_at	-0.138895	-2.57549	0.0149405	0.0396239	1
GSE87466	KRT77	keratin 77	374454	237120_PM_at	-0.219757	-2.60719	0.0149453	0.0396332	1
GSE87466	RASL10A	RAS like family 10 member A	10633	206850_PM_at	-0.198651	-2.59736	0.0149464	0.0396332	1
GSE87466	MOGAT1	monoacylglycerol O-acyltransferase 1	116255	1553062_PM_at	-0.155465	-2.57825	0.0149462	0.0396332	1
GSE87466	KIF25	kinesin family member 25	3834	207682_PM_s_at	-0.128745	-2.54308	0.0149509	0.0396433	2
GSE87466	DUT	deoxyuridine triphosphatase	1854	208955_PM_at	-0.367172	-2.61234	0.0149637	0.0396733	3
GSE87466	AP3D1	adaptor related protein complex 3 delta 1 subunit	8943	206592_PM_s_at	0.245062	2.61861	0.0149635	0.0396733	3
GSE87466	FAM189A2	family with sequence similarity 189 member A2	9413	213900_PM_at	-0.315354	-2.59523	0.0149696	0.0396859	1
GSE87466	RPS23	ribosomal protein S23	6228	200926_PM_at	-0.0834606	-2.58943	0.0149699	0.0396859	2
GSE87466	TKT	transketolase	7086	208700_PM_s_at	0.336908	2.62128	0.0149744	0.0396959	3
GSE87466	MRPS28	mitochondrial ribosomal protein S28	28957	219819_PM_s_at	-0.453002	-2.61986	0.0149761	0.0396985	1
GSE87466	KCNU1	potassium calcium-activated channel subfamily U member 1	157855	237273_PM_at	-0.165687	-2.62779	0.014984	0.0397175	1
GSE87466	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8	22826	212490_PM_at	-0.254812	-2.63103	0.0149866	0.0397214	3
GSE87466	RIC8B	RIC8 guanine nucleotide exchange factor B	55188	229637_PM_at	-0.167394	-2.59212	0.0149966	0.0397401	2
GSE87466	RPS26	ribosomal protein S26	6231	217753_PM_s_at	-0.260923	-2.61513	0.0150046	0.0397548	1
GSE87466	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	10534	203114_PM_at	0.288094	2.60937	0.0150066	0.0397582	1
GSE87466	GANAB	glucosidase II alpha subunit	23193	211934_PM_x_at	0.274436	2.60127	0.0150296	0.0398037	2
GSE87466	LOC401261	uncharacterized LOC401261	401261	229914_PM_at	-0.520796	-2.6358	0.0150364	0.039814	2
GSE87466	POGZ	pogo transposable element with ZNF domain	23126	215281_PM_x_at	0.240505	2.59649	0.0150437	0.0398276	2
GSE87466	CCR9	C-C motif chemokine receptor 9	10803	207445_PM_s_at	-0.254469	-2.61996	0.0150493	0.0398385	1
GSE87466	CST1	cystatin SN	1469	206224_PM_at	0.208932	2.47636	0.0150614	0.0398644	1
GSE87466	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	148789	226233_PM_at	0.298886	2.59887	0.0150672	0.0398743	4
GSE87466	RAB43	RAB43, member RAS oncogene family	339122	225632_PM_s_at	0.220048	2.59558	0.015067	0.0398743	2
GSE87466	FLJ20712	uncharacterized FLJ20712	55025	220678_PM_at	-0.194775	-2.61295	0.0150739	0.0398901	1
GSE87466	LOC101927770	uncharacterized LOC101927770	101927770	215861_PM_at	-0.21074	-2.60261	0.0150905	0.0399225	1
GSE87466	PKD2L2	polycystin 2 like 2, transient receptor potential cation channel	27039	221118_PM_at	0.142231	2.55588	0.015133	0.0400214	2
GSE87466	PTCHD3P1	patched domain containing 3 pseudogene 1	387647	230737_PM_s_at	-0.30969	-2.59665	0.0151375	0.0400275	3
GSE87466	OR1D5	olfactory receptor family 1 subfamily D member 5	8386	221341_PM_s_at	-0.136244	-2.57217	0.0151617	0.0400779	1
GSE87466	RNF125	ring finger protein 125	54941	235199_PM_at	-0.347562	-2.57528	0.0151663	0.0400862	2
GSE87466	LMX1A	LIM homeobox transcription factor 1 alpha	4009	1553541_PM_at	-0.110145	-2.56504	0.0151772	0.0401072	1
GSE87466	LOC105375640	uncharacterized LOC105375640	105375640	1561789_PM_at	-0.100983	-2.61077	0.0151816	0.0401169	1
GSE87466	LINC00494	long intergenic non-protein coding RNA 494	284749	236854_PM_at	0.421694	2.55213	0.0151846	0.040121	1
GSE87466	NT5DC1	5'-nucleotidase domain containing 1	221294	223178_PM_s_at	-0.306689	-2.59957	0.0151946	0.0401455	2
GSE87466	SYNPO	synaptopodin	11346	202796_PM_at	-0.494076	-2.62031	0.0152033	0.0401646	3
GSE87466	C19orf18	chromosome 19 open reading frame 18	147685	236847_PM_at	-0.341033	-2.61695	0.0152052	0.0401677	1
GSE87466	TEX26	testis expressed 26	122046	243884_PM_at	-0.098986	-2.57547	0.0152153	0.0401885	1
GSE87466	EPC1	enhancer of polycomb homolog 1	80314	225417_PM_at	-0.188416	-2.60923	0.0152287	0.0402181	5
GSE87466	DMXL2	Dmx like 2	23312	215761_PM_at	0.412481	2.58825	0.0152295	0.0402183	2
GSE87466	UTP6	UTP6, small subunit processome component	55813	218715_PM_at	0.258296	2.6079	0.0152384	0.040234	2
GSE87466	SPATA24	spermatogenesis associated 24	202051	1558641_PM_at	-0.299025	-2.61945	0.0152479	0.0402552	2
GSE87466	WDR41	WD repeat domain 41	55255	222503_PM_s_at	0.243077	2.61234	0.0152496	0.0402577	3
GSE87466	EPHA5-AS1	EPHA5 antisense RNA 1	100144602	238241_PM_at	-0.143385	-2.57251	0.0152593	0.0402717	1
GSE87466	METTL3	methyltransferase like 3	56339	213653_PM_at	0.315849	2.59079	0.015261	0.0402742	3
GSE87466	LOC100132767	hypothetical LOC100132767	100132767	1569523_PM_a_at	-0.167846	-2.59717	0.0152787	0.0403151	2
GSE87466	ZDHHC1	zinc finger DHHC-type containing 1	29800	237228_PM_at	-0.157307	-2.56054	0.0152812	0.0403198	3
GSE87466	UNC80	unc-80 homolog, NALCN activator	285175	237660_PM_at	-0.1025	-2.58704	0.0152866	0.0403321	3
GSE87466	FAM53A	family with sequence similarity 53 member A	152877	236206_PM_at	-0.130213	-2.55827	0.0153082	0.0403779	3
GSE87466	ZNF29P	zinc finger protein 29, pseudogene	7577	1567856_PM_x_at	-0.124072	-2.60479	0.0153084	0.0403779	2
GSE87466	SCYL3	SCY1 like pseudokinase 3	57147	41329_PM_at	-0.263759	-2.61173	0.0153148	0.0403928	2
GSE87466	ZNF256	zinc finger protein 256	10172	223714_PM_at	-0.209448	-2.5356	0.0153221	0.0404062	1
GSE87466	KRT4	keratin 4	3851	213240_PM_s_at	-0.093509	-2.57762	0.015337	0.0404299	1
GSE87466	ARNT2	aryl hydrocarbon receptor nuclear translocator 2	9915	202986_PM_at	0.179153	2.52943	0.0153495	0.040459	1
GSE87466	CRHBP	corticotropin releasing hormone binding protein	1393	205984_PM_at	-0.185108	-2.61015	0.0153541	0.0404653	1
GSE87466	BPIFA1	BPI fold containing family A member 1	51297	220542_PM_s_at	-0.192365	-2.59852	0.0153581	0.0404732	1
GSE87466	THSD4-AS1	THSD4 antisense RNA 1	101929196	1562524_PM_at	-0.186136	-2.60358	0.0153586	0.0404732	1
GSE87466	LINC01539	long intergenic non-protein coding RNA 1539	100505474	237344_PM_at	0.142909	2.53455	0.0153739	0.0405015	1
GSE87466	TSC22D1-AS1	TSC22D1 antisense RNA 1	641467	229990_PM_at	-0.202656	-2.59593	0.0153787	0.0405106	2
GSE87466	CFAP47	cilia and flagella associated protein 47	286464	1553466_PM_at	-0.175784	-2.54842	0.0153863	0.0405248	1
GSE87466	LOC285556	uncharacterized LOC285556	285556	236523_PM_at	-0.066642	-2.56392	0.0153858	0.0405248	1
GSE87466	BPIFA4P	BPI fold containing family A member 4, pseudogene	317716	1555554_PM_at	-0.164308	-2.5953	0.0154036	0.0405589	1
GSE87466	TXNDC8	thioredoxin domain containing 8	255220	1564386_PM_at	-0.120093	-2.55827	0.0154076	0.0405672	1
GSE87466	LINC00700	long intergenic non-protein coding RNA 700	282980	1564209_PM_at	-0.0651836	-2.52417	0.0154091	0.0405692	1
GSE87466	LINC01257	long intergenic non-protein coding RNA 1257	116437	234493_PM_at	-0.122024	-2.55565	0.0154139	0.040576	1
GSE87466	LOC729815	uncharacterized LOC729815	729815	217453_PM_at	-0.103806	-2.56483	0.0154178	0.0405797	1
GSE87466	ZNF585A	zinc finger protein 585A	199704	227674_PM_at	-0.417363	-2.60742	0.0154192	0.0405802	4
GSE87466	LYPD4	LY6/PLAUR domain containing 4	147719	231266_PM_at	-0.119587	-2.56964	0.0154228	0.0405877	2
GSE87466	CCT4	chaperonin containing TCP1 subunit 4	10575	200877_PM_at	0.165809	2.59748	0.0154236	0.0405878	1
GSE87466	CXorf57	chromosome X open reading frame 57	55086	219355_PM_at	-0.197108	-2.55724	0.0154332	0.0406092	2
GSE87466	NETO1	neuropilin and tolloid like 1	81832	1552736_PM_a_at	0.139249	2.56101	0.0154346	0.0406109	4
GSE87466	FAT4	FAT atypical cadherin 4	79633	219427_PM_at	0.463548	2.57795	0.0154409	0.0406236	1
GSE87466	RTN1	reticulon 1	6252	203485_PM_at	0.372737	2.58328	0.0154429	0.0406249	2
GSE87466	PCBP4	poly(rC) binding protein 4	57060	209361_PM_s_at	0.308909	2.59709	0.015444	0.0406259	1
GSE87466	EIF1AY	eukaryotic translation initiation factor 1A, Y-linked	9086	204410_PM_at	-0.952443	-2.56813	0.0154448	0.040626	2
GSE87466	BRF2	BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit	55290	218955_PM_at	-0.186145	-2.60353	0.0154578	0.0406505	2
GSE87466	PRR9	proline rich 9	574414	237732_PM_at	-0.237073	-2.5685	0.0154664	0.0406692	1
GSE87466	PZP	PZP, alpha-2-macroglobulin like	5858	207330_PM_at	0.13743	2.5334	0.015473	0.0406846	1
GSE87466	CEP250	centrosomal protein 250	11190	209495_PM_at	0.292105	2.56139	0.0154865	0.0407103	3
GSE87466	CNFN	cornifelin	84518	224329_PM_s_at	-0.258802	-2.529	0.0155069	0.040753	1
GSE87466	IGSF1	immunoglobulin superfamily member 1	3547	223807_PM_at	-0.0816892	-2.53558	0.0155275	0.0407985	2
GSE87466	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	3157	221750_PM_at	-0.274859	-2.54429	0.0155375	0.0408217	2
GSE87466	FSTL5	follistatin like 5	56884	232010_PM_at	-0.107308	-2.59377	0.0155383	0.0408217	1
GSE87466	C20orf141	chromosome 20 open reading frame 141	128653	231360_PM_at	-0.15456	-2.55057	0.0155475	0.0408412	1
GSE87466	CMIP	c-Maf inducing protein	80790	231643_PM_s_at	0.336948	2.60655	0.0155501	0.0408441	4
GSE87466	MRLN	myoregulin	100507027	231051_PM_at	-0.133036	-2.59663	0.0155495	0.0408441	1
GSE87466	BRCC3	BRCA1/BRCA2-containing complex subunit 3	79184	221196_PM_x_at	-0.247364	-2.57178	0.0155562	0.0408582	4
GSE87466	C12orf80	chromosome 12 open reading frame 80	283403	1560276_PM_at	-0.171152	-2.5856	0.0155616	0.0408682	2
GSE87466	FKBP6	FK506 binding protein 6	8468	206763_PM_at	-0.151167	-2.57752	0.0155611	0.0408682	1
GSE87466	SF3B1	splicing factor 3b subunit 1	23451	211185_PM_s_at	0.17724	2.60971	0.0155647	0.0408687	4
GSE87466	SOWAHC	sosondowah ankyrin repeat domain family member C	65124	227034_PM_at	-0.2363	-2.50856	0.015568	0.0408735	2
GSE87466	GHRH	growth hormone releasing hormone	2691	214524_PM_at	-0.138025	-2.56141	0.0155743	0.0408861	1
GSE87466	GIMAP2	GTPase, IMAP family member 2	26157	232024_PM_at	0.799798	2.60405	0.0155783	0.0408907	1
GSE87466	ATP6V1C1	ATPase H+ transporting V1 subunit C1	528	202873_PM_at	-0.264624	-2.59626	0.0155884	0.0409113	4
GSE87466	ZNF500	zinc finger protein 500	26048	41113_PM_at	-0.122736	-2.57774	0.0155964	0.0409264	3
GSE87466	CPNE3	copine 3	8895	202119_PM_s_at	-0.189973	-2.56495	0.0156029	0.0409379	2
GSE87466	SAXO2	stabilizer of axonemal microtubules 2	283726	1556158_PM_at	0.166559	2.48126	0.015603	0.0409379	1
GSE87466	POLI	DNA polymerase iota	11201	219317_PM_at	0.35961	2.58577	0.0156428	0.0410276	2
GSE87466	SCNN1G	sodium channel epithelial 1 gamma subunit	6340	241436_PM_at	0.519657	2.51437	0.0156492	0.0410414	2
GSE87466	GPATCH3	G-patch domain containing 3	63906	218895_PM_at	-0.239309	-2.58791	0.01565	0.0410415	1
GSE87466	MTMR6	myotubularin related protein 6	9107	214429_PM_at	0.324309	2.60927	0.015658	0.0410585	2
GSE87466	SPRY4-IT1	SPRY4 intronic transcript 1	100642175	1566968_PM_at	0.416659	2.56894	0.0156599	0.0410596	2
GSE87466	ST7-AS1	ST7 antisense RNA 1	93653	1555912_PM_at	-0.126618	-2.53729	0.0156607	0.0410597	1
GSE87466	RRP1B	ribosomal RNA processing 1B	23076	212846_PM_at	0.191406	2.57103	0.0156786	0.0410968	2
GSE87466	DIP2B	disco interacting protein 2 homolog B	57609	224872_PM_at	-0.18112	-2.55826	0.0156983	0.0411416	3
GSE87466	YBEY	ybeY metallopeptidase (putative)	54059	227421_PM_at	-0.402814	-2.57887	0.0157113	0.0411687	3
GSE87466	ALB	albumin	213	211298_PM_s_at	-0.0763524	-2.57177	0.015721	0.0411922	4
GSE87466	MATN1-AS1	MATN1 antisense RNA 1	100129196	1557557_PM_at	0.25966	2.56441	0.0157249	0.0411984	2
GSE87466	GGTLC2	gamma-glutamyltransferase light chain 2	91227	209918_PM_at	-0.121216	-2.54547	0.0157309	0.0412102	1
GSE87466	EML4	echinoderm microtubule associated protein like 4	27436	223069_PM_s_at	0.176987	2.56695	0.0157411	0.0412349	7
GSE87466	BSN-AS2	BSN antisense RNA 2 (head to head)	100132677	1564131_PM_a_at	-0.135328	-2.57647	0.0157475	0.0412458	1
GSE87466	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)	80222	221189_PM_s_at	-0.166197	-2.5799	0.0157503	0.0412492	1
GSE87466	PEX11B	peroxisomal biogenesis factor 11 beta	8799	202658_PM_at	-0.216966	-2.57814	0.0157532	0.0412548	1
GSE87466	DPPA4	developmental pluripotency associated 4	55211	241199_PM_x_at	-0.140989	-2.55891	0.0157615	0.0412726	3
GSE87466	KDM3A	lysine demethylase 3A	55818	242758_PM_x_at	-0.0915171	-2.56987	0.0157848	0.0413277	2
GSE87466	A1BG-AS1	A1BG antisense RNA 1	503538	232462_PM_s_at	0.164192	2.52222	0.0157885	0.0413314	1
GSE87466	FFAR4	free fatty acid receptor 4	338557	240856_PM_at	0.457704	2.53837	0.0157901	0.0413316	1
GSE87466	ZBTB7A	zinc finger and BTB domain containing 7A	51341	213299_PM_at	-0.137503	-2.53936	0.01579	0.0413316	5
