accession	gene_symbol	gene_title	gene_id	best_probe_id	log2fc	t_stat	p_value	fdr	probe_count
GSE87466	GDAP1	ganglioside induced differentiation associated protein 1	54332	226271_PM_at	0.2	2.57523	0.0157914	0.0413326	3
GSE87466	TLK1	tousled like kinase 1	9874	244389_PM_at	-0.128792	-2.54537	0.0158011	0.0413486	6
GSE87466	STRA13	stimulated by retinoic acid 13	201254	209478_PM_at	-0.24755	-2.53118	0.0158019	0.0413487	1
GSE87466	PAQR4	progestin and adipoQ receptor family member 4	124222	212858_PM_at	0.273377	2.56927	0.0158256	0.0414067	1
GSE87466	FBXL15	F-box and leucine rich repeat protein 15	79176	218938_PM_at	-0.325098	-2.59501	0.0158278	0.0414088	1
GSE87466	FRMD4B	FERM domain containing 4B	23150	216134_PM_at	-0.231434	-2.55874	0.0158469	0.0414511	3
GSE87466	IL22RA1	interleukin 22 receptor subunit alpha 1	58985	220056_PM_at	-0.422784	-2.54125	0.0158566	0.041466	1
GSE87466	TMEM186	transmembrane protein 186	25880	204676_PM_at	-0.250509	-2.56319	0.0158599	0.0414727	1
GSE87466	NEU3	neuraminidase 3	10825	216082_PM_at	-0.139435	-2.53569	0.0158652	0.0414806	3
GSE87466	LOC654342	lymphocyte-specific protein 1 pseudogene	654342	243419_PM_at	-0.137555	-2.57444	0.0158647	0.0414806	2
GSE87466	OR8G1	olfactory receptor family 8 subfamily G member 1 (gene/pseudogene)	26494	1567060_PM_at	-0.20414	-2.59141	0.0158836	0.0415208	1
GSE87466	VARS	valyl-tRNA synthetase	7407	201796_PM_s_at	-0.139531	-2.54519	0.0158849	0.0415222	2
GSE87466	IQCF3	IQ motif containing F3	401067	1555235_PM_s_at	-0.109634	-2.54453	0.0158913	0.0415349	2
GSE87466	IL11RA	interleukin 11 receptor subunit alpha	3590	204773_PM_at	-0.340852	-2.56894	0.0159049	0.0415665	2
GSE87466	AGBL3	ATP/GTP binding protein like 3	340351	232395_PM_x_at	0.288832	2.53451	0.0159087	0.0415725	3
GSE87466	OR5I1	olfactory receptor family 5 subfamily I member 1	10798	208521_PM_at	-0.130164	-2.5766	0.0159119	0.0415789	1
GSE87466	ARHGAP19	Rho GTPase activating protein 19	84986	212738_PM_at	0.25994	2.57582	0.0159281	0.041618	2
GSE87466	RAD9B	RAD9 checkpoint clamp component B	144715	1553285_PM_s_at	-0.12181	-2.572	0.0159321	0.0416257	2
GSE87466	LOC388456	uncharacterized LOC388456	388456	1563117_PM_at	-0.129711	-2.57062	0.0159362	0.0416344	1
GSE87466	NUDT9P1	nudix hydrolase 9 pseudogene 1	119369	1552564_PM_at	-0.12742	-2.52996	0.015949	0.0416619	1
GSE87466	KCTD10	potassium channel tetramerization domain containing 10	83892	223208_PM_at	0.198355	2.5803	0.0159771	0.0417273	2
GSE87466	DNAJC5	DnaJ heat shock protein family (Hsp40) member C5	80331	244601_PM_at	-0.134918	-2.55009	0.0159818	0.0417376	4
GSE87466	RALYL	RALY RNA binding protein-like	138046	213967_PM_at	-0.140983	-2.59051	0.0160062	0.0417953	1
GSE87466	EFCAB7	EF-hand calcium binding domain 7	84455	226800_PM_at	0.504948	2.58365	0.0160083	0.0417986	1
GSE87466	CCT7	chaperonin containing TCP1 subunit 7	10574	200812_PM_at	0.207152	2.58534	0.0160331	0.0418456	1
GSE87466	YTHDC1	YTH domain containing 1	91746	239905_PM_at	-0.107625	-2.57519	0.0160389	0.0418586	5
GSE87466	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	8394	210256_PM_s_at	-0.166687	-2.5669	0.0160408	0.0418597	3
GSE87466	PRR3	proline rich 3	80742	204795_PM_at	0.127349	2.51754	0.0160491	0.0418774	2
GSE87466	PPCS	phosphopantothenoylcysteine synthetase	79717	218341_PM_at	-0.296157	-2.5696	0.0160527	0.0418829	1
GSE87466	SYT9	synaptotagmin 9	143425	1555053_PM_at	-0.142793	-2.56463	0.0160628	0.0419031	4
GSE87466	SPG7	SPG7, paraplegin matrix AAA peptidase subunit	6687	238286_PM_at	-0.130948	-2.51789	0.0160754	0.04193	6
GSE87466	SULT2A1	sulfotransferase family 2A member 1	6822	206293_PM_at	-0.23264	-2.61117	0.0160795	0.0419367	2
GSE87466	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit	2562	205850_PM_s_at	-0.155407	-2.54115	0.0160835	0.0419451	5
GSE87466	LHFPL4	lipoma HMGIC fusion partner-like 4	375323	228422_PM_at	-0.16777	-2.54745	0.0160939	0.0419622	1
GSE87466	TNP2	transition protein 2	7142	207736_PM_s_at	-0.149244	-2.54815	0.0161219	0.0420232	2
GSE87466	PLIN3	perilipin 3	10226	202122_PM_s_at	0.251768	2.54932	0.0161352	0.0420479	1
GSE87466	MAX	MYC associated factor X	4149	214108_PM_at	-0.220648	-2.53243	0.016139	0.042054	5
GSE87466	ATP6V0A2	ATPase H+ transporting V0 subunit a2	23545	217603_PM_at	0.12617	2.54153	0.0161391	0.042054	6
GSE87466	ADAM15	ADAM metallopeptidase domain 15	8751	1555896_PM_a_at	0.313927	2.56977	0.016148	0.0420672	2
GSE87466	RNPC3	RNA binding region (RNP1, RRM) containing 3	55599	226975_PM_at	-0.466631	-2.57443	0.016154	0.0420808	4
GSE87466	CENPC	centromere protein C	1060	204739_PM_at	0.243882	2.56491	0.0161599	0.0420905	1
GSE87466	LRRC46	leucine rich repeat containing 46	90506	230600_PM_at	-0.198781	-2.55325	0.0161616	0.0420926	2
GSE87466	CLRN1-AS1	CLRN1 antisense RNA 1	116933	1560432_PM_at	-0.200172	-2.56407	0.016167	0.0421027	1
GSE87466	DARS-AS1	DARS antisense RNA 1	101928243	243355_PM_at	-0.171643	-2.57497	0.0161705	0.0421078	1
GSE87466	MYH14	myosin, heavy chain 14, non-muscle	79784	226988_PM_s_at	-0.556559	-2.5711	0.0161858	0.0421379	6
GSE87466	OGFRP1	opioid growth factor receptor pseudogene 1	388906	1561537_PM_at	-0.162913	-2.55276	0.0161893	0.0421447	1
GSE87466	LOC100996263	uncharacterized LOC100996263	100996263	237787_PM_at	-0.127276	-2.56641	0.0162177	0.0422126	1
GSE87466	KDELC2	KDEL motif containing 2	143888	225128_PM_at	0.261688	2.57871	0.0162223	0.0422226	1
GSE87466	N4BP2L1	NEDD4 binding protein 2 like 1	90634	211390_PM_at	-0.152377	-2.55494	0.0162256	0.0422292	8
GSE87466	F7	coagulation factor VII	2155	237414_PM_at	-0.188274	-2.55672	0.0162311	0.0422395	2
GSE87466	LOC729570	uncharacterized LOC729570	729570	227837_PM_at	-0.210765	-2.56597	0.0162436	0.0422619	1
GSE87466	AP4B1	adaptor related protein complex 4 beta 1 subunit	10717	231962_PM_at	-0.181217	-2.52668	0.016246	0.0422662	3
GSE87466	GRID1	glutamate ionotropic receptor delta type subunit 1	2894	231977_PM_at	-0.182454	-2.602	0.0162508	0.0422706	3
GSE87466	THEM5	thioesterase superfamily member 5	284486	1562490_PM_at	-0.110629	-2.54339	0.0162547	0.0422788	1
GSE87466	RPL10	ribosomal protein L10	6134	221989_PM_at	0.274218	2.56841	0.0162616	0.0422929	5
GSE87466	MYH11	myosin heavy chain 11	4629	228133_PM_s_at	0.505137	2.57392	0.0162715	0.0423124	8
GSE87466	HTR2C	5-hydroxytryptamine receptor 2C	3358	207307_PM_at	-0.0525278	-2.51551	0.0162745	0.0423182	2
GSE87466	PDE2A	phosphodiesterase 2A	5138	204134_PM_at	0.200269	2.49898	0.0162791	0.0423261	1
GSE87466	LOC105373495	uncharacterized LOC105373495	105373495	1568795_PM_at	0.129953	2.50856	0.016286	0.04234	1
GSE87466	TMEM258	transmembrane protein 258	746	218213_PM_s_at	0.312932	2.58155	0.0162905	0.0423477	1
GSE87466	TNFRSF17	TNF receptor superfamily member 17	608	206641_PM_at	0.60344	2.57437	0.0162924	0.0423506	1
GSE87466	ISCA2	iron-sulfur cluster assembly 2	122961	226007_PM_at	-0.393599	-2.59384	0.0163004	0.0423648	1
GSE87466	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide	593	202331_PM_at	-0.242617	-2.53316	0.0162997	0.0423648	1
GSE87466	CDK13	cyclin dependent kinase 13	8621	228991_PM_at	-0.198386	-2.53952	0.0163005	0.0423648	7
GSE87466	RC3H2	ring finger and CCCH-type domains 2	54542	231716_PM_at	0.465997	2.56655	0.0163113	0.0423857	7
GSE87466	MRGPRG-AS1	MRGPRG antisense RNA 1	283303	1564439_PM_a_at	-0.193599	-2.55406	0.0163132	0.0423886	1
GSE87466	SLC17A6	solute carrier family 17 member 6	57084	220551_PM_at	-0.229214	-2.5742	0.0163158	0.0423933	1
GSE87466	IGHA2	immunoglobulin heavy constant alpha 2 (A2m marker)	3494	217022_PM_s_at	0.115584	2.49438	0.0163412	0.0424556	1
GSE87466	INTS4	integrator complex subunit 4	92105	1553670_PM_at	-0.166276	-2.57742	0.0163686	0.0425164	5
GSE87466	PEX14	peroxisomal biogenesis factor 14	5195	1558915_PM_a_at	-0.294737	-2.55521	0.0163934	0.0425685	3
GSE87466	DENND6A	DENN domain containing 6A	201627	226965_PM_at	0.215561	2.56455	0.0163933	0.0425685	1
GSE87466	C21orf58	chromosome 21 open reading frame 58	54058	238541_PM_at	-0.145404	-2.53455	0.0164303	0.0426584	6
GSE87466	LINC00508	long intergenic non-protein coding RNA 508	104472718	1555187_PM_at	-0.0962054	-2.56519	0.0164486	0.0426978	1
GSE87466	POT1	protection of telomeres 1	25913	204353_PM_s_at	0.298755	2.57222	0.0164502	0.0426998	2
GSE87466	PNPLA8	patatin like phospholipase domain containing 8	50640	223310_PM_x_at	0.257069	2.5541	0.0164517	0.0426998	3
GSE87466	MOAP1	modulator of apoptosis 1	64112	212508_PM_at	-0.163559	-2.502	0.0164526	0.0427001	1
GSE87466	PLAC1	placenta specific 1	10761	219702_PM_at	-0.195998	-2.55773	0.0164736	0.0427506	1
GSE87466	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	79369	221240_PM_s_at	-0.134603	-2.53141	0.0165157	0.0428497	1
GSE87466	NCAPH	non-SMC condensin I complex subunit H	23397	212949_PM_at	0.32393	2.52871	0.0165298	0.0428761	1
GSE87466	KIAA1654	KIAA1654 protein	85368	215681_PM_at	-0.12066	-2.55227	0.0165309	0.0428769	2
GSE87466	SLC7A8	solute carrier family 7 member 8	23428	216604_PM_s_at	-0.353676	-2.57824	0.0165344	0.0428839	5
GSE87466	BTNL9	butyrophilin like 9	153579	228434_PM_at	0.447777	2.55062	0.0165359	0.0428858	4
GSE87466	SCFD1	sec1 family domain containing 1	23256	215548_PM_s_at	0.319618	2.57543	0.0165405	0.0428957	2
GSE87466	EHF	ETS homologous factor	26298	219850_PM_s_at	-0.446002	-2.51215	0.0165423	0.0428983	6
GSE87466	IL17RD	interleukin 17 receptor D	54756	229263_PM_at	-0.134145	-2.55837	0.0165442	0.0429012	2
GSE87466	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1	118487	226896_PM_at	-0.297044	-2.57003	0.0165457	0.0429031	1
GSE87466	CEP170B	centrosomal protein 170B	283638	213242_PM_x_at	-0.389837	-2.57934	0.0165539	0.0429203	1
GSE87466	CYP1A1	cytochrome P450 family 1 subfamily A member 1	1543	205749_PM_at	-0.162619	-2.50329	0.016567	0.0429502	1
GSE87466	RFX3	regulatory factor X3	5991	243868_PM_at	0.214193	2.53432	0.016583	0.0429835	4
GSE87466	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	266722	229714_PM_at	-0.094334	-2.53093	0.0165849	0.0429854	4
GSE87466	OK/SW-CL.36	OK/SW-CL.36	100131077	1555000_PM_at	-0.333277	-2.55815	0.0165877	0.0429896	1
GSE87466	C9orf131	chromosome 9 open reading frame 131	138724	230985_PM_at	-0.175574	-2.55113	0.0165909	0.0429958	1
GSE87466	LOC101928446	uncharacterized LOC101928446	101928446	1562274_PM_at	-0.155564	-2.55735	0.0165987	0.043014	1
GSE87466	PRKCI	protein kinase C iota	5584	209678_PM_s_at	-0.252202	-2.52985	0.016603	0.0430231	3
GSE87466	OPN4	opsin 4	94233	234226_PM_at	-0.152685	-2.53976	0.0166243	0.043062	1
GSE87466	PRSS35	protease, serine 35	167681	235874_PM_at	0.140653	2.50124	0.0166237	0.043062	1
GSE87466	SYNM	synemin	23336	214304_PM_x_at	-0.157449	-2.53884	0.0166355	0.0430808	2
GSE87466	VEPH1	ventricular zone expressed PH domain containing 1	79674	229760_PM_at	-0.315958	-2.55304	0.016645	0.0431034	4
GSE87466	LOC101929154	uncharacterized LOC101929154	101929154	244138_PM_at	-0.150631	-2.56448	0.0166593	0.0431363	1
GSE87466	LOC100130950	uncharacterized LOC100130950	100130950	1554666_PM_at	-0.119082	-2.54323	0.0166644	0.0431475	2
GSE87466	TOR1AIP1	torsin 1A interacting protein 1	26092	212408_PM_at	0.457011	2.5614	0.0166669	0.0431499	4
GSE87466	GTF2IRD2	GTF2I repeat domain containing 2	84163	1557289_PM_s_at	-0.263361	-2.51541	0.0166665	0.0431499	2
GSE87466	TXN	thioredoxin	7295	208864_PM_s_at	-0.290691	-2.55809	0.016684	0.0431839	2
GSE87466	KSR2	kinase suppressor of ras 2	283455	1553491_PM_at	-0.134402	-2.51819	0.0166897	0.0431933	2
GSE87466	SHC1	SHC adaptor protein 1	6464	214853_PM_s_at	0.196401	2.55967	0.0167044	0.0432183	2
GSE87466	TPD52L3	tumor protein D52 like 3	89882	240051_PM_at	-0.169937	-2.56112	0.0167044	0.0432183	2
GSE87466	LIG3	DNA ligase 3	3980	204123_PM_at	0.130717	2.52094	0.0167081	0.0432259	3
GSE87466	MED22	mediator complex subunit 22	6837	206593_PM_s_at	0.306284	2.53778	0.0167141	0.0432381	1
GSE87466	THOC5	THO complex 5	8563	209419_PM_at	-0.0911117	-2.5199	0.0167144	0.0432381	2
GSE87466	TRAF3IP2-AS1	TRAF3IP2 antisense RNA 1	643749	236555_PM_at	-0.276938	-2.54949	0.0167283	0.043272	3
GSE87466	THEG	theg spermatid protein	51298	220808_PM_at	-0.180711	-2.55519	0.0167459	0.0433114	1
GSE87466	ANKRD18B	ankyrin repeat domain 18B	441459	233592_PM_at	-0.150786	-2.53368	0.0167679	0.0433662	1
GSE87466	LINC00652	long intergenic non-protein coding RNA 652	29075	220747_PM_at	-0.115796	-2.53642	0.0167769	0.0433854	1
GSE87466	SERPINA7	serpin family A member 7	6906	206386_PM_at	-0.137382	-2.56551	0.0167806	0.0433888	1
GSE87466	GSG1	germ cell associated 1	83445	241553_PM_at	-0.116813	-2.54123	0.01678	0.0433888	2
GSE87466	CCDC106	coiled-coil domain containing 106	29903	207006_PM_s_at	-0.194844	-2.56926	0.0167828	0.0433924	1
GSE87466	DAB1-AS1	DAB1 antisense RNA 1	101926890	1569259_PM_at	-0.0710511	-2.49493	0.016792	0.043406	1
GSE87466	HIST1H4PS1	histone cluster 1, H4, pseudogene 1	10337	234392_PM_at	-0.113582	-2.52142	0.016816	0.0434577	1
GSE87466	LOC100287834	uncharacterized LOC100287834	100287834	243083_PM_at	-0.14577	-2.54549	0.0168271	0.0434844	1
GSE87466	SUN3	Sad1 and UNC84 domain containing 3	256979	231618_PM_s_at	-0.138953	-2.54897	0.0168309	0.0434921	1
GSE87466	CNTN1	contactin 1	1272	1554784_PM_at	-0.102639	-2.53463	0.0168318	0.0434924	4
GSE87466	ZNF253	zinc finger protein 253	56242	206900_PM_x_at	-0.210041	-2.56003	0.0168346	0.0434953	2
GSE87466	PLEKHA1	pleckstrin homology domain containing A1	59338	226247_PM_at	-0.203579	-2.52315	0.0168353	0.0434953	2
GSE87466	RAP1GAP2	RAP1 GTPase activating protein 2	23108	213280_PM_at	-0.322907	-2.53191	0.0168432	0.043507	1
GSE87466	PAPOLG	poly(A) polymerase gamma	64895	219160_PM_s_at	-0.186842	-2.53379	0.0168487	0.0435135	5
GSE87466	HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	10151	206808_PM_at	-0.0990102	-2.55504	0.0168569	0.0435285	1
GSE87466	MRPL44	mitochondrial ribosomal protein L44	65080	218202_PM_x_at	-0.162677	-2.49832	0.01687	0.0435541	2
GSE87466	RWDD2B	RWD domain containing 2B	10069	218377_PM_s_at	0.206495	2.56326	0.016876	0.0435675	2
GSE87466	GLDN	gliomedin	342035	230360_PM_at	1.08366	2.55251	0.0168776	0.0435696	2
GSE87466	KCP	kielin/chordin-like protein	375616	1556956_PM_at	0.432692	2.56522	0.016885	0.0435846	3
GSE87466	ZNF480	zinc finger protein 480	147657	222283_PM_at	-0.086488	-2.4738	0.0168887	0.04359	1
GSE87466	GTF2A1L	general transcription factor IIA subunit 1 like	11036	1552585_PM_s_at	-0.120799	-2.55212	0.0168922	0.043597	1
GSE87466	LINC00970	long intergenic non-protein coding RNA 970	101978719	1561555_PM_at	-0.0960307	-2.50506	0.0168933	0.0435978	1
GSE87466	GDF10	growth differentiation factor 10	2662	206159_PM_at	-0.0700765	-2.50649	0.0169155	0.0436427	1
GSE87466	GCNT4	glucosaminyl (N-acetyl) transferase 4, core 2	51301	220831_PM_at	-0.0923018	-2.5436	0.0169238	0.0436621	1
GSE87466	LINC00703	long intergenic non-protein coding RNA 703	100507059	1558660_PM_at	-0.220014	-2.55696	0.0169476	0.0437153	1
GSE87466	DHX33	DEAH-box helicase 33	56919	226262_PM_at	0.246202	2.54941	0.0169529	0.0437269	2
GSE87466	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	9451	218696_PM_at	0.301349	2.55015	0.0169592	0.043741	1
GSE87466	NCK1	NCK adaptor protein 1	4690	229895_PM_s_at	-0.139255	-2.49293	0.0169676	0.0437586	5
GSE87466	KRTAP4-5	keratin associated protein 4-5	85289	234637_PM_at	-0.172315	-2.49867	0.0169991	0.0438357	1
GSE87466	POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)	84892	225689_PM_at	0.186978	2.5297	0.0170014	0.0438375	1
GSE87466	TRIM9	tripartite motif containing 9	114088	230280_PM_at	-0.239007	-2.56877	0.0170104	0.0438581	2
GSE87466	LOC105378568	uncharacterized LOC105378568	105378568	1570185_PM_at	-0.154383	-2.53126	0.017011	0.0438581	1
GSE87466	WSB1	WD repeat and SOCS box containing 1	26118	210561_PM_s_at	0.361959	2.53977	0.017017	0.0438694	5
GSE87466	FOLR1	folate receptor 1	2348	204437_PM_s_at	-0.320866	-2.50912	0.0170235	0.0438841	2
GSE87466	ANKRD1	ankyrin repeat domain 1	27063	206029_PM_at	-0.0891828	-2.54432	0.0170254	0.043887	1
GSE87466	FA2H	fatty acid 2-hydroxylase	79152	219429_PM_at	-0.400801	-2.5309	0.0170308	0.043896	2
GSE87466	OR10D3	olfactory receptor family 10 subfamily D member 3 (putative)	26497	1567253_PM_at	-0.187138	-2.54533	0.0170486	0.0439344	2
GSE87466	LOC100506022	uncharacterized LOC100506022	100506022	230431_PM_at	0.094413	2.4726	0.0170546	0.0439436	1
GSE87466	CCDC30	coiled-coil domain containing 30	728621	221171_PM_at	-0.120567	-2.5569	0.0170931	0.0440241	3
GSE87466	HAB1	B1 for mucin	55547	216878_PM_x_at	-0.121021	-2.53095	0.0170996	0.0440347	2
GSE87466	SHISA6	shisa family member 6	388336	217479_PM_at	-0.101389	-2.50158	0.0171004	0.0440347	3
GSE87466	CNTN5	contactin 5	53942	207452_PM_s_at	-0.157754	-2.5443	0.0171094	0.0440475	2
GSE87466	MRPS24	mitochondrial ribosomal protein S24	64951	224948_PM_at	-0.187609	-2.54707	0.0171237	0.0440739	1
GSE87466	YPEL2	yippee like 2	388403	1556420_PM_s_at	0.314195	2.51644	0.0171246	0.0440742	3
GSE87466	MYC	v-myc avian myelocytomatosis viral oncogene homolog	4609	244089_PM_at	-0.108341	-2.50605	0.0171266	0.0440752	2
GSE87466	LOC284395	uncharacterized LOC284395	284395	1563872_PM_at	-0.120355	-2.52552	0.0171298	0.0440813	1
GSE87466	UGT1A	UDP glucuronosyltransferase family 1 member A complex locus	7361	232655_PM_at	-0.171874	-2.53864	0.017147	0.0441214	1
GSE87466	VPS29	VPS29, retromer complex component	51699	1554388_PM_at	-0.166656	-2.52989	0.0171636	0.0441558	2
GSE87466	GALNTL5	polypeptide N-acetylgalactosaminyltransferase-like 5	168391	233150_PM_at	-0.119552	-2.51516	0.0171689	0.0441632	1
GSE87466	DUSP27	dual specificity phosphatase 27 (putative)	92235	232252_PM_at	0.310608	2.42188	0.0171872	0.0442082	1
GSE87466	LOC101927534	uncharacterized LOC101927534	101927534	1563302_PM_at	-0.137852	-2.51784	0.0171886	0.0442098	1
GSE87466	PCCB	propionyl-CoA carboxylase beta subunit	5096	212694_PM_s_at	-0.305338	-2.55184	0.0172126	0.0442478	2
GSE87466	KY	kyphoscoliosis peptidase	339855	1556411_PM_s_at	-0.122672	-2.53186	0.0172147	0.0442478	4
GSE87466	NT5C	5', 3'-nucleotidase, cytosolic	30833	1557303_PM_at	-0.34101	-2.56935	0.0172318	0.0442813	2
GSE87466	LRRC63	leucine rich repeat containing 63	220416	1569124_PM_at	-0.101207	-2.56504	0.0172315	0.0442813	1
GSE87466	SPAG1	sperm associated antigen 1	6674	210117_PM_at	-0.270734	-2.50426	0.0172361	0.0442882	1
GSE87466	LOC100506274	uncharacterized LOC100506274	100506274	1556454_PM_a_at	0.136234	2.49485	0.0172417	0.0443005	2
GSE87466	RPS4Y1	ribosomal protein S4, Y-linked 1	6192	201909_PM_at	-1.68974	-2.49882	0.017246	0.0443095	1
GSE87466	TMEM115	transmembrane protein 115	11070	216267_PM_s_at	-0.181501	-2.51342	0.0172584	0.0443393	1
GSE87466	LINC00889	long intergenic non-protein coding RNA 889	158696	1553357_PM_at	-0.06762	-2.51038	0.0172737	0.0443682	1
GSE87466	UBE2E1	ubiquitin conjugating enzyme E2 E1	7324	212519_PM_at	-0.28217	-2.53821	0.0172787	0.0443789	2
GSE87466	TBC1D7	TBC1 domain family member 7	51256	223461_PM_at	-0.20945	-2.52952	0.0172873	0.0443968	2
GSE87466	LOC100291596	hypothetical protein LOC100291596	100291596	229565_PM_x_at	-0.105913	-2.47846	0.0172865	0.0443968	2
GSE87466	DAGLB	diacylglycerol lipase beta	221955	225828_PM_at	-0.132268	-2.51178	0.0172928	0.0444068	4
GSE87466	C1orf167	chromosome 1 open reading frame 167	284498	1561976_PM_at	-0.21882	-2.5366	0.0172977	0.0444173	1
GSE87466	TBC1D31	TBC1 domain family member 31	93594	214061_PM_at	0.302836	2.55716	0.0173	0.044419	2
GSE87466	CLECL1	C-type lectin like 1	160365	244413_PM_at	0.560851	2.52767	0.0173065	0.0444302	2
GSE87466	BRPF1	bromodomain and PHD finger containing 1	7862	204481_PM_at	0.195205	2.53198	0.0173068	0.0444302	1
GSE87466	CASP16P	caspase 16, pseudogene	197350	234231_PM_at	-0.148922	-2.53706	0.0173078	0.0444307	1
GSE87466	TBC1D2	TBC1 domain family member 2	55357	222173_PM_s_at	-0.240224	-2.52188	0.0173197	0.0444592	1
GSE87466	GTF2IRD1	GTF2I repeat domain containing 1	9569	218412_PM_s_at	0.190568	2.51372	0.0173266	0.0444709	1
GSE87466	DAW1	dynein assembly factor with WD repeats 1	164781	242162_PM_at	-0.106285	-2.5341	0.0173255	0.0444709	1
GSE87466	MYLK4	myosin light chain kinase family member 4	340156	1561504_PM_s_at	-0.177998	-2.53629	0.0173381	0.0444939	3
GSE87466	NRAV	negative regulator of antiviral response (non-protein coding)	100506668	227437_PM_at	0.432976	2.54953	0.0173478	0.0445146	1
GSE87466	SRCIN1	SRC kinase signaling inhibitor 1	80725	1554759_PM_at	-0.145155	-2.54307	0.0173473	0.0445146	3
GSE87466	POLR2J4	RNA polymerase II subunit J4, pseudogene	84820	240014_PM_at	-0.309537	-2.54631	0.0173525	0.0445204	4
GSE87466	ZNF213	zinc finger protein 213	7760	227207_PM_x_at	-0.289701	-2.55516	0.0173632	0.0445332	1
GSE87466	C1orf68	chromosome 1 open reading frame 68	100129271	216701_PM_at	-0.174519	-2.51835	0.0173601	0.0445332	2
GSE87466	LOC105370829	uncharacterized LOC105370829	105370829	237494_PM_at	-0.153063	-2.52204	0.0173584	0.0445332	1
GSE87466	LOC100292813	hypothetical protein LOC100292813	100292813	230709_PM_x_at	-0.128504	-2.48687	0.0173596	0.0445332	1
GSE87466	TACC3	transforming acidic coiled-coil containing protein 3	10460	218308_PM_at	0.335238	2.52322	0.0173812	0.0445752	1
GSE87466	LOC105378382	uncharacterized LOC105378382	105378382	1559642_PM_a_at	-0.0970427	-2.50499	0.0173811	0.0445752	2
GSE87466	THPO	thrombopoietin	7066	211831_PM_s_at	-0.128457	-2.51527	0.0173839	0.044578	3
GSE87466	LOC102723809	uncharacterized LOC102723809	102723809	244270_PM_at	-0.169989	-2.52189	0.0174031	0.0446209	1
GSE87466	MAG	myelin associated glycoprotein	4099	216617_PM_s_at	-0.149227	-2.51078	0.0174133	0.0446429	2
