gene_symbol	gene_title	datasets	evidence_groups	evidence_group_count	direction	direction_consistency	mean_log2fc	min_log2fc	max_log2fc	best_fdr	consensus_score
DGCR8	DGCR8 microprocessor complex subunit	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.246373	-0.358903	-0.133843	0.00563478	0.492746
RIMS3	regulating synaptic membrane exocytosis 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.246369	0.170683	0.322055	0.0153234	0.492738
ZNF77	zinc finger protein 77	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.246321	-0.26655	-0.226093	0.00141991	0.492643
EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.246268	0.211704	0.280832	0.0114671	0.492536
KIAA0907	KIAA0907	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.246263	-0.408266	-0.0842606	1.43225e-06	0.492527
IL32	interleukin 32	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.246254	-0.260421	-0.232088	0.117568	0.492509
RPL23	ribosomal protein L23	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.24625	0.169401	0.323099	0.0470348	0.4925
GSTM3	glutathione S-transferase mu 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.246204	-0.295952	-0.196457	0.0986662	0.492409
CIAO1	cytosolic iron-sulfur assembly component 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.246143	-0.247475	-0.244811	0.000201514	0.492286
FECH	ferrochelatase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.246139	-0.420729	-0.0715497	0.00877152	0.492279
PGLS	6-phosphogluconolactonase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.246096	-0.446861	-0.0453304	0.00197069	0.492191
PDHB	pyruvate dehydrogenase (lipoamide) beta	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.246061	-0.326614	-0.165509	0.00208907	0.492123
TP53BP1	tumor protein p53 binding protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245987	0.229847	0.262127	0.000559661	0.491974
PPP4R4	protein phosphatase 4 regulatory subunit 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245977	0.115606	0.376349	5.33529e-07	0.491955
ZNF260	zinc finger protein 260	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245958	-0.38599	-0.105926	0.0101989	0.491916
TMEM225	transmembrane protein 225	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245929	-0.455126	-0.0367324	6.80637e-05	0.491858
TMEM176A	transmembrane protein 176A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245923	-0.367133	-0.124713	0.00176137	0.491846
POLR2D	RNA polymerase II subunit D	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245906	0.0662916	0.425521	1.30466e-05	0.491813
JSRP1	junctional sarcoplasmic reticulum protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245889	0.0253978	0.46638	0.000119538	0.491778
EPRS	glutamyl-prolyl-tRNA synthetase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245877	0.105574	0.38618	0.0931941	0.491754
CCDC30	coiled-coil domain containing 30	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245855	-0.371143	-0.120567	4.17117e-05	0.49171
ATP6V1G1	ATPase H+ transporting V1 subunit G1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245843	0.170596	0.32109	2.33479e-07	0.491686
NAT9	N-acetyltransferase 9 (putative)	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245835	0.244055	0.247616	0.0014867	0.491671
ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245833	0.222241	0.269424	0.00121653	0.491665
COX8A	cytochrome c oxidase subunit 8A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245829	-0.298077	-0.193582	0.0016039	0.491659
MAN2C1	mannosidase alpha class 2C member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245808	-0.391906	-0.0997092	0.000113148	0.491615
MYCNOS	MYCN opposite strand	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245797	-0.447203	-0.04439	0.00109777	0.491593
PRMT6	protein arginine methyltransferase 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245787	-0.286928	-0.204647	0.0365912	0.491575
REPS1	RALBP1 associated Eps domain containing 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245739	-0.389046	-0.102433	5.18042e-09	0.491479
ATP5J2	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245738	-0.31654	-0.174937	2.12379e-06	0.491477
NUP107	nucleoporin 107	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245726	0.206823	0.284629	0.0147656	0.491452
EEF1A1	eukaryotic translation elongation factor 1 alpha 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245695	-0.410944	-0.0804454	0.00303656	0.491389
MUC13	mucin 13, cell surface associated	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245656	0.0155792	0.475733	0.00015366	0.491312
CDKN1C	cyclin dependent kinase inhibitor 1C	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245585	0.0634297	0.427741	0.0140461	0.491171
SFN	stratifin	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245464	-0.33834	-0.152588	0.0129627	0.490928
DDA1	DET1 and DDB1 associated 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245449	-0.360935	-0.129964	0.0105058	0.490899
PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245441	-0.292529	-0.198353	0.000167754	0.490882
ZNF627	zinc finger protein 627	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.24544	-0.407218	-0.0836617	0.000439288	0.49088
HK1	hexokinase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245417	0.226627	0.264207	0.0373318	0.490834
HIST1H2BJ	histone cluster 1, H2bj	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245411	0.196769	0.294053	0.00603956	0.490822
BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245299	0.0354084	0.455189	0.00497972	0.490597
ATL3	atlastin GTPase 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245286	0.236095	0.254478	0.000219367	0.490573
SNAP25	synaptosome associated protein 25	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245246	0.127952	0.362539	3.6627e-05	0.490491
HMGN3	high mobility group nucleosomal binding domain 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245171	0.115926	0.374415	1.18717e-05	0.490341
ACD	adrenocortical dysplasia homolog	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245153	0.241029	0.249277	1.97432e-06	0.490306
TMUB1	transmembrane and ubiquitin like domain containing 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245134	-0.268003	-0.222264	0.00270556	0.490267
CRY1	cryptochrome circadian clock 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245131	0.20285	0.287411	0.000487085	0.490261
REEP3	receptor accessory protein 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.245125	-0.341192	-0.149058	0.0319154	0.49025
RNF181	ring finger protein 181	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245118	0.158649	0.331587	0.00266513	0.490236
LRRN1	leucine rich repeat neuronal 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.245014	0.047178	0.442851	0.00340278	0.490029
TUBA4A	tubulin alpha 4a	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244986	0.131894	0.358078	0.00527296	0.489972
DCTN2	dynactin subunit 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.244964	-0.324919	-0.165008	0.00478766	0.489927
SRRD	SRR1 domain containing	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244951	0.168924	0.320977	0.0132686	0.489901
PARM1	prostate androgen-regulated mucin-like protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.244932	-0.268015	-0.221849	0.127016	0.489864
NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.24493	-0.283792	-0.206069	0.00415214	0.489861
ZIC1	Zic family member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.244773	-0.301544	-0.188002	0.0128052	0.489546
ZNF418	zinc finger protein 418	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244751	0.0114935	0.478009	0.0160303	0.489503
RPS3A	ribosomal protein S3A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.244746	-0.328706	-0.160786	0.00342042	0.489492
ODF2L	outer dense fiber of sperm tails 2 like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244664	0.221223	0.268105	0.0666158	0.489328
SNORA74A	small nucleolar RNA, H/ACA box 74A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.244647	-0.283479	-0.205816	0.0285447	0.489295
DNASE1	deoxyribonuclease 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.244602	-0.322141	-0.167063	0.0267965	0.489204
CLEC3B	C-type lectin domain family 3 member B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244571	0.145609	0.343533	0.0338515	0.489142
PPOX	protoporphyrinogen oxidase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244548	0.0627093	0.426387	1.11002e-05	0.489096
CMSS1	cms1 ribosomal small subunit homolog (yeast)	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244515	0.0508984	0.438132	0.00640358	0.48903
SMPD1	sphingomyelin phosphodiesterase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.24451	-0.332431	-0.15659	0.0134858	0.489021
ATP12A	ATPase H+/K+ transporting non-gastric alpha2 subunit	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.244253	-0.425581	-0.0629243	0.271465	0.488505
UTP14A	UTP14A small subunit processome component	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244207	0.175738	0.312676	0.0399429	0.488414
ALG9	ALG9, alpha-1,2-mannosyltransferase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244091	0.23394	0.254242	0.000117046	0.488182
SLC8A2	solute carrier family 8 member A2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.24402	-0.380323	-0.107716	0.00502625	0.488039
DSTYK	dual serine/threonine and tyrosine protein kinase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244017	0.0880234	0.40001	6.57907e-05	0.488033
HS6ST1	heparan sulfate 6-O-sulfotransferase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244016	0.216346	0.271686	0.0130372	0.488032
TEX30	testis expressed 30	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.244007	0.160245	0.327769	0.010911	0.488014
C6	complement component 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.243845	-0.334665	-0.153026	0.00566871	0.487691
CH17-340M24.3	uncharacterized protein BC009467	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.243809	-0.421523	-0.0660954	0.000285228	0.487618
RAB14	RAB14, member RAS oncogene family	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.243789	-0.263402	-0.224176	0.000378412	0.487578
ZMYND19	zinc finger MYND-type containing 19	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.243748	0.156604	0.330893	0.0166077	0.487497
MTFMT	mitochondrial methionyl-tRNA formyltransferase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.243682	-0.386253	-0.101111	1.05809e-05	0.487364
HAUS8	HAUS augmin like complex subunit 8	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.243635	-0.261376	-0.225893	0.00390499	0.487269
MFSD8	major facilitator superfamily domain containing 8	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.243556	-0.285074	-0.202038	0.000754789	0.487112
PTCD3	pentatricopeptide repeat domain 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.24337	-0.254036	-0.232705	0.000324538	0.486741
SBSN	suprabasin	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.243351	0.13082	0.355883	0.00847364	0.486703
ZNF431	zinc finger protein 431	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.24335	0.0386835	0.448016	0.0240167	0.4867
HKDC1	hexokinase domain containing 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.243307	0.167466	0.319147	0.187828	0.486613
COA6	cytochrome c oxidase assembly factor 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.243276	-0.320064	-0.166488	0.000129089	0.486552
CANT1	calcium activated nucleotidase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.243217	-0.295374	-0.19106	0.00302032	0.486434
FAM214A	family with sequence similarity 214 member A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.243173	0.118365	0.367981	0.0635486	0.486346
SLC45A4	solute carrier family 45 member 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.243073	0.207127	0.279019	0.0101322	0.486146
CDNF	cerebral dopamine neurotrophic factor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.243042	-0.385846	-0.100237	1.68834e-05	0.486083
BOK	BOK, BCL2 family apoptosis regulator	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.243007	0.175988	0.310025	0.00931135	0.486013
ATG4B	autophagy related 4B cysteine peptidase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242936	-0.388152	-0.0977192	0.0113654	0.485871
KMT2A	lysine methyltransferase 2A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.2428	0.14962	0.335979	0.00405367	0.485599
C5	complement component 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.242706	0.23092	0.254493	0.00854198	0.485413
PARP6	poly(ADP-ribose) polymerase family member 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.242686	0.118069	0.367304	0.0602776	0.485373
HOPX	HOP homeobox	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.242677	0.065929	0.419424	0.152413	0.485353
FAM32A	family with sequence similarity 32 member A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242674	-0.332929	-0.152419	0.000106239	0.485348
HMGXB3	HMG-box containing 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.242638	0.167695	0.31758	9.60946e-05	0.485275
OGG1	8-oxoguanine DNA glycosylase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242588	-0.353819	-0.131358	0.000166271	0.485177
ATXN3	ataxin 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242416	-0.316222	-0.168609	0.00624047	0.484831
IBA57	IBA57 homolog, iron-sulfur cluster assembly	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242387	-0.333296	-0.151479	0.000117074	0.484775
ERGIC2	ERGIC and golgi 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.242358	0.223556	0.261161	0.00190679	0.484717
TMX1	thioredoxin related transmembrane protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242336	-0.32374	-0.160932	0.000101291	0.484672
OSR2	odd-skipped related transciption factor 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.242325	0.100049	0.384602	0.00333382	0.484651
PTGDR2	prostaglandin D2 receptor 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242246	-0.392529	-0.0919626	5.84353e-05	0.484492
PYCARD	PYD and CARD domain containing	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242235	-0.325357	-0.159112	0.00673659	0.484469
FCHO2	FCH domain only 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242175	-0.333754	-0.150595	0.000630152	0.484349
ZNF747	zinc finger protein 747	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242159	-0.354548	-0.129771	0.0015242	0.484319
RRP36	ribosomal RNA processing 36	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.242158	0.175225	0.309092	0.00880063	0.484317
METTL21EP	methyltransferase like 21E, pseudogene	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242151	-0.321084	-0.163218	0.00166884	0.484302
H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.242146	0.0621071	0.422185	0.0127551	0.484292
TMA7	translation machinery associated 7 homolog	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242128	-0.484142	-0.00011445	7.12597e-06	0.484256
PER2	period circadian clock 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242128	-0.259644	-0.224612	0.0298901	0.484256
PDGFRL	platelet derived growth factor receptor like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.242114	0.172284	0.311943	0.000454264	0.484227
LINC00893	long intergenic non-protein coding RNA 893	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.242101	-0.454012	-0.0301897	0.0115639	0.484202
BAZ1A	bromodomain adjacent to zinc finger domain 1A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.242099	0.18677	0.297429	0.00655569	0.484199
RNF144A	ring finger protein 144A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241997	-0.297824	-0.18617	0.00541859	0.483994
LOC613266	uncharacterized LOC613266	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.241988	0.235815	0.248162	0.000626153	0.483977
CNFN	cornifelin	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241945	-0.258802	-0.225089	0.00145728	0.483891
PLCXD2	phosphatidylinositol specific phospholipase C X domain containing 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241911	-0.251542	-0.23228	5.90334e-05	0.483822
CENPF	centromere protein F	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.2419	0.161802	0.321999	0.107091	0.483801
PC	pyruvate carboxylase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241836	-0.256248	-0.227425	0.10762	0.483673
B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241828	-0.281164	-0.202492	0.0236083	0.483656
ATP13A3	ATPase 13A3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.241814	0.190563	0.293065	0.0078126	0.483628
NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241809	-0.435836	-0.0477823	0.0051388	0.483618
KIF2A	kinesin family member 2A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.24166	0.0763109	0.407009	0.017775	0.48332
GGPS1	geranylgeranyl diphosphate synthase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241541	-0.289501	-0.193581	0.000114871	0.483082
TOP1MT	topoisomerase (DNA) I, mitochondrial	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241466	-0.332939	-0.149994	0.000259086	0.482933
TMEM120B	transmembrane protein 120B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.241417	0.09739	0.385444	1.0962e-05	0.482834
PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.241409	0.120796	0.362022	0.021976	0.482818
BAK1	BCL2 antagonist/killer 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.241408	0.162045	0.320772	0.0356051	0.482817
PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.241391	0.231899	0.250883	0.00116916	0.482782
PRR14L	proline rich 14 like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241278	-0.318242	-0.164314	3.57494e-07	0.482556
RPS23	ribosomal protein S23	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241268	-0.399075	-0.0834606	0.017437	0.482536
MAPRE2	microtubule associated protein RP/EB family member 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.241238	0.121484	0.360993	1.15877e-07	0.482477
GET4	golgi to ER traffic protein 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241227	-0.313077	-0.169378	0.00326548	0.482455
EIF3J-AS1	EIF3J antisense RNA 1 (head to head)	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.241203	-0.264659	-0.217748	0.00132961	0.482407
SDPR	serum deprivation response	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.24118	0.141422	0.340939	0.0287525	0.482361
SRPX	sushi repeat containing protein, X-linked	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.241168	0.179438	0.302898	0.0454219	0.482336
