patient_assignment	tissue_assignment	disease_assignment	celltype	gene_symbol	n_cells	sum_counts	detected_cells	detection_fraction	total_umi	log1p_cpm
U3	R	diseased	B:B1	CD4	283	1	1	0.00353357	1.75882e+06	0.00566953
U3	R	diseased	B:B1	CD86	283	7	7	0.024735	1.75882e+06	0.0390278
U3	R	diseased	B:B1	CREB1	283	25	23	0.0812721	1.75882e+06	0.132904
U3	R	diseased	B:B1	CTNNB1	283	19	18	0.0636042	1.75882e+06	0.102581
U3	R	diseased	B:B1	DNMT1	283	17	15	0.0530035	1.75882e+06	0.0922653
U3	R	diseased	B:B1	FOXP3	283	0	0	0	1.75882e+06	0
U3	R	diseased	B:B1	GABPA	283	10	10	0.0353357	1.75882e+06	0.0552988
U3	R	diseased	B:B1	HIF1A	283	63	56	0.19788	1.75882e+06	0.306157
U3	R	diseased	B:B1	HMOX1	283	2	2	0.00706714	1.75882e+06	0.0113071
U3	R	diseased	B:B1	ICAM1	283	30	27	0.0954064	1.75882e+06	0.15749
U3	R	diseased	B:B1	IFNG	283	3	3	0.0106007	1.75882e+06	0.0169131
U3	R	diseased	B:B1	IL15	283	17	16	0.0565371	1.75882e+06	0.0922653
U3	R	diseased	B:B1	IL1B	283	1	1	0.00353357	1.75882e+06	0.00566953
U3	R	diseased	B:B1	IL7	283	4	4	0.0141343	1.75882e+06	0.0224878
U3	R	diseased	B:B1	ITGAM	283	0	0	0	1.75882e+06	0
U3	R	diseased	B:B1	ITGAX	283	2	2	0.00706714	1.75882e+06	0.0113071
U3	R	diseased	B:B1	JAK1	283	71	61	0.215548	1.75882e+06	0.339097
U3	R	diseased	B:B1	LYZ	283	3	3	0.0106007	1.75882e+06	0.0169131
U3	R	diseased	B:B1	MAFB	283	2	1	0.00353357	1.75882e+06	0.0113071
U3	R	diseased	B:B1	MAP1LC3B	283	173	111	0.392226	1.75882e+06	0.684921
U3	R	diseased	B:B1	MAPK14	283	7	7	0.024735	1.75882e+06	0.0390278
U3	R	diseased	B:B1	NFKB1	283	5	5	0.0176678	1.75882e+06	0.0280316
U3	R	diseased	B:B1	NLRP3	283	0	0	0	1.75882e+06	0
U3	R	diseased	B:B1	OSM	283	0	0	0	1.75882e+06	0
U3	R	diseased	B:B1	PARP1	283	94	73	0.257951	1.75882e+06	0.428172
U3	R	diseased	B:B1	PIAS1	283	30	29	0.102473	1.75882e+06	0.15749
U3	R	diseased	B:B1	PKM	283	96	72	0.254417	1.75882e+06	0.435555
U3	R	diseased	B:B1	PRKAA1	283	9	9	0.0318021	1.75882e+06	0.0499045
U3	R	diseased	B:B1	PTGS2	283	0	0	0	1.75882e+06	0
U3	R	diseased	B:B1	RELA	283	34	31	0.109541	1.75882e+06	0.176732
U3	R	diseased	B:B1	SH3KBP1	283	17	16	0.0565371	1.75882e+06	0.0922653
U3	R	diseased	B:B1	SMAD3	283	1	1	0.00353357	1.75882e+06	0.00566953
U3	R	diseased	B:B1	SOD1	283	134	98	0.34629	1.75882e+06	0.566379
U3	R	diseased	B:B1	STAT3	283	54	49	0.173145	1.75882e+06	0.267753
U3	R	diseased	B:B1	STAT5A	283	5	5	0.0176678	1.75882e+06	0.0280316
U3	R	diseased	B:B1	SYK	283	45	40	0.141343	1.75882e+06	0.227815
U3	R	diseased	B:B1	TLR4	283	0	0	0	1.75882e+06	0
U3	R	diseased	B:B1	TNF	283	1	1	0.00353357	1.75882e+06	0.00566953
U3	R	diseased	B:B10	ACTA2	21	1	1	0.047619	147035	0.0657981
U3	R	diseased	B:B10	AHR	21	1	1	0.047619	147035	0.0657981
U3	R	diseased	B:B10	AKT1	21	0	0	0	147035	0
U3	R	diseased	B:B10	ARNTL	21	0	0	0	147035	0
U3	R	diseased	B:B10	BCL6	21	0	0	0	147035	0
U3	R	diseased	B:B10	BECN1	21	4	2	0.0952381	147035	0.240625
U3	R	diseased	B:B10	BLNK	21	10	9	0.428571	147035	0.518859
U3	R	diseased	B:B10	BRD4	21	2	2	0.0952381	147035	0.127533
U3	R	diseased	B:B10	CAT	21	3	2	0.0952381	147035	0.185677
U3	R	diseased	B:B10	CD4	21	0	0	0	147035	0
U3	R	diseased	B:B10	CD86	21	0	0	0	147035	0
U3	R	diseased	B:B10	CREB1	21	1	1	0.047619	147035	0.0657981
U3	R	diseased	B:B10	CTNNB1	21	1	1	0.047619	147035	0.0657981
U3	R	diseased	B:B10	DNMT1	21	0	0	0	147035	0
U3	R	diseased	B:B10	FOXP3	21	0	0	0	147035	0
U3	R	diseased	B:B10	GABPA	21	1	1	0.047619	147035	0.0657981
U3	R	diseased	B:B10	HIF1A	21	0	0	0	147035	0
U3	R	diseased	B:B10	HMOX1	21	0	0	0	147035	0
U3	R	diseased	B:B10	ICAM1	21	4	2	0.0952381	147035	0.240625
U3	R	diseased	B:B10	IFNG	21	0	0	0	147035	0
U3	R	diseased	B:B10	IL15	21	2	2	0.0952381	147035	0.127533
U3	R	diseased	B:B10	IL1B	21	0	0	0	147035	0
U3	R	diseased	B:B10	IL7	21	0	0	0	147035	0
U3	R	diseased	B:B10	ITGAM	21	0	0	0	147035	0
U3	R	diseased	B:B10	ITGAX	21	0	0	0	147035	0
U3	R	diseased	B:B10	JAK1	21	4	4	0.190476	147035	0.240625
U3	R	diseased	B:B10	LYZ	21	0	0	0	147035	0
U3	R	diseased	B:B10	MAFB	21	0	0	0	147035	0
U3	R	diseased	B:B10	MAP1LC3B	21	7	6	0.285714	147035	0.389388
U3	R	diseased	B:B10	MAPK14	21	0	0	0	147035	0
U3	R	diseased	B:B10	NFKB1	21	1	1	0.047619	147035	0.0657981
U3	R	diseased	B:B10	NLRP3	21	0	0	0	147035	0
U3	R	diseased	B:B10	OSM	21	0	0	0	147035	0
U3	R	diseased	B:B10	PARP1	21	4	3	0.142857	147035	0.240625
U3	R	diseased	B:B10	PIAS1	21	1	1	0.047619	147035	0.0657981
U3	R	diseased	B:B10	PKM	21	4	4	0.190476	147035	0.240625
U3	R	diseased	B:B10	PRKAA1	21	0	0	0	147035	0
U3	R	diseased	B:B10	PTGS2	21	0	0	0	147035	0
U3	R	diseased	B:B10	RELA	21	1	1	0.047619	147035	0.0657981
U3	R	diseased	B:B10	SH3KBP1	21	0	0	0	147035	0
U3	R	diseased	B:B10	SMAD3	21	0	0	0	147035	0
U3	R	diseased	B:B10	SOD1	21	11	7	0.333333	147035	0.558542
U3	R	diseased	B:B10	STAT3	21	5	3	0.142857	147035	0.292711
U3	R	diseased	B:B10	STAT5A	21	1	1	0.047619	147035	0.0657981
U3	R	diseased	B:B10	SYK	21	0	0	0	147035	0
U3	R	diseased	B:B10	TLR4	21	0	0	0	147035	0
U3	R	diseased	B:B10	TNF	21	0	0	0	147035	0
U3	R	diseased	B:B11	ACTA2	14	0	0	0	112225	0
U3	R	diseased	B:B11	AHR	14	0	0	0	112225	0
U3	R	diseased	B:B11	AKT1	14	0	0	0	112225	0
U3	R	diseased	B:B11	ARNTL	14	0	0	0	112225	0
U3	R	diseased	B:B11	BCL6	14	0	0	0	112225	0
U3	R	diseased	B:B11	BECN1	14	1	1	0.0714286	112225	0.0853578
U3	R	diseased	B:B11	BLNK	14	4	3	0.214286	112225	0.304854
U3	R	diseased	B:B11	BRD4	14	1	1	0.0714286	112225	0.0853578
U3	R	diseased	B:B11	CAT	14	5	4	0.285714	112225	0.368478
U3	R	diseased	B:B11	CD4	14	0	0	0	112225	0
U3	R	diseased	B:B11	CD86	14	2	2	0.142857	112225	0.163999
U3	R	diseased	B:B11	CREB1	14	0	0	0	112225	0
U3	R	diseased	B:B11	CTNNB1	14	0	0	0	112225	0
U3	R	diseased	B:B11	DNMT1	14	0	0	0	112225	0
U3	R	diseased	B:B11	FOXP3	14	0	0	0	112225	0
U3	R	diseased	B:B11	GABPA	14	1	1	0.0714286	112225	0.0853578
U3	R	diseased	B:B11	HIF1A	14	4	3	0.214286	112225	0.304854
U3	R	diseased	B:B11	HMOX1	14	0	0	0	112225	0
U3	R	diseased	B:B11	ICAM1	14	9	6	0.428571	112225	0.588875
U3	R	diseased	B:B11	IFNG	14	0	0	0	112225	0
U3	R	diseased	B:B11	IL15	14	0	0	0	112225	0
U3	R	diseased	B:B11	IL1B	14	0	0	0	112225	0
U3	R	diseased	B:B11	IL7	14	0	0	0	112225	0
U3	R	diseased	B:B11	ITGAM	14	0	0	0	112225	0
U3	R	diseased	B:B11	ITGAX	14	0	0	0	112225	0
U3	R	diseased	B:B11	JAK1	14	2	2	0.142857	112225	0.163999
U3	R	diseased	B:B11	LYZ	14	0	0	0	112225	0
U3	R	diseased	B:B11	MAFB	14	0	0	0	112225	0
U3	R	diseased	B:B11	MAP1LC3B	14	6	5	0.357143	112225	0.428296
U3	R	diseased	B:B11	MAPK14	14	0	0	0	112225	0
U3	R	diseased	B:B11	NFKB1	14	0	0	0	112225	0
U3	R	diseased	B:B11	NLRP3	14	0	0	0	112225	0
U3	R	diseased	B:B11	OSM	14	0	0	0	112225	0
U3	R	diseased	B:B11	PARP1	14	5	4	0.285714	112225	0.368478
U3	R	diseased	B:B11	PIAS1	14	1	1	0.0714286	112225	0.0853578
U3	R	diseased	B:B11	PKM	14	5	5	0.357143	112225	0.368478
U3	R	diseased	B:B11	PRKAA1	14	2	2	0.142857	112225	0.163999
U3	R	diseased	B:B11	PTGS2	14	0	0	0	112225	0
U3	R	diseased	B:B11	RELA	14	0	0	0	112225	0
U3	R	diseased	B:B11	SH3KBP1	14	2	2	0.142857	112225	0.163999
U3	R	diseased	B:B11	SMAD3	14	0	0	0	112225	0
U3	R	diseased	B:B11	SOD1	14	9	9	0.642857	112225	0.588875
U3	R	diseased	B:B11	STAT3	14	2	2	0.142857	112225	0.163999
U3	R	diseased	B:B11	STAT5A	14	0	0	0	112225	0
U3	R	diseased	B:B11	SYK	14	1	1	0.0714286	112225	0.0853578
U3	R	diseased	B:B11	TLR4	14	0	0	0	112225	0
U3	R	diseased	B:B11	TNF	14	0	0	0	112225	0
U3	R	diseased	B:B12	ACTA2	15	0	0	0	66048	0
U3	R	diseased	B:B12	AHR	15	0	0	0	66048	0
U3	R	diseased	B:B12	AKT1	15	2	2	0.133333	66048	0.264524
U3	R	diseased	B:B12	ARNTL	15	0	0	0	66048	0
U3	R	diseased	B:B12	BCL6	15	0	0	0	66048	0
U3	R	diseased	B:B12	BECN1	15	1	1	0.0666667	66048	0.140983
U3	R	diseased	B:B12	BLNK	15	4	4	0.266667	66048	0.47351
U3	R	diseased	B:B12	BRD4	15	1	1	0.0666667	66048	0.140983
U3	R	diseased	B:B12	CAT	15	0	0	0	66048	0
U3	R	diseased	B:B12	CD4	15	0	0	0	66048	0
U3	R	diseased	B:B12	CD86	15	0	0	0	66048	0
U3	R	diseased	B:B12	CREB1	15	2	1	0.0666667	66048	0.264524
U3	R	diseased	B:B12	CTNNB1	15	2	2	0.133333	66048	0.264524
U3	R	diseased	B:B12	DNMT1	15	2	2	0.133333	66048	0.264524
U3	R	diseased	B:B12	FOXP3	15	0	0	0	66048	0
U3	R	diseased	B:B12	GABPA	15	0	0	0	66048	0
U3	R	diseased	B:B12	HIF1A	15	2	2	0.133333	66048	0.264524
U3	R	diseased	B:B12	HMOX1	15	0	0	0	66048	0
U3	R	diseased	B:B12	ICAM1	15	0	0	0	66048	0
U3	R	diseased	B:B12	IFNG	15	1	1	0.0666667	66048	0.140983
U3	R	diseased	B:B12	IL15	15	0	0	0	66048	0
U3	R	diseased	B:B12	IL1B	15	0	0	0	66048	0
U3	R	diseased	B:B12	IL7	15	0	0	0	66048	0
U3	R	diseased	B:B12	ITGAM	15	0	0	0	66048	0
U3	R	diseased	B:B12	ITGAX	15	0	0	0	66048	0
U3	R	diseased	B:B12	JAK1	15	6	5	0.333333	66048	0.646281
U3	R	diseased	B:B12	LYZ	15	0	0	0	66048	0
U3	R	diseased	B:B12	MAFB	15	0	0	0	66048	0
U3	R	diseased	B:B12	MAP1LC3B	15	9	5	0.333333	66048	0.859782
U3	R	diseased	B:B12	MAPK14	15	0	0	0	66048	0
U3	R	diseased	B:B12	NFKB1	15	2	2	0.133333	66048	0.264524
U3	R	diseased	B:B12	NLRP3	15	0	0	0	66048	0
U3	R	diseased	B:B12	OSM	15	0	0	0	66048	0
U3	R	diseased	B:B12	PARP1	15	1	1	0.0666667	66048	0.140983
U3	R	diseased	B:B12	PIAS1	15	1	1	0.0666667	66048	0.140983
U3	R	diseased	B:B12	PKM	15	4	3	0.2	66048	0.47351
U3	R	diseased	B:B12	PRKAA1	15	1	1	0.0666667	66048	0.140983
U3	R	diseased	B:B12	PTGS2	15	0	0	0	66048	0
U3	R	diseased	B:B12	RELA	15	2	1	0.0666667	66048	0.264524
U3	R	diseased	B:B12	SH3KBP1	15	0	0	0	66048	0
U3	R	diseased	B:B12	SMAD3	15	0	0	0	66048	0
U3	R	diseased	B:B12	SOD1	15	5	4	0.266667	66048	0.563622
U3	R	diseased	B:B12	STAT3	15	5	4	0.266667	66048	0.563622
U3	R	diseased	B:B12	STAT5A	15	0	0	0	66048	0
U3	R	diseased	B:B12	SYK	15	2	2	0.133333	66048	0.264524
U3	R	diseased	B:B12	TLR4	15	0	0	0	66048	0
U3	R	diseased	B:B12	TNF	15	0	0	0	66048	0
U3	R	diseased	B:B13	ACTA2	6	0	0	0	20068	0
U3	R	diseased	B:B13	AHR	6	0	0	0	20068	0
U3	R	diseased	B:B13	AKT1	6	0	0	0	20068	0
U3	R	diseased	B:B13	ARNTL	6	0	0	0	20068	0
U3	R	diseased	B:B13	BCL6	6	0	0	0	20068	0
U3	R	diseased	B:B13	BECN1	6	1	1	0.166667	20068	0.404335
U3	R	diseased	B:B13	BLNK	6	1	1	0.166667	20068	0.404335
U3	R	diseased	B:B13	BRD4	6	0	0	0	20068	0
U3	R	diseased	B:B13	CAT	6	0	0	0	20068	0
U3	R	diseased	B:B13	CD4	6	0	0	0	20068	0
U3	R	diseased	B:B13	CD86	6	0	0	0	20068	0
U3	R	diseased	B:B13	CREB1	6	0	0	0	20068	0
U3	R	diseased	B:B13	CTNNB1	6	0	0	0	20068	0
U3	R	diseased	B:B13	DNMT1	6	1	1	0.166667	20068	0.404335
U3	R	diseased	B:B13	FOXP3	6	0	0	0	20068	0
U3	R	diseased	B:B13	GABPA	6	0	0	0	20068	0
U3	R	diseased	B:B13	HIF1A	6	0	0	0	20068	0
U3	R	diseased	B:B13	HMOX1	6	0	0	0	20068	0
U3	R	diseased	B:B13	ICAM1	6	2	2	0.333333	20068	0.691452
U3	R	diseased	B:B13	IFNG	6	0	0	0	20068	0
U3	R	diseased	B:B13	IL15	6	0	0	0	20068	0
U3	R	diseased	B:B13	IL1B	6	0	0	0	20068	0
U3	R	diseased	B:B13	IL7	6	0	0	0	20068	0
U3	R	diseased	B:B13	ITGAM	6	0	0	0	20068	0
U3	R	diseased	B:B13	ITGAX	6	0	0	0	20068	0
U3	R	diseased	B:B13	JAK1	6	2	2	0.333333	20068	0.691452
U3	R	diseased	B:B13	LYZ	6	0	0	0	20068	0
U3	R	diseased	B:B13	MAFB	6	0	0	0	20068	0
U3	R	diseased	B:B13	MAP1LC3B	6	2	2	0.333333	20068	0.691452
U3	R	diseased	B:B13	MAPK14	6	0	0	0	20068	0
U3	R	diseased	B:B13	NFKB1	6	0	0	0	20068	0
U3	R	diseased	B:B13	NLRP3	6	0	0	0	20068	0
U3	R	diseased	B:B13	OSM	6	0	0	0	20068	0
U3	R	diseased	B:B13	PARP1	6	0	0	0	20068	0
U3	R	diseased	B:B13	PIAS1	6	1	1	0.166667	20068	0.404335
U3	R	diseased	B:B13	PKM	6	1	1	0.166667	20068	0.404335
U3	R	diseased	B:B13	PRKAA1	6	0	0	0	20068	0
U3	R	diseased	B:B13	PTGS2	6	0	0	0	20068	0
U3	R	diseased	B:B13	RELA	6	0	0	0	20068	0
U3	R	diseased	B:B13	SH3KBP1	6	0	0	0	20068	0
U3	R	diseased	B:B13	SMAD3	6	0	0	0	20068	0
U3	R	diseased	B:B13	SOD1	6	7	3	0.5	20068	1.50144
U3	R	diseased	B:B13	STAT3	6	1	1	0.166667	20068	0.404335
U3	R	diseased	B:B13	STAT5A	6	0	0	0	20068	0
U3	R	diseased	B:B13	SYK	6	1	1	0.166667	20068	0.404335
U3	R	diseased	B:B13	TLR4	6	0	0	0	20068	0
U3	R	diseased	B:B13	TNF	6	0	0	0	20068	0
U3	R	diseased	B:B14	ACTA2	14	0	0	0	65193	0
U3	R	diseased	B:B14	AHR	14	0	0	0	65193	0
U3	R	diseased	B:B14	AKT1	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	ARNTL	14	0	0	0	65193	0
U3	R	diseased	B:B14	BCL6	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	BECN1	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	BLNK	14	2	2	0.142857	65193	0.267567
U3	R	diseased	B:B14	BRD4	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	CAT	14	2	2	0.142857	65193	0.267567
U3	R	diseased	B:B14	CD4	14	0	0	0	65193	0
U3	R	diseased	B:B14	CD86	14	0	0	0	65193	0
U3	R	diseased	B:B14	CREB1	14	0	0	0	65193	0
U3	R	diseased	B:B14	CTNNB1	14	3	2	0.142857	65193	0.378554
U3	R	diseased	B:B14	DNMT1	14	3	2	0.142857	65193	0.378554
U3	R	diseased	B:B14	FOXP3	14	0	0	0	65193	0
U3	R	diseased	B:B14	GABPA	14	2	2	0.142857	65193	0.267567
U3	R	diseased	B:B14	HIF1A	14	3	2	0.142857	65193	0.378554
U3	R	diseased	B:B14	HMOX1	14	0	0	0	65193	0
U3	R	diseased	B:B14	ICAM1	14	0	0	0	65193	0
U3	R	diseased	B:B14	IFNG	14	0	0	0	65193	0
U3	R	diseased	B:B14	IL15	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	IL1B	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	IL7	14	0	0	0	65193	0
U3	R	diseased	B:B14	ITGAM	14	0	0	0	65193	0
U3	R	diseased	B:B14	ITGAX	14	0	0	0	65193	0
U3	R	diseased	B:B14	JAK1	14	3	3	0.214286	65193	0.378554
U3	R	diseased	B:B14	LYZ	14	11	1	0.0714286	65193	0.988536
U3	R	diseased	B:B14	MAFB	14	0	0	0	65193	0
U3	R	diseased	B:B14	MAP1LC3B	14	12	8	0.571429	65193	1.04405
U3	R	diseased	B:B14	MAPK14	14	0	0	0	65193	0
U3	R	diseased	B:B14	NFKB1	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	NLRP3	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	OSM	14	0	0	0	65193	0
U3	R	diseased	B:B14	PARP1	14	5	5	0.357143	65193	0.569257
U3	R	diseased	B:B14	PIAS1	14	2	2	0.142857	65193	0.267567
U3	R	diseased	B:B14	PKM	14	3	3	0.214286	65193	0.378554
U3	R	diseased	B:B14	PRKAA1	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	PTGS2	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	RELA	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	SH3KBP1	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	SMAD3	14	0	0	0	65193	0
U3	R	diseased	B:B14	SOD1	14	3	3	0.214286	65193	0.378554
U3	R	diseased	B:B14	STAT3	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	STAT5A	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	SYK	14	4	3	0.214286	65193	0.478445
U3	R	diseased	B:B14	TLR4	14	1	1	0.0714286	65193	0.142706
U3	R	diseased	B:B14	TNF	14	0	0	0	65193	0
U3	R	diseased	B:B15	ACTA2	26	0	0	0	184080	0
U3	R	diseased	B:B15	AHR	26	1	1	0.0384615	184080	0.0529
U3	R	diseased	B:B15	AKT1	26	3	3	0.115385	184080	0.150979
U3	R	diseased	B:B15	ARNTL	26	0	0	0	184080	0
U3	R	diseased	B:B15	BCL6	26	0	0	0	184080	0
U3	R	diseased	B:B15	BECN1	26	4	4	0.153846	184080	0.196633
U3	R	diseased	B:B15	BLNK	26	8	6	0.230769	184080	0.360882
U3	R	diseased	B:B15	BRD4	26	2	2	0.0769231	184080	0.103142
U3	R	diseased	B:B15	CAT	26	0	0	0	184080	0
U3	R	diseased	B:B15	CD4	26	0	0	0	184080	0
U3	R	diseased	B:B15	CD86	26	0	0	0	184080	0
U3	R	diseased	B:B15	CREB1	26	3	3	0.115385	184080	0.150979
U3	R	diseased	B:B15	CTNNB1	26	1	1	0.0384615	184080	0.0529
U3	R	diseased	B:B15	DNMT1	26	0	0	0	184080	0
U3	R	diseased	B:B15	FOXP3	26	0	0	0	184080	0
U3	R	diseased	B:B15	GABPA	26	1	1	0.0384615	184080	0.0529
U3	R	diseased	B:B15	HIF1A	26	5	2	0.0769231	184080	0.240292
U3	R	diseased	B:B15	HMOX1	26	0	0	0	184080	0
U3	R	diseased	B:B15	ICAM1	26	2	2	0.0769231	184080	0.103142
U3	R	diseased	B:B15	IFNG	26	0	0	0	184080	0
U3	R	diseased	B:B15	IL15	26	0	0	0	184080	0
U3	R	diseased	B:B15	IL1B	26	0	0	0	184080	0
U3	R	diseased	B:B15	IL7	26	0	0	0	184080	0
U3	R	diseased	B:B15	ITGAM	26	0	0	0	184080	0
U3	R	diseased	B:B15	ITGAX	26	0	0	0	184080	0
U3	R	diseased	B:B15	JAK1	26	7	5	0.192308	184080	0.322279
U3	R	diseased	B:B15	LYZ	26	0	0	0	184080	0
U3	R	diseased	B:B15	MAFB	26	0	0	0	184080	0
U3	R	diseased	B:B15	MAP1LC3B	26	22	12	0.461538	184080	0.786242
U3	R	diseased	B:B15	MAPK14	26	0	0	0	184080	0
U3	R	diseased	B:B15	NFKB1	26	0	0	0	184080	0
U3	R	diseased	B:B15	NLRP3	26	0	0	0	184080	0
U3	R	diseased	B:B15	OSM	26	0	0	0	184080	0
U3	R	diseased	B:B15	PARP1	26	4	4	0.153846	184080	0.196633
U3	R	diseased	B:B15	PIAS1	26	4	3	0.115385	184080	0.196633
U3	R	diseased	B:B15	PKM	26	17	10	0.384615	184080	0.654152
U3	R	diseased	B:B15	PRKAA1	26	0	0	0	184080	0
U3	R	diseased	B:B15	PTGS2	26	0	0	0	184080	0
U3	R	diseased	B:B15	RELA	26	4	2	0.0769231	184080	0.196633
U3	R	diseased	B:B15	SH3KBP1	26	2	2	0.0769231	184080	0.103142
U3	R	diseased	B:B15	SMAD3	26	0	0	0	184080	0
U3	R	diseased	B:B15	SOD1	26	17	12	0.461538	184080	0.654152
U3	R	diseased	B:B15	STAT3	26	6	6	0.230769	184080	0.282126
U3	R	diseased	B:B15	STAT5A	26	0	0	0	184080	0
U3	R	diseased	B:B15	SYK	26	4	4	0.153846	184080	0.196633
U3	R	diseased	B:B15	TLR4	26	0	0	0	184080	0
U3	R	diseased	B:B15	TNF	26	0	0	0	184080	0
U3	R	diseased	B:B16	ACTA2	9	0	0	0	47925	0
U3	R	diseased	B:B16	AHR	9	0	0	0	47925	0
U3	R	diseased	B:B16	AKT1	9	0	0	0	47925	0
U3	R	diseased	B:B16	ARNTL	9	0	0	0	47925	0
U3	R	diseased	B:B16	BCL6	9	0	0	0	47925	0
U3	R	diseased	B:B16	BECN1	9	0	0	0	47925	0
U3	R	diseased	B:B16	BLNK	9	3	3	0.333333	47925	0.48611
U3	R	diseased	B:B16	BRD4	9	1	1	0.111111	47925	0.189512
U3	R	diseased	B:B16	CAT	9	0	0	0	47925	0
U3	R	diseased	B:B16	CD4	9	0	0	0	47925	0
U3	R	diseased	B:B16	CD86	9	1	1	0.111111	47925	0.189512
U3	R	diseased	B:B16	CREB1	9	1	1	0.111111	47925	0.189512
U3	R	diseased	B:B16	CTNNB1	9	0	0	0	47925	0
U3	R	diseased	B:B16	DNMT1	9	1	1	0.111111	47925	0.189512
U3	R	diseased	B:B16	FOXP3	9	0	0	0	47925	0
U3	R	diseased	B:B16	GABPA	9	1	1	0.111111	47925	0.189512
U3	R	diseased	B:B16	HIF1A	9	1	1	0.111111	47925	0.189512
U3	R	diseased	B:B16	HMOX1	9	0	0	0	47925	0
U3	R	diseased	B:B16	ICAM1	9	1	1	0.111111	47925	0.189512
U3	R	diseased	B:B16	IFNG	9	0	0	0	47925	0
U3	R	diseased	B:B16	IL15	9	1	1	0.111111	47925	0.189512
U3	R	diseased	B:B16	IL1B	9	0	0	0	47925	0
U3	R	diseased	B:B16	IL7	9	0	0	0	47925	0
U3	R	diseased	B:B16	ITGAM	9	0	0	0	47925	0
U3	R	diseased	B:B16	ITGAX	9	0	0	0	47925	0
U3	R	diseased	B:B16	JAK1	9	2	2	0.222222	47925	0.348767
U3	R	diseased	B:B16	LYZ	9	0	0	0	47925	0
U3	R	diseased	B:B16	MAFB	9	0	0	0	47925	0
U3	R	diseased	B:B16	MAP1LC3B	9	5	4	0.444444	47925	0.714565
U3	R	diseased	B:B16	MAPK14	9	0	0	0	47925	0
U3	R	diseased	B:B16	NFKB1	9	0	0	0	47925	0
U3	R	diseased	B:B16	NLRP3	9	0	0	0	47925	0
U3	R	diseased	B:B16	OSM	9	0	0	0	47925	0
U3	R	diseased	B:B16	PARP1	9	2	2	0.222222	47925	0.348767
U3	R	diseased	B:B16	PIAS1	9	0	0	0	47925	0
U3	R	diseased	B:B16	PKM	9	0	0	0	47925	0
U3	R	diseased	B:B16	PRKAA1	9	0	0	0	47925	0
U3	R	diseased	B:B16	PTGS2	9	0	0	0	47925	0
U3	R	diseased	B:B16	RELA	9	1	1	0.111111	47925	0.189512
U3	R	diseased	B:B16	SH3KBP1	9	0	0	0	47925	0
U3	R	diseased	B:B16	SMAD3	9	0	0	0	47925	0
U3	R	diseased	B:B16	SOD1	9	3	3	0.333333	47925	0.48611
U3	R	diseased	B:B16	STAT3	9	2	2	0.222222	47925	0.348767
U3	R	diseased	B:B16	STAT5A	9	2	1	0.111111	47925	0.348767
U3	R	diseased	B:B16	SYK	9	1	1	0.111111	47925	0.189512
U3	R	diseased	B:B16	TLR4	9	0	0	0	47925	0
U3	R	diseased	B:B16	TNF	9	0	0	0	47925	0
U3	R	diseased	B:B17	ACTA2	12	0	0	0	85287	0
U3	R	diseased	B:B17	AHR	12	2	2	0.166667	85287	0.210668
U3	R	diseased	B:B17	AKT1	12	1	1	0.0833333	85287	0.110871
U3	R	diseased	B:B17	ARNTL	12	0	0	0	85287	0
U3	R	diseased	B:B17	BCL6	12	0	0	0	85287	0
U3	R	diseased	B:B17	BECN1	12	1	1	0.0833333	85287	0.110871
U3	R	diseased	B:B17	BLNK	12	6	5	0.416667	85287	0.532689
U3	R	diseased	B:B17	BRD4	12	1	1	0.0833333	85287	0.110871
U3	R	diseased	B:B17	CAT	12	0	0	0	85287	0
U3	R	diseased	B:B17	CD4	12	0	0	0	85287	0
U3	R	diseased	B:B17	CD86	12	0	0	0	85287	0
U3	R	diseased	B:B17	CREB1	12	0	0	0	85287	0
U3	R	diseased	B:B17	CTNNB1	12	0	0	0	85287	0
U3	R	diseased	B:B17	DNMT1	12	2	2	0.166667	85287	0.210668
U3	R	diseased	B:B17	FOXP3	12	0	0	0	85287	0
U3	R	diseased	B:B17	GABPA	12	0	0	0	85287	0
U3	R	diseased	B:B17	HIF1A	12	4	4	0.333333	85287	0.384585
U3	R	diseased	B:B17	HMOX1	12	0	0	0	85287	0
U3	R	diseased	B:B17	ICAM1	12	2	1	0.0833333	85287	0.210668
U3	R	diseased	B:B17	IFNG	12	0	0	0	85287	0
U3	R	diseased	B:B17	IL15	12	0	0	0	85287	0
U3	R	diseased	B:B17	IL1B	12	0	0	0	85287	0
