patient_assignment	tissue_assignment	disease_assignment	celltype	gene_symbol	n_cells	sum_counts	detected_cells	detection_fraction	total_umi	log1p_cpm
C2	R	healthy	T	NFKB1	770	213	172	0.223377	1.734e+06	0.801274
C2	R	healthy	T	NLRP3	770	13	12	0.0155844	1.734e+06	0.072294
C2	R	healthy	T	OSM	770	32	19	0.0246753	1.734e+06	0.169359
C2	R	healthy	T	PARP1	770	185	166	0.215584	1.734e+06	0.72605
C2	R	healthy	T	PIAS1	770	129	121	0.157143	1.734e+06	0.556151
C2	R	healthy	T	PKM	770	465	314	0.407792	1.734e+06	1.30337
C2	R	healthy	T	PRKAA1	770	61	60	0.0779221	1.734e+06	0.301429
C2	R	healthy	T	PTGS2	770	0	0	0	1.734e+06	0
C2	R	healthy	T	RELA	770	70	65	0.0844156	1.734e+06	0.339106
C2	R	healthy	T	SH3KBP1	770	233	190	0.246753	1.734e+06	0.851738
C2	R	healthy	T	SMAD3	770	47	46	0.0597403	1.734e+06	0.239844
C2	R	healthy	T	SOD1	770	510	361	0.468831	1.734e+06	1.37148
C2	R	healthy	T	STAT3	770	387	271	0.351948	1.734e+06	1.17305
C2	R	healthy	T	STAT5A	770	36	35	0.0454545	1.734e+06	0.188646
C2	R	healthy	T	SYK	770	6	6	0.00779221	1.734e+06	0.034017
C2	R	healthy	T	TLR4	770	0	0	0	1.734e+06	0
C2	R	healthy	T	TNF	770	274	139	0.180519	1.734e+06	0.947854
C2	R	healthy	T:T1	ACTA2	123	1	1	0.00813008	209570	0.0466133
C2	R	healthy	T:T1	AHR	123	14	12	0.097561	209570	0.511646
C2	R	healthy	T:T1	AKT1	123	4	4	0.0325203	209570	0.174682
C2	R	healthy	T:T1	ARNTL	123	8	8	0.0650407	209570	0.323339
C2	R	healthy	T:T1	BCL6	123	1	1	0.00813008	209570	0.0466133
C2	R	healthy	T:T1	BECN1	123	8	7	0.0569106	209570	0.323339
C2	R	healthy	T:T1	BLNK	123	2	2	0.0162602	209570	0.0911502
C2	R	healthy	T:T1	BRD4	123	9	8	0.0650407	209570	0.35729
C2	R	healthy	T:T1	CAT	123	8	8	0.0650407	209570	0.323339
C2	R	healthy	T:T1	CD4	123	18	18	0.146341	209570	0.619986
C2	R	healthy	T:T1	CD86	123	0	0	0	209570	0
C2	R	healthy	T:T1	CREB1	123	10	10	0.0813008	209570	0.390126
C2	R	healthy	T:T1	CTNNB1	123	6	6	0.0487805	209570	0.25177
C2	R	healthy	T:T1	DNMT1	123	16	16	0.130081	209570	0.567282
C2	R	healthy	T:T1	FOXP3	123	0	0	0	209570	0
C2	R	healthy	T:T1	GABPA	123	5	5	0.0406504	209570	0.213969
C2	R	healthy	T:T1	HIF1A	123	17	14	0.113821	209570	0.593981
C2	R	healthy	T:T1	HMOX1	123	0	0	0	209570	0
C2	R	healthy	T:T1	ICAM1	123	8	8	0.0650407	209570	0.323339
C2	R	healthy	T:T1	IFNG	123	12	8	0.0650407	209570	0.452731
C2	R	healthy	T:T1	IL15	123	2	1	0.00813008	209570	0.0911502
C2	R	healthy	T:T1	IL1B	123	0	0	0	209570	0
C2	R	healthy	T:T1	IL7	123	0	0	0	209570	0
C2	R	healthy	T:T1	ITGAM	123	0	0	0	209570	0
C2	R	healthy	T:T1	ITGAX	123	0	0	0	209570	0
C2	R	healthy	T:T1	JAK1	123	49	38	0.308943	209570	1.20541
C2	R	healthy	T:T1	LYZ	123	1	1	0.00813008	209570	0.0466133
C2	R	healthy	T:T1	MAFB	123	3	2	0.0162602	209570	0.133788
C2	R	healthy	T:T1	MAP1LC3B	123	22	20	0.162602	209570	0.717727
C2	R	healthy	T:T1	MAPK14	123	5	4	0.0325203	209570	0.213969
C2	R	healthy	T:T1	NFKB1	123	25	24	0.195122	209570	0.785233
C2	R	healthy	T:T1	NLRP3	123	2	2	0.0162602	209570	0.0911502
C2	R	healthy	T:T1	OSM	123	6	3	0.0243902	209570	0.25177
C2	R	healthy	T:T1	PARP1	123	9	8	0.0650407	209570	0.35729
C2	R	healthy	T:T1	PIAS1	123	16	16	0.130081	209570	0.567282
C2	R	healthy	T:T1	PKM	123	33	26	0.211382	209570	0.945715
C2	R	healthy	T:T1	PRKAA1	123	9	9	0.0731707	209570	0.35729
C2	R	healthy	T:T1	PTGS2	123	0	0	0	209570	0
C2	R	healthy	T:T1	RELA	123	8	7	0.0569106	209570	0.323339
C2	R	healthy	T:T1	SH3KBP1	123	17	14	0.113821	209570	0.593981
C2	R	healthy	T:T1	SMAD3	123	9	9	0.0731707	209570	0.35729
C2	R	healthy	T:T1	SOD1	123	48	37	0.300813	209570	1.19101
C2	R	healthy	T:T1	STAT3	123	34	28	0.227642	209570	0.964078
C2	R	healthy	T:T1	STAT5A	123	4	4	0.0325203	209570	0.174682
C2	R	healthy	T:T1	SYK	123	2	2	0.0162602	209570	0.0911502
C2	R	healthy	T:T1	TLR4	123	0	0	0	209570	0
C2	R	healthy	T:T1	TNF	123	24	17	0.138211	209570	0.763234
C2	R	healthy	T:T10	ACTA2	139	3	3	0.0215827	275567	0.103338
C2	R	healthy	T:T10	AHR	139	15	14	0.100719	275567	0.434592
C2	R	healthy	T:T10	AKT1	139	6	6	0.0431655	275567	0.196991
C2	R	healthy	T:T10	ARNTL	139	7	7	0.0503597	275567	0.226356
C2	R	healthy	T:T10	BCL6	139	3	3	0.0215827	275567	0.103338
C2	R	healthy	T:T10	BECN1	139	21	19	0.136691	275567	0.566486
C2	R	healthy	T:T10	BLNK	139	1	1	0.00719424	275567	0.0356459
C2	R	healthy	T:T10	BRD4	139	21	19	0.136691	275567	0.566486
C2	R	healthy	T:T10	CAT	139	10	9	0.0647482	275567	0.309606
C2	R	healthy	T:T10	CD4	139	2	2	0.0143885	275567	0.0700648
C2	R	healthy	T:T10	CD86	139	0	0	0	275567	0
C2	R	healthy	T:T10	CREB1	139	13	13	0.0935252	275567	0.386455
C2	R	healthy	T:T10	CTNNB1	139	7	7	0.0503597	275567	0.226356
C2	R	healthy	T:T10	DNMT1	139	34	28	0.201439	275567	0.803713
C2	R	healthy	T:T10	FOXP3	139	0	0	0	275567	0
C2	R	healthy	T:T10	GABPA	139	3	3	0.0215827	275567	0.103338
C2	R	healthy	T:T10	HIF1A	139	19	18	0.129496	275567	0.524425
C2	R	healthy	T:T10	HMOX1	139	0	0	0	275567	0
C2	R	healthy	T:T10	ICAM1	139	15	11	0.0791367	275567	0.434592
C2	R	healthy	T:T10	IFNG	139	153	59	0.42446	275567	1.8798
C2	R	healthy	T:T10	IL15	139	4	4	0.028777	275567	0.13554
C2	R	healthy	T:T10	IL1B	139	0	0	0	275567	0
C2	R	healthy	T:T10	IL7	139	0	0	0	275567	0
C2	R	healthy	T:T10	ITGAM	139	0	0	0	275567	0
C2	R	healthy	T:T10	ITGAX	139	0	0	0	275567	0
C2	R	healthy	T:T10	JAK1	139	89	70	0.503597	275567	1.44213
C2	R	healthy	T:T10	LYZ	139	0	0	0	275567	0
C2	R	healthy	T:T10	MAFB	139	0	0	0	275567	0
C2	R	healthy	T:T10	MAP1LC3B	139	44	34	0.244604	275567	0.954244
C2	R	healthy	T:T10	MAPK14	139	5	4	0.028777	275567	0.166737
C2	R	healthy	T:T10	NFKB1	139	28	25	0.179856	275567	0.701158
C2	R	healthy	T:T10	NLRP3	139	7	6	0.0431655	275567	0.226356
C2	R	healthy	T:T10	OSM	139	2	2	0.0143885	275567	0.0700648
C2	R	healthy	T:T10	PARP1	139	26	25	0.179856	275567	0.664495
C2	R	healthy	T:T10	PIAS1	139	29	28	0.201439	275567	0.718998
C2	R	healthy	T:T10	PKM	139	78	60	0.431655	275567	1.343
C2	R	healthy	T:T10	PRKAA1	139	10	9	0.0647482	275567	0.309606
C2	R	healthy	T:T10	PTGS2	139	0	0	0	275567	0
C2	R	healthy	T:T10	RELA	139	14	13	0.0935252	275567	0.410813
C2	R	healthy	T:T10	SH3KBP1	139	50	44	0.316547	275567	1.03476
C2	R	healthy	T:T10	SMAD3	139	2	2	0.0143885	275567	0.0700648
C2	R	healthy	T:T10	SOD1	139	77	61	0.438849	275567	1.33348
C2	R	healthy	T:T10	STAT3	139	45	37	0.266187	275567	0.968123
C2	R	healthy	T:T10	STAT5A	139	6	6	0.0431655	275567	0.196991
C2	R	healthy	T:T10	SYK	139	1	1	0.00719424	275567	0.0356459
C2	R	healthy	T:T10	TLR4	139	0	0	0	275567	0
C2	R	healthy	T:T10	TNF	139	53	23	0.165468	275567	1.07272
C2	R	healthy	T:T13	ACTA2	1	0	0	0	3635	0
C2	R	healthy	T:T13	AHR	1	0	0	0	3635	0
C2	R	healthy	T:T13	AKT1	1	0	0	0	3635	0
C2	R	healthy	T:T13	ARNTL	1	0	0	0	3635	0
C2	R	healthy	T:T13	BCL6	1	0	0	0	3635	0
C2	R	healthy	T:T13	BECN1	1	0	0	0	3635	0
C2	R	healthy	T:T13	BLNK	1	0	0	0	3635	0
C2	R	healthy	T:T13	BRD4	1	0	0	0	3635	0
C2	R	healthy	T:T13	CAT	1	0	0	0	3635	0
C2	R	healthy	T:T13	CD4	1	0	0	0	3635	0
C2	R	healthy	T:T13	CD86	1	0	0	0	3635	0
C2	R	healthy	T:T13	CREB1	1	0	0	0	3635	0
C2	R	healthy	T:T13	CTNNB1	1	0	0	0	3635	0
C2	R	healthy	T:T13	DNMT1	1	1	1	1	3635	1.32203
C2	R	healthy	T:T13	FOXP3	1	0	0	0	3635	0
C2	R	healthy	T:T13	GABPA	1	0	0	0	3635	0
C2	R	healthy	T:T13	HIF1A	1	2	1	1	3635	1.87212
C2	R	healthy	T:T13	HMOX1	1	0	0	0	3635	0
C2	R	healthy	T:T13	ICAM1	1	0	0	0	3635	0
C2	R	healthy	T:T13	IFNG	1	0	0	0	3635	0
C2	R	healthy	T:T13	IL15	1	0	0	0	3635	0
C2	R	healthy	T:T13	IL1B	1	0	0	0	3635	0
C2	R	healthy	T:T13	IL7	1	0	0	0	3635	0
C2	R	healthy	T:T13	ITGAM	1	0	0	0	3635	0
C2	R	healthy	T:T13	ITGAX	1	0	0	0	3635	0
C2	R	healthy	T:T13	JAK1	1	4	1	1	3635	2.48525
C2	R	healthy	T:T13	LYZ	1	0	0	0	3635	0
C2	R	healthy	T:T13	MAFB	1	0	0	0	3635	0
C2	R	healthy	T:T13	MAP1LC3B	1	0	0	0	3635	0
C2	R	healthy	T:T13	MAPK14	1	0	0	0	3635	0
C2	R	healthy	T:T13	NFKB1	1	0	0	0	3635	0
C2	R	healthy	T:T13	NLRP3	1	0	0	0	3635	0
C2	R	healthy	T:T13	OSM	1	0	0	0	3635	0
C2	R	healthy	T:T13	PARP1	1	1	1	1	3635	1.32203
C2	R	healthy	T:T13	PIAS1	1	0	0	0	3635	0
C2	R	healthy	T:T13	PKM	1	1	1	1	3635	1.32203
C2	R	healthy	T:T13	PRKAA1	1	0	0	0	3635	0
C2	R	healthy	T:T13	PTGS2	1	0	0	0	3635	0
C2	R	healthy	T:T13	RELA	1	1	1	1	3635	1.32203
C2	R	healthy	T:T13	SH3KBP1	1	1	1	1	3635	1.32203
C2	R	healthy	T:T13	SMAD3	1	0	0	0	3635	0
C2	R	healthy	T:T13	SOD1	1	1	1	1	3635	1.32203
C2	R	healthy	T:T13	STAT3	1	0	0	0	3635	0
C2	R	healthy	T:T13	STAT5A	1	0	0	0	3635	0
C2	R	healthy	T:T13	SYK	1	0	0	0	3635	0
C2	R	healthy	T:T13	TLR4	1	0	0	0	3635	0
C2	R	healthy	T:T13	TNF	1	0	0	0	3635	0
C2	R	healthy	T:T14	ACTA2	52	5	5	0.0961538	128029	0.32969
C2	R	healthy	T:T14	AHR	52	8	7	0.134615	128029	0.485421
C2	R	healthy	T:T14	AKT1	52	3	3	0.0576923	128029	0.210522
C2	R	healthy	T:T14	ARNTL	52	7	7	0.134615	128029	0.436157
C2	R	healthy	T:T14	BCL6	52	1	1	0.0192308	128029	0.075207
C2	R	healthy	T:T14	BECN1	52	8	6	0.115385	128029	0.485421
C2	R	healthy	T:T14	BLNK	52	0	0	0	128029	0
C2	R	healthy	T:T14	BRD4	52	9	9	0.173077	128029	0.532371
C2	R	healthy	T:T14	CAT	52	3	3	0.0576923	128029	0.210522
C2	R	healthy	T:T14	CD4	52	6	4	0.0769231	128029	0.384339
C2	R	healthy	T:T14	CD86	52	0	0	0	128029	0
C2	R	healthy	T:T14	CREB1	52	7	7	0.134615	128029	0.436157
C2	R	healthy	T:T14	CTNNB1	52	3	3	0.0576923	128029	0.210522
C2	R	healthy	T:T14	DNMT1	52	8	8	0.153846	128029	0.485421
C2	R	healthy	T:T14	FOXP3	52	0	0	0	128029	0
C2	R	healthy	T:T14	GABPA	52	1	1	0.0192308	128029	0.075207
C2	R	healthy	T:T14	HIF1A	52	11	8	0.153846	128029	0.620136
C2	R	healthy	T:T14	HMOX1	52	0	0	0	128029	0
C2	R	healthy	T:T14	ICAM1	52	2	2	0.0384615	128029	0.145151
C2	R	healthy	T:T14	IFNG	52	43	21	0.403846	128029	1.47215
C2	R	healthy	T:T14	IL15	52	0	0	0	128029	0
C2	R	healthy	T:T14	IL1B	52	0	0	0	128029	0
C2	R	healthy	T:T14	IL7	52	0	0	0	128029	0
C2	R	healthy	T:T14	ITGAM	52	0	0	0	128029	0
C2	R	healthy	T:T14	ITGAX	52	0	0	0	128029	0
C2	R	healthy	T:T14	JAK1	52	52	29	0.557692	128029	1.62168
C2	R	healthy	T:T14	LYZ	52	0	0	0	128029	0
C2	R	healthy	T:T14	MAFB	52	0	0	0	128029	0
C2	R	healthy	T:T14	MAP1LC3B	52	24	16	0.307692	128029	1.0559
C2	R	healthy	T:T14	MAPK14	52	4	4	0.0769231	128029	0.27188
C2	R	healthy	T:T14	NFKB1	52	7	5	0.0961538	128029	0.436157
C2	R	healthy	T:T14	NLRP3	52	0	0	0	128029	0
C2	R	healthy	T:T14	OSM	52	1	1	0.0192308	128029	0.075207
C2	R	healthy	T:T14	PARP1	52	11	9	0.173077	128029	0.620136
C2	R	healthy	T:T14	PIAS1	52	9	9	0.173077	128029	0.532371
C2	R	healthy	T:T14	PKM	52	37	25	0.480769	128029	1.3584
C2	R	healthy	T:T14	PRKAA1	52	2	2	0.0384615	128029	0.145151
C2	R	healthy	T:T14	PTGS2	52	0	0	0	128029	0
C2	R	healthy	T:T14	RELA	52	8	8	0.153846	128029	0.485421
C2	R	healthy	T:T14	SH3KBP1	52	19	15	0.288462	128029	0.909886
C2	R	healthy	T:T14	SMAD3	52	2	2	0.0384615	128029	0.145151
C2	R	healthy	T:T14	SOD1	52	50	30	0.576923	128029	1.59033
C2	R	healthy	T:T14	STAT3	52	25	24	0.461538	128029	1.08271
C2	R	healthy	T:T14	STAT5A	52	2	2	0.0384615	128029	0.145151
C2	R	healthy	T:T14	SYK	52	0	0	0	128029	0
C2	R	healthy	T:T14	TLR4	52	0	0	0	128029	0
C2	R	healthy	T:T14	TNF	52	29	11	0.211538	128029	1.18329
C2	R	healthy	T:T15	ACTA2	14	1	1	0.0714286	28518	0.30059
C2	R	healthy	T:T15	AHR	14	1	1	0.0714286	28518	0.30059
C2	R	healthy	T:T15	AKT1	14	0	0	0	28518	0
C2	R	healthy	T:T15	ARNTL	14	3	3	0.214286	28518	0.718799
C2	R	healthy	T:T15	BCL6	14	0	0	0	28518	0
C2	R	healthy	T:T15	BECN1	14	1	1	0.0714286	28518	0.30059
C2	R	healthy	T:T15	BLNK	14	0	0	0	28518	0
C2	R	healthy	T:T15	BRD4	14	0	0	0	28518	0
C2	R	healthy	T:T15	CAT	14	0	0	0	28518	0
C2	R	healthy	T:T15	CD4	14	2	1	0.0714286	28518	0.531399
C2	R	healthy	T:T15	CD86	14	0	0	0	28518	0
C2	R	healthy	T:T15	CREB1	14	0	0	0	28518	0
C2	R	healthy	T:T15	CTNNB1	14	2	2	0.142857	28518	0.531399
C2	R	healthy	T:T15	DNMT1	14	6	6	0.428571	28518	1.13267
C2	R	healthy	T:T15	FOXP3	14	0	0	0	28518	0
C2	R	healthy	T:T15	GABPA	14	1	1	0.0714286	28518	0.30059
C2	R	healthy	T:T15	HIF1A	14	1	1	0.0714286	28518	0.30059
C2	R	healthy	T:T15	HMOX1	14	0	0	0	28518	0
C2	R	healthy	T:T15	ICAM1	14	3	3	0.214286	28518	0.718799
C2	R	healthy	T:T15	IFNG	14	0	0	0	28518	0
C2	R	healthy	T:T15	IL15	14	0	0	0	28518	0
C2	R	healthy	T:T15	IL1B	14	0	0	0	28518	0
C2	R	healthy	T:T15	IL7	14	0	0	0	28518	0
C2	R	healthy	T:T15	ITGAM	14	0	0	0	28518	0
C2	R	healthy	T:T15	ITGAX	14	0	0	0	28518	0
C2	R	healthy	T:T15	JAK1	14	20	12	0.857143	28518	2.08108
C2	R	healthy	T:T15	LYZ	14	0	0	0	28518	0
C2	R	healthy	T:T15	MAFB	14	0	0	0	28518	0
C2	R	healthy	T:T15	MAP1LC3B	14	4	3	0.214286	28518	0.876561
C2	R	healthy	T:T15	MAPK14	14	2	2	0.142857	28518	0.531399
C2	R	healthy	T:T15	NFKB1	14	6	4	0.285714	28518	1.13267
C2	R	healthy	T:T15	NLRP3	14	0	0	0	28518	0
C2	R	healthy	T:T15	OSM	14	1	1	0.0714286	28518	0.30059
C2	R	healthy	T:T15	PARP1	14	6	6	0.428571	28518	1.13267
C2	R	healthy	T:T15	PIAS1	14	1	1	0.0714286	28518	0.30059
C2	R	healthy	T:T15	PKM	14	5	4	0.285714	28518	1.01279
C2	R	healthy	T:T15	PRKAA1	14	1	1	0.0714286	28518	0.30059
C2	R	healthy	T:T15	PTGS2	14	0	0	0	28518	0
C2	R	healthy	T:T15	RELA	14	1	1	0.0714286	28518	0.30059
C2	R	healthy	T:T15	SH3KBP1	14	3	3	0.214286	28518	0.718799
C2	R	healthy	T:T15	SMAD3	14	0	0	0	28518	0
C2	R	healthy	T:T15	SOD1	14	5	5	0.357143	28518	1.01279
C2	R	healthy	T:T15	STAT3	14	10	7	0.5	28518	1.50553
C2	R	healthy	T:T15	STAT5A	14	0	0	0	28518	0
C2	R	healthy	T:T15	SYK	14	0	0	0	28518	0
C2	R	healthy	T:T15	TLR4	14	0	0	0	28518	0
C2	R	healthy	T:T15	TNF	14	2	2	0.142857	28518	0.531399
C2	R	healthy	T:T2	ACTA2	285	6	6	0.0210526	728791	0.0791144
C2	R	healthy	T:T2	AHR	285	54	49	0.17193	728791	0.554433
C2	R	healthy	T:T2	AKT1	285	13	13	0.045614	728791	0.164139
C2	R	healthy	T:T2	ARNTL	285	28	25	0.0877193	728791	0.325121
C2	R	healthy	T:T2	BCL6	285	6	6	0.0210526	728791	0.0791144
C2	R	healthy	T:T2	BECN1	285	48	46	0.161404	728791	0.505989
C2	R	healthy	T:T2	BLNK	285	3	2	0.00701754	728791	0.0403394
C2	R	healthy	T:T2	BRD4	285	44	39	0.136842	728791	0.472338
C2	R	healthy	T:T2	CAT	285	34	33	0.115789	728791	0.382896
C2	R	healthy	T:T2	CD4	285	77	70	0.245614	728791	0.721027
C2	R	healthy	T:T2	CD86	285	0	0	0	728791	0
C2	R	healthy	T:T2	CREB1	285	32	32	0.112281	728791	0.364006
C2	R	healthy	T:T2	CTNNB1	285	13	12	0.0421053	728791	0.164139
C2	R	healthy	T:T2	DNMT1	285	74	64	0.224561	728791	0.700808
C2	R	healthy	T:T2	FOXP3	285	1	1	0.00350877	728791	0.0136281
C2	R	healthy	T:T2	GABPA	285	9	9	0.0315789	728791	0.116442
C2	R	healthy	T:T2	HIF1A	285	68	59	0.207018	728791	0.6591
C2	R	healthy	T:T2	HMOX1	285	0	0	0	728791	0
C2	R	healthy	T:T2	ICAM1	285	38	29	0.101754	728791	0.419639
C2	R	healthy	T:T2	IFNG	285	54	25	0.0877193	728791	0.554433
C2	R	healthy	T:T2	IL15	285	12	11	0.0385965	728791	0.152426
C2	R	healthy	T:T2	IL1B	285	0	0	0	728791	0
C2	R	healthy	T:T2	IL7	285	0	0	0	728791	0
C2	R	healthy	T:T2	ITGAM	285	0	0	0	728791	0
C2	R	healthy	T:T2	ITGAX	285	0	0	0	728791	0
C2	R	healthy	T:T2	JAK1	285	229	161	0.564912	728791	1.42122
C2	R	healthy	T:T2	LYZ	285	0	0	0	728791	0
C2	R	healthy	T:T2	MAFB	285	2	2	0.00701754	728791	0.0270729
C2	R	healthy	T:T2	MAP1LC3B	285	108	83	0.291228	728791	0.909027
C2	R	healthy	T:T2	MAPK14	285	13	13	0.045614	728791	0.164139
C2	R	healthy	T:T2	NFKB1	285	103	82	0.287719	728791	0.880995
C2	R	healthy	T:T2	NLRP3	285	4	4	0.0140351	728791	0.0534322
C2	R	healthy	T:T2	OSM	285	15	10	0.0350877	728791	0.18716
C2	R	healthy	T:T2	PARP1	285	73	68	0.238596	728791	0.693976
C2	R	healthy	T:T2	PIAS1	285	52	46	0.161404	728791	0.538544
C2	R	healthy	T:T2	PKM	285	192	130	0.45614	728791	1.29047
C2	R	healthy	T:T2	PRKAA1	285	22	22	0.077193	728791	0.263802
C2	R	healthy	T:T2	PTGS2	285	0	0	0	728791	0
C2	R	healthy	T:T2	RELA	285	24	22	0.077193	728791	0.284662
C2	R	healthy	T:T2	SH3KBP1	285	89	74	0.259649	728791	0.798048
C2	R	healthy	T:T2	SMAD3	285	24	23	0.0807018	728791	0.284662
C2	R	healthy	T:T2	SOD1	285	200	147	0.515789	728791	1.32023
C2	R	healthy	T:T2	STAT3	285	176	117	0.410526	728791	1.22817
C2	R	healthy	T:T2	STAT5A	285	15	15	0.0526316	728791	0.18716
C2	R	healthy	T:T2	SYK	285	2	2	0.00701754	728791	0.0270729
C2	R	healthy	T:T2	TLR4	285	0	0	0	728791	0
C2	R	healthy	T:T2	TNF	285	140	70	0.245614	728791	1.07192
C2	R	healthy	T:T3	ACTA2	20	1	1	0.05	56892	0.161925
C2	R	healthy	T:T3	AHR	20	1	1	0.05	56892	0.161925
C2	R	healthy	T:T3	AKT1	20	0	0	0	56892	0
C2	R	healthy	T:T3	ARNTL	20	2	1	0.05	56892	0.301247
C2	R	healthy	T:T3	BCL6	20	1	1	0.05	56892	0.161925
C2	R	healthy	T:T3	BECN1	20	2	1	0.05	56892	0.301247
C2	R	healthy	T:T3	BLNK	20	1	1	0.05	56892	0.161925
C2	R	healthy	T:T3	BRD4	20	2	2	0.1	56892	0.301247
C2	R	healthy	T:T3	CAT	20	2	2	0.1	56892	0.301247
C2	R	healthy	T:T3	CD4	20	1	1	0.05	56892	0.161925
C2	R	healthy	T:T3	CD86	20	0	0	0	56892	0
C2	R	healthy	T:T3	CREB1	20	3	3	0.15	56892	0.423511
C2	R	healthy	T:T3	CTNNB1	20	0	0	0	56892	0
C2	R	healthy	T:T3	DNMT1	20	7	6	0.3	56892	0.802182
C2	R	healthy	T:T3	FOXP3	20	0	0	0	56892	0
C2	R	healthy	T:T3	GABPA	20	1	1	0.05	56892	0.161925
C2	R	healthy	T:T3	HIF1A	20	4	4	0.2	56892	0.532442
C2	R	healthy	T:T3	HMOX1	20	0	0	0	56892	0
C2	R	healthy	T:T3	ICAM1	20	1	1	0.05	56892	0.161925
C2	R	healthy	T:T3	IFNG	20	0	0	0	56892	0
C2	R	healthy	T:T3	IL15	20	0	0	0	56892	0
C2	R	healthy	T:T3	IL1B	20	0	0	0	56892	0
C2	R	healthy	T:T3	IL7	20	0	0	0	56892	0
C2	R	healthy	T:T3	ITGAM	20	0	0	0	56892	0
C2	R	healthy	T:T3	ITGAX	20	0	0	0	56892	0
C2	R	healthy	T:T3	JAK1	20	10	8	0.4	56892	1.0144
C2	R	healthy	T:T3	LYZ	20	0	0	0	56892	0
C2	R	healthy	T:T3	MAFB	20	0	0	0	56892	0
C2	R	healthy	T:T3	MAP1LC3B	20	8	7	0.35	56892	0.878038
C2	R	healthy	T:T3	MAPK14	20	2	1	0.05	56892	0.301247
C2	R	healthy	T:T3	NFKB1	20	5	5	0.25	56892	0.630664
C2	R	healthy	T:T3	NLRP3	20	0	0	0	56892	0
C2	R	healthy	T:T3	OSM	20	7	2	0.1	56892	0.802182
C2	R	healthy	T:T3	PARP1	20	4	4	0.2	56892	0.532442
C2	R	healthy	T:T3	PIAS1	20	1	1	0.05	56892	0.161925
C2	R	healthy	T:T3	PKM	20	12	8	0.4	56892	1.13438
C2	R	healthy	T:T3	PRKAA1	20	3	3	0.15	56892	0.423511
C2	R	healthy	T:T3	PTGS2	20	0	0	0	56892	0
C2	R	healthy	T:T3	RELA	20	0	0	0	56892	0
C2	R	healthy	T:T3	SH3KBP1	20	8	6	0.3	56892	0.878038
C2	R	healthy	T:T3	SMAD3	20	0	0	0	56892	0
C2	R	healthy	T:T3	SOD1	20	9	7	0.35	56892	0.948543
C2	R	healthy	T:T3	STAT3	20	8	7	0.35	56892	0.878038
C2	R	healthy	T:T3	STAT5A	20	1	1	0.05	56892	0.161925
C2	R	healthy	T:T3	SYK	20	0	0	0	56892	0
C2	R	healthy	T:T3	TLR4	20	0	0	0	56892	0
C2	R	healthy	T:T3	TNF	20	5	4	0.2	56892	0.630664
C2	R	healthy	T:T4	ACTA2	4	0	0	0	14089	0
C2	R	healthy	T:T4	AHR	4	0	0	0	14089	0
C2	R	healthy	T:T4	AKT1	4	1	1	0.25	14089	0.536361
C2	R	healthy	T:T4	ARNTL	4	0	0	0	14089	0
C2	R	healthy	T:T4	BCL6	4	0	0	0	14089	0
C2	R	healthy	T:T4	BECN1	4	0	0	0	14089	0
C2	R	healthy	T:T4	BLNK	4	1	1	0.25	14089	0.536361
C2	R	healthy	T:T4	BRD4	4	2	2	0.5	14089	0.88358
C2	R	healthy	T:T4	CAT	4	1	1	0.25	14089	0.536361
C2	R	healthy	T:T4	CD4	4	0	0	0	14089	0
C2	R	healthy	T:T4	CD86	4	0	0	0	14089	0
C2	R	healthy	T:T4	CREB1	4	0	0	0	14089	0
C2	R	healthy	T:T4	CTNNB1	4	0	0	0	14089	0
C2	R	healthy	T:T4	DNMT1	4	1	1	0.25	14089	0.536361
C2	R	healthy	T:T4	FOXP3	4	0	0	0	14089	0
C2	R	healthy	T:T4	GABPA	4	0	0	0	14089	0
C2	R	healthy	T:T4	HIF1A	4	1	1	0.25	14089	0.536361
C2	R	healthy	T:T4	HMOX1	4	0	0	0	14089	0
C2	R	healthy	T:T4	ICAM1	4	1	1	0.25	14089	0.536361
C2	R	healthy	T:T4	IFNG	4	0	0	0	14089	0
C2	R	healthy	T:T4	IL15	4	0	0	0	14089	0
C2	R	healthy	T:T4	IL1B	4	0	0	0	14089	0
C2	R	healthy	T:T4	IL7	4	0	0	0	14089	0
C2	R	healthy	T:T4	ITGAM	4	0	0	0	14089	0
C2	R	healthy	T:T4	ITGAX	4	0	0	0	14089	0
C2	R	healthy	T:T4	JAK1	4	1	1	0.25	14089	0.536361
C2	R	healthy	T:T4	LYZ	4	0	0	0	14089	0
C2	R	healthy	T:T4	MAFB	4	0	0	0	14089	0
C2	R	healthy	T:T4	MAP1LC3B	4	1	1	0.25	14089	0.536361
C2	R	healthy	T:T4	MAPK14	4	0	0	0	14089	0
C2	R	healthy	T:T4	NFKB1	4	1	1	0.25	14089	0.536361
C2	R	healthy	T:T4	NLRP3	4	0	0	0	14089	0
C2	R	healthy	T:T4	OSM	4	0	0	0	14089	0
C2	R	healthy	T:T4	PARP1	4	1	1	0.25	14089	0.536361
C2	R	healthy	T:T4	PIAS1	4	0	0	0	14089	0
C2	R	healthy	T:T4	PKM	4	1	1	0.25	14089	0.536361
C2	R	healthy	T:T4	PRKAA1	4	0	0	0	14089	0
C2	R	healthy	T:T4	PTGS2	4	0	0	0	14089	0
C2	R	healthy	T:T4	RELA	4	0	0	0	14089	0
