accession	probe_id	gene_symbol	gene_title	gene_id	n_case	n_control	mean_case	mean_control	log2fc	t_stat	p_value	fdr
GSE59071	8003850	CYB5D2	cytochrome b5 domain containing 2	124936	74	11	7.61121	7.78707	-0.175862	-2.52975	0.0260073	0.0608453
GSE59071	8092769	ATP13A5	ATPase 13A5	344905	74	11	4.70455	4.81324	-0.108693	-2.46648	0.0260063	0.0608453
GSE59071	7896012				74	11	3.54686	3.87905	-0.332191	-2.54608	0.0260272	0.0608876
GSE59071	8005753				74	11	7.1094	7.58307	-0.473664	-2.45322	0.0260416	0.060917
GSE59071	8138151	OR7E37P	olfactory receptor family 7 subfamily E member 37 pseudogene	100506759	74	11	8.36045	8.19471	0.165734	2.48892	0.0260453	0.0609214
GSE59071	7892938				74	11	7.54981	7.31665	0.233158	2.40787	0.0260874	0.0610152
GSE59071	8028119	WDR62	WD repeat domain 62	284403	74	11	6.82885	6.73118	0.0976667	2.49284	0.0260891	0.0610152
GSE59071	8092849	ATP13A3	ATPase 13A3	79572	74	11	10.0191	9.82858	0.190563	2.43434	0.026095	0.0610248
GSE59071	8094717				74	11	5.08306	5.25762	-0.174558	-2.44129	0.0261267	0.0610946
GSE59071	8127666	IMPG1	interphotoreceptor matrix proteoglycan 1	3617	74	11	4.75316	4.8705	-0.117338	-2.52308	0.0261296	0.0610971
GSE59071	7922018	ILDR2	immunoglobulin like domain containing receptor 2	387597	74	11	5.59189	5.812	-0.220109	-2.54897	0.0261344	0.061104
GSE59071	7893130				74	11	11.2121	11.3646	-0.152501	-2.32222	0.0261414	0.0611161
GSE59071	8096917				74	11	4.56465	4.82303	-0.258382	-2.52332	0.0261596	0.0611543
GSE59071	8180376	AKR1C1	aldo-keto reductase family 1 member C1	1645	74	11	7.59783	7.98334	-0.385507	-2.48288	0.026173	0.0611813
GSE59071	7931417	JAKMIP3	Janus kinase and microtubule interacting protein 3	282973	74	11	5.84656	5.97573	-0.12917	-2.50251	0.0261802	0.0611939
GSE59071	8153550	NRBP2	nuclear receptor binding protein 2	340371	74	11	7.60895	7.72998	-0.121031	-2.37899	0.0261883	0.0612085
GSE59071	7997904				74	11	8.02989	8.49138	-0.46149	-2.54507	0.0261981	0.0612242
GSE59071	7999431	PRM3	protamine 3	58531	74	11	6.47358	6.66028	-0.186706	-2.49035	0.0261987	0.0612242
GSE59071	8068375	SMIM11A	small integral membrane protein 11A	54065	74	11	7.18506	7.30374	-0.118684	-2.46339	0.0262087	0.0612433
GSE59071	7915333	RIMS3	regulating synaptic membrane exocytosis 3	9783	74	11	7.35539	7.18471	0.170683	2.39616	0.0262235	0.0612735
GSE59071	8152812	FAM84B	family with sequence similarity 84 member B	157638	74	11	6.87789	6.99649	-0.118595	-2.3523	0.0262256	0.0612741
GSE59071	7990636	LINC00597	long intergenic non-protein coding RNA 597	81698	74	11	4.94343	5.1036	-0.16017	-2.42117	0.0262499	0.0613266
GSE59071	8131871	CCDC126	coiled-coil domain containing 126	90693	74	11	6.85467	6.95085	-0.0961851	-2.33518	0.026287	0.061409
GSE59071	7961187	KLRC1	killer cell lectin like receptor C1	3821	74	11	4.60198	4.8384	-0.23642	-2.52213	0.0262932	0.0614178
GSE59071	7961889				74	11	5.66227	5.85738	-0.195112	-2.5338	0.0262945	0.0614178
GSE59071	8037755	IGFL3	IGF like family member 3	388555	74	11	5.69031	5.81835	-0.128037	-2.47907	0.0262963	0.0614178
GSE59071	7926596	COMMD3-BMI1	COMMD3-BMI1 readthrough	100532731	74	11	7.82666	7.66738	0.159279	2.4273	0.0263025	0.0614279
GSE59071	7956539	DTX3	deltex E3 ubiquitin ligase 3	196403	74	11	6.57587	6.45837	0.117499	2.46586	0.0263081	0.0614367
GSE59071	8170290				74	11	4.1192	4.25257	-0.133376	-2.38367	0.0263126	0.0614429
GSE59071	8110865	IRX4	iroquois homeobox 4	50805	74	11	6.38289	6.49981	-0.116917	-2.43273	0.0263187	0.0614528
GSE59071	8139201				74	11	6.68757	6.52627	0.161291	2.44349	0.0263235	0.0614597
GSE59071	8031622	GALP	galanin like peptide	85569	74	11	5.4353	5.57447	-0.139164	-2.44741	0.0263304	0.0614715
GSE59071	8016832	MMD	monocyte to macrophage differentiation associated	23531	74	11	7.96398	7.58672	0.377265	2.5241	0.0263567	0.0615286
GSE59071	8130027				74	11	4.49906	4.59385	-0.0947961	-2.41882	0.0263588	0.0615292
GSE59071	7974337				74	11	4.33219	4.43153	-0.0993388	-2.49141	0.0263639	0.0615367
GSE59071	7929350	PDE6C	phosphodiesterase 6C	5146	74	11	4.31852	4.46194	-0.14342	-2.51649	0.0263722	0.0615518
GSE59071	8157731	CRB2	crumbs 2, cell polarity complex component	286204	74	11	6.86169	7.0056	-0.143904	-2.4851	0.0263832	0.0615731
GSE59071	8046804	NUP35	nucleoporin 35	129401	74	11	7.27905	7.09986	0.179193	2.44409	0.0263928	0.0615912
GSE59071	8079993	CYB561D2	cytochrome b561 family member D2	11068	74	11	7.92211	7.75043	0.171679	2.45595	0.0263978	0.0615986
GSE59071	7923453	KDM5B	lysine demethylase 5B	10765	74	11	8.99999	9.08293	-0.0829389	-2.34505	0.0263999	0.0615991
GSE59071	7894643				74	11	3.5276	3.78037	-0.252768	-2.53521	0.0264266	0.0616571
GSE59071	8039078	BIRC8	baculoviral IAP repeat containing 8	112401	74	11	5.07089	5.15036	-0.0794665	-2.34587	0.0264403	0.0616848
GSE59071	8060196	MTERF4	mitochondrial transcription termination factor 4	130916	74	11	6.30531	6.42196	-0.116651	-2.45312	0.0264424	0.0616853
GSE59071	7942650	EMSY	EMSY, BRCA2 interacting transcriptional repressor	56946	74	11	7.7041	7.85834	-0.154241	-2.42661	0.026465	0.0617324
GSE59071	8062480	SNORA60	small nucleolar RNA, H/ACA box 60	677837	74	11	6.90362	7.05612	-0.152498	-2.51343	0.0264663	0.0617324
GSE59071	7893208				74	11	9.68327	9.88889	-0.205612	-2.42032	0.0265066	0.0618221
GSE59071	7944834	OR8G2	olfactory receptor family 8 subfamily G member 2	26492	74	11	4.27553	4.16438	0.111152	2.37515	0.0265109	0.0618278
GSE59071	8084607	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2	59343	74	11	7.37225	7.4869	-0.114648	-2.3776	0.0265155	0.0618342
GSE59071	8113542	REEP5	receptor accessory protein 5	7905	74	11	10.2868	10.4841	-0.197244	-2.48241	0.0265266	0.0618557
GSE59071	7901175	TSPAN1	tetraspanin 1	10103	74	11	12.2127	12.4811	-0.268439	-2.25847	0.0265749	0.061964
GSE59071	8150165	FUT10	fucosyltransferase 10	84750	74	11	6.92094	7.09659	-0.17565	-2.51006	0.0265798	0.0619711
GSE59071	8143534	KEL	Kell blood group, metallo-endopeptidase	3792	74	11	5.7158	5.59246	0.123348	2.34584	0.0265842	0.061977
GSE59071	8020162	SLC35G4	solute carrier family 35 member G4	646000	74	11	7.15735	7.27223	-0.114879	-2.35759	0.026591	0.0619842
GSE59071	8174592				74	11	4.4146	4.52658	-0.111983	-2.44441	0.0265893	0.0619842
GSE59071	7894203				74	11	5.63837	5.9672	-0.32883	-2.46548	0.0265947	0.0619884
GSE59071	8135321				74	11	4.53202	4.39781	0.134211	2.48594	0.0266134	0.0620277
GSE59071	7893588				74	11	5.04666	4.69335	0.353306	2.49792	0.0266471	0.0621019
GSE59071	8095566	MOB1B	MOB kinase activator 1B	92597	74	11	7.05607	7.24327	-0.187198	-2.45944	0.0266551	0.0621162
GSE59071	8026568	C19orf44	chromosome 19 open reading frame 44	84167	74	11	6.25119	6.15006	0.101124	2.48023	0.0266774	0.0621638
GSE59071	8122146	LINC00326	long intergenic non-protein coding RNA 326	285735	74	11	4.31152	4.44814	-0.136617	-2.47085	0.0266804	0.0621664
GSE59071	8073562	WBP2NL	WBP2 N-terminal like	164684	74	11	5.17671	5.30811	-0.131407	-2.45148	0.0266934	0.0621923
GSE59071	7963265	POU6F1	POU class 6 homeobox 1	5463	74	11	7.17037	7.04836	0.122012	2.41322	0.0267006	0.0622047
GSE59071	7995729	CES1P1	carboxylesterase 1 pseudogene 1	51716	74	11	5.75416	5.93959	-0.185436	-2.50787	0.0267064	0.0622126
GSE59071	8006317				74	11	6.369	6.18366	0.185336	2.47302	0.0267077	0.0622126
GSE59071	7963880	ITGA7	integrin subunit alpha 7	3679	74	11	6.25523	6.10666	0.148573	2.31947	0.0267116	0.0622173
GSE59071	7895518				74	11	12.441	12.552	-0.111036	-2.34471	0.0267163	0.0622239
GSE59071	7910190	ZNF678	zinc finger protein 678	339500	74	11	5.56855	5.83588	-0.267333	-2.51464	0.0267321	0.0622563
GSE59071	7973580	FITM1	fat storage inducing transmembrane protein 1	161247	74	11	6.63699	6.78532	-0.148327	-2.44512	0.0267465	0.0622855
GSE59071	8011112				74	11	6.17095	5.91216	0.258789	2.36849	0.0267536	0.0622947
GSE59071	8154392				74	11	5.46606	5.60571	-0.139654	-2.4718	0.0267542	0.0622947
GSE59071	7896033				74	11	5.91181	5.56783	0.343981	2.46555	0.0267613	0.0623069
GSE59071	8047641	CYP20A1	cytochrome P450 family 20 subfamily A member 1	57404	74	11	7.60144	7.74905	-0.147613	-2.44522	0.0267648	0.0623107
GSE59071	8096957				74	11	5.38991	5.65573	-0.265821	-2.54838	0.0267934	0.0623685
GSE59071	7969975				74	11	5.72829	5.86765	-0.139361	-2.50993	0.0267915	0.0623685
GSE59071	7956949	NUP107	nucleoporin 107	57122	74	11	7.29522	7.08839	0.206823	2.45068	0.0268105	0.0624039
GSE59071	8129313				74	11	3.38335	3.48315	-0.0998012	-2.49642	0.0268152	0.0624105
GSE59071	7962455	NELL2	neural EGFL like 2	4753	74	11	5.3207	5.59385	-0.273152	-2.49343	0.0268186	0.0624141
GSE59071	8093821	LINC00955	long intergenic non-protein coding RNA 955	285492	74	11	5.89592	6.18234	-0.286426	-2.55834	0.0268323	0.0624372
GSE59071	8151587	C8orf59	chromosome 8 open reading frame 59	401466	74	11	6.53606	6.35639	0.179668	2.44474	0.0268319	0.0624372
GSE59071	8125289	TNXB	tenascin XB	7148	74	11	7.25115	7.04673	0.204423	2.42579	0.0268415	0.0624542
GSE59071	8070046	PAXBP1	PAX3 and PAX7 binding protein 1	94104	74	11	7.5385	7.69678	-0.158281	-2.46942	0.0268566	0.062485
GSE59071	8180325	BAGE5	B melanoma antigen family member 5	85316	74	11	7.43931	7.55719	-0.11788	-2.44765	0.026874	0.0625211
GSE59071	8164937	FAM163B	family with sequence similarity 163 member B	642968	74	11	7.06543	7.37249	-0.307058	-2.5602	0.0268875	0.0625481
GSE59071	8151090				74	11	4.84202	5.05137	-0.20935	-2.53896	0.0268983	0.0625689
GSE59071	8095339				74	11	3.09005	3.22386	-0.13381	-2.51889	0.0269087	0.0625887
GSE59071	8032670	APBA3	amyloid beta precursor protein binding family A member 3	9546	74	11	7.01115	6.8656	0.145555	2.5184	0.0269242	0.0626204
GSE59071	8114896	GPR151	G protein-coupled receptor 151	134391	74	11	5.12941	5.27714	-0.147731	-2.48309	0.0269314	0.0626309
GSE59071	8003344	SNAI3	snail family transcriptional repressor 3	333929	74	11	8.17622	8.04088	0.135344	2.41635	0.0269325	0.0626309
GSE59071	7896374				74	11	2.91119	3.08923	-0.178048	-2.50287	0.0269371	0.0626372
GSE59071	8093456	CTBP1-AS2	CTBP1 antisense RNA 2 (head to head)	92070	74	11	7.81681	7.65977	0.157049	2.41437	0.0269535	0.062671
GSE59071	8147986				74	11	3.01784	3.14074	-0.122897	-2.52684	0.0269559	0.0626722
GSE59071	8180332	UBE2D3	ubiquitin conjugating enzyme E2 D3	7323	74	11	12.0339	12.0848	-0.0508548	-2.3493	0.02696	0.0626773
GSE59071	8014033				74	11	3.60663	3.80975	-0.203111	-2.5255	0.0269673	0.0626899
GSE59071	7893058				74	11	10.435	10.6033	-0.168309	-2.377	0.0269955	0.0627467
GSE59071	8020423	MIB1	mindbomb E3 ubiquitin protein ligase 1	57534	74	11	7.34683	7.21046	0.136368	2.47063	0.0269953	0.0627467
GSE59071	8103706	AADAT	aminoadipate aminotransferase	51166	74	11	6.46795	6.71496	-0.247008	-2.43187	0.0270096	0.0627714
GSE59071	7959500	HIP1R	huntingtin interacting protein 1 related	9026	74	11	7.69498	7.78788	-0.092898	-2.32114	0.0270099	0.0627714
GSE59071	7895154				74	11	6.12731	6.55907	-0.431755	-2.47184	0.0270173	0.0627775
GSE59071	8070632	CBSL	cystathionine-beta-synthase like	102724560	74	11	6.94942	7.15529	-0.205864	-2.48059	0.027018	0.0627775
GSE59071	7956668				74	11	7.65281	7.52239	0.130419	2.46559	0.0270182	0.0627775
GSE59071	8166609				74	11	2.97592	3.06009	-0.0841783	-2.44239	0.0270455	0.0628366
GSE59071	7895704				74	11	12.2587	12.338	-0.0792613	-2.39265	0.027054	0.0628519
GSE59071	8115765	FBXW11	F-box and WD repeat domain containing 11	23291	74	11	8.31077	8.3724	-0.0616264	-2.39097	0.0270916	0.0629349
GSE59071	8083223	C3orf58	chromosome 3 open reading frame 58	205428	74	11	8.15747	8.01465	0.142815	2.40535	0.0270955	0.0629395
GSE59071	7968678	FREM2	FRAS1 related extracellular matrix protein 2	341640	74	11	4.84803	5.16301	-0.314984	-2.53537	0.0271039	0.0629547
GSE59071	8165934	SHROOM2	shroom family member 2	357	74	11	6.41964	6.73467	-0.315025	-2.53364	0.0271116	0.0629681
GSE59071	8083422	SUCNR1	succinate receptor 1	56670	74	11	4.61527	4.27662	0.338642	2.42341	0.0271246	0.0629939
GSE59071	8030733	GPR32	G protein-coupled receptor 32	2854	74	11	5.05522	5.21002	-0.154802	-2.48406	0.0271303	0.0630028
GSE59071	7903032	MTF2	metal response element binding transcription factor 2	22823	74	11	7.94264	8.09847	-0.155833	-2.45142	0.027133	0.0630046
GSE59071	7894252				74	11	11.0838	10.9321	0.151737	2.40472	0.0271357	0.0630065
GSE59071	7946849				74	11	6.03921	5.75047	0.288742	2.45207	0.0271397	0.0630112
GSE59071	8061406	SYNDIG1	synapse differentiation inducing 1	79953	74	11	6.56508	6.47588	0.0892008	2.29817	0.0271415	0.0630112
GSE59071	8067167	AURKA	aurora kinase A	6790	74	11	7.73948	7.47832	0.26116	2.42957	0.0271501	0.0630214
GSE59071	7895672				74	11	6.3211	6.12313	0.197968	2.45316	0.02715	0.0630214
GSE59071	7926330	MEIG1	meiosis/spermiogenesis associated 1	644890	74	11	3.54779	3.6704	-0.122605	-2.5233	0.0271516	0.0630214
GSE59071	8139921	CALN1	calneuron 1	83698	74	11	5.40747	5.57639	-0.168923	-2.50635	0.0271559	0.063027
GSE59071	7952004	SCN4B	sodium voltage-gated channel beta subunit 4	6330	74	11	6.53381	6.62106	-0.0872534	-2.33866	0.0271833	0.0630862
GSE59071	7914015	FAM46B	family with sequence similarity 46 member B	115572	74	11	6.80696	6.67351	0.133453	2.464	0.0271898	0.0630969
GSE59071	7895407				74	11	3.77568	3.42367	0.352011	2.50328	0.0272109	0.0631414
GSE59071	7895313				74	11	5.35723	4.95601	0.40122	2.52242	0.0272229	0.0631649
GSE59071	7946211	RRP8	ribosomal RNA processing 8, methyltransferase, homolog (yeast)	23378	74	11	6.55931	6.71476	-0.155445	-2.49323	0.0272259	0.0631674
GSE59071	7893778				74	11	9.70711	9.84023	-0.133123	-2.30535	0.0272506	0.0632203
GSE59071	7994280	IL4R	interleukin 4 receptor	3566	74	11	9.24203	9.09322	0.148811	2.36966	0.0272551	0.0632264
GSE59071	8128712				74	11	5.97983	6.21256	-0.232729	-2.50018	0.0272808	0.0632816
GSE59071	7988603				74	11	4.99124	5.12288	-0.131639	-2.43581	0.0272997	0.063321
GSE59071	7971901				74	11	3.75032	3.85309	-0.102766	-2.47543	0.0273093	0.0633388
GSE59071	7951589				74	11	6.23546	6.40731	-0.17185	-2.5355	0.0273119	0.0633404
GSE59071	7928705	TSPAN14	tetraspanin 14	81619	74	11	9.25631	9.37424	-0.117934	-2.47831	0.0273207	0.0633564
GSE59071	8154662	LOC100506422	putative deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323	100506422	74	11	4.76575	4.61053	0.155216	2.39891	0.0273272	0.0633671
GSE59071	7940051	ZDHHC5	zinc finger DHHC-type containing 5	25921	74	11	9.27786	9.35553	-0.0776725	-2.32501	0.0273331	0.0633764
GSE59071	8110520				74	11	4.67048	4.83425	-0.163774	-2.49034	0.0273468	0.0634037
GSE59071	8116482	OR2Y1	olfactory receptor family 2 subfamily Y member 1	134083	74	11	5.52658	5.68287	-0.156292	-2.49686	0.0273515	0.0634102
GSE59071	8132343				74	11	4.62103	4.76749	-0.146467	-2.46781	0.0273589	0.0634229
GSE59071	8092596	DGKG	diacylglycerol kinase gamma	1608	74	11	5.99617	5.86033	0.135844	2.48986	0.0273627	0.0634247
GSE59071	8072494	SFI1	SFI1 centrin binding protein	9814	74	11	7.45349	7.53464	-0.0811589	-2.31403	0.0273635	0.0634247
GSE59071	8160803				74	11	3.91105	4.03146	-0.120416	-2.4264	0.0273713	0.0634384
GSE59071	8065122				74	11	6.14089	6.41338	-0.272496	-2.49691	0.027381	0.0634562
GSE59071	7893633				74	11	9.77763	10.0456	-0.268008	-2.46973	0.0273828	0.0634562
GSE59071	8058462	MDH1B	malate dehydrogenase 1B	130752	74	11	4.6642	4.77939	-0.115184	-2.45876	0.0273889	0.0634659
GSE59071	8006746	TBC1D3I	TBC1 domain family member 3I	102724862	74	11	7.88997	8.01537	-0.125408	-2.25388	0.0273909	0.0634661
GSE59071	8162850	TEX10	testis expressed 10	54881	74	11	7.50358	7.34115	0.162429	2.37577	0.027401	0.0634851
GSE59071	8124082				74	11	7.59801	7.74928	-0.151265	-2.43262	0.027414	0.0635108
GSE59071	8055173	CCDC74B	coiled-coil domain containing 74B	91409	74	11	6.08756	5.95695	0.130608	2.45928	0.0274161	0.0635112
GSE59071	8179750	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)	100532737	74	11	11.0553	10.9405	0.11476	2.40347	0.0274285	0.0635355
GSE59071	8106765				74	11	3.13516	3.24488	-0.109719	-2.48006	0.0274354	0.0635471
GSE59071	8094393	ZCCHC4	zinc finger CCHC-type containing 4	29063	74	11	6.33606	6.52251	-0.186452	-2.48219	0.0274429	0.06356
GSE59071	7896636				74	11	3.42507	3.21022	0.214853	2.43427	0.0274526	0.0635781
GSE59071	8078272	NR1D2	nuclear receptor subfamily 1 group D member 2	9975	74	11	7.70427	8.03494	-0.330669	-2.47498	0.0274818	0.0636413
GSE59071	8128934				74	11	4.26844	4.54383	-0.275386	-2.49473	0.0274988	0.0636762
GSE59071	8047487	FZD7	frizzled class receptor 7	8324	74	11	6.68333	6.9682	-0.284873	-2.50804	0.0275038	0.0636833
GSE59071	8018258	USH1G	USH1 protein network component sans	124590	74	11	6.78292	6.96976	-0.18684	-2.49046	0.0275232	0.0637222
GSE59071	7966227				74	11	4.32052	4.44243	-0.121909	-2.47014	0.0275244	0.0637222
GSE59071	7987385	MEIS2	Meis homeobox 2	4212	74	11	6.10205	5.93884	0.163207	2.35308	0.0275385	0.0637504
GSE59071	7953442	GPR162	G protein-coupled receptor 162	27239	74	11	6.1298	5.98197	0.147838	2.48136	0.0275482	0.0637684
GSE59071	8067543	FLJ32154	uncharacterized protein FLJ32154	149650	74	11	6.65375	6.79329	-0.139544	-2.45315	0.0276062	0.0638982
GSE59071	8145055	BMP1	bone morphogenetic protein 1	649	74	11	7.70897	7.93124	-0.222272	-2.41632	0.0276354	0.0639613
GSE59071	7975876	ESRRB	estrogen related receptor beta	2103	74	11	5.59864	5.71224	-0.113598	-2.40804	0.0276416	0.0639712
GSE59071	7914496				74	11	5.48815	5.29708	0.19107	2.41034	0.0276504	0.0639791
GSE59071	8023868	LINC00909	long intergenic non-protein coding RNA 909	400657	74	11	5.8749	6.05155	-0.176643	-2.48839	0.0276504	0.0639791
GSE59071	8063473	RPL12	ribosomal protein L12	6136	74	11	11.5585	11.4074	0.151105	2.42199	0.0276511	0.0639791
GSE59071	8014603	TBC1D3I	TBC1 domain family member 3I	102724862	74	11	7.86611	7.99255	-0.12644	-2.25306	0.0276527	0.0639791
GSE59071	7914182				74	11	4.53206	4.42677	0.105288	2.3653	0.027671	0.064017
GSE59071	8126369				74	11	3.76917	3.86132	-0.0921486	-2.38372	0.0276979	0.0640748
GSE59071	7934906	ACTA2	actin, alpha 2, smooth muscle, aorta	59	74	11	10.0454	9.47499	0.570371	2.45419	0.027702	0.0640753
GSE59071	7940626	SCGB2A1	secretoglobin family 2A member 1	4246	74	11	6.69056	7.11194	-0.421381	-2.48223	0.0277011	0.0640753
GSE59071	8045800				74	11	3.03448	3.15931	-0.124837	-2.46886	0.027735	0.0641472
GSE59071	8107855	RNU6ATAC	RNA, U6atac small nuclear (U12-dependent splicing)	100151684	74	11	6.56723	6.39437	0.17286	2.36093	0.027766	0.0642144
GSE59071	8094190	CC2D2A	coiled-coil and C2 domain containing 2A	57545	74	11	5.42802	5.61089	-0.182876	-2.41437	0.027771	0.0642215
GSE59071	8052674				74	11	4.69483	4.81687	-0.122033	-2.34365	0.0277823	0.0642432
GSE59071	7924636	TMEM63A	transmembrane protein 63A	9725	74	11	9.98533	9.81396	0.171373	2.3721	0.0277914	0.0642598
GSE59071	8153035				74	11	3.1473	3.30158	-0.154281	-2.52993	0.0278039	0.0642783
GSE59071	8096688	GSTCD	glutathione S-transferase C-terminal domain containing	79807	74	11	6.16783	6.03451	0.133322	2.38214	0.027802	0.0642783
GSE59071	8003318	ZC3H18-AS1	ZC3H18 antisense RNA 1 (head to head)	400555	74	11	5.44505	5.55332	-0.108265	-2.44722	0.0278052	0.0642783
GSE59071	7895340				74	11	10.4826	10.3091	0.173527	2.37861	0.0278083	0.064281
GSE59071	8150978	CA8	carbonic anhydrase 8	767	74	11	5.97415	5.63587	0.338288	2.43633	0.027896	0.0644747
GSE59071	7908508	CRB1	crumbs 1, cell polarity complex component	23418	74	11	4.89658	4.98422	-0.0876405	-2.35475	0.0278945	0.0644747
GSE59071	8014047	TEFM	transcription elongation factor, mitochondrial	79736	74	11	6.69184	6.91209	-0.220253	-2.49103	0.0279057	0.0644927
GSE59071	7968732				74	11	3.41247	3.52436	-0.111895	-2.43313	0.0279243	0.0645312
GSE59071	7985562	LOC102724093	golgin subfamily A member 6-like protein 4	102724093	74	11	6.97193	7.09576	-0.123826	-2.32996	0.0279433	0.0645706
GSE59071	7895455				74	11	3.29038	3.46295	-0.172567	-2.43193	0.0279546	0.0645869
GSE59071	8176553	TTTY8B	testis-specific transcript, Y-linked 8B (non-protein coding)	100101118	74	11	4.78742	4.89584	-0.10842	-2.4035	0.0279562	0.0645869
GSE59071	8177048	TTTY8B	testis-specific transcript, Y-linked 8B (non-protein coding)	100101118	74	11	4.78742	4.89584	-0.10842	-2.4035	0.0279562	0.0645869
GSE59071	8029368	ZNF284	zinc finger protein 284	342909	74	11	6.0987	6.38243	-0.283727	-2.52555	0.0279835	0.0646455
GSE59071	8060274	THAP4	THAP domain containing 4	51078	74	11	8.01135	8.15949	-0.148139	-2.44878	0.02799	0.0646515
GSE59071	8077250	THAP4	THAP domain containing 4	51078	74	11	8.01135	8.15949	-0.148139	-2.44878	0.02799	0.0646515
GSE59071	8075691	RPL41P5	ribosomal protein L41 pseudogene 5	6172	74	11	12.7042	12.7872	-0.0830316	-2.46949	0.0279937	0.0646556
GSE59071	8036133	UPK1A-AS1	UPK1A antisense RNA 1	100862728	74	11	6.12742	6.2628	-0.135381	-2.44587	0.0280011	0.0646682
GSE59071	7911989	RPL22	ribosomal protein L22	6146	74	11	6.32312	6.48905	-0.16593	-2.41158	0.0280091	0.0646822
GSE59071	8000632				74	11	5.92629	6.10071	-0.17442	-2.40688	0.0280168	0.0646955
GSE59071	7893327				74	11	3.78596	4.11575	-0.329794	-2.48872	0.02803	0.0647214
GSE59071	7934095				74	11	3.37006	3.44109	-0.0710298	-2.38943	0.0280525	0.0647689
GSE59071	7897691	DISP3	dispatched RND transporter family member 3	57540	74	11	6.05277	6.18924	-0.136473	-2.47055	0.0280586	0.0647785
GSE59071	7927643				74	11	5.02153	4.8854	0.136131	2.42347	0.0280712	0.0648031
GSE59071	7893662				74	11	12.2617	12.3869	-0.125217	-2.41121	0.0281017	0.064869
GSE59071	8136159				74	11	7.84996	8.3113	-0.461344	-2.46954	0.0281268	0.0649214
GSE59071	7992877	ZNF75A	zinc finger protein 75a	7627	74	11	7.5637	7.78024	-0.216541	-2.48841	0.0281283	0.0649214
GSE59071	7893158				74	11	6.40581	6.63427	-0.228453	-2.45168	0.0281489	0.0649534
GSE59071	8006161	TBC1D29	TBC1 domain family member 29	26083	74	11	6.0365	6.17189	-0.135385	-2.43068	0.02815	0.0649534
GSE59071	8006502				74	11	3.39177	3.49814	-0.10637	-2.45816	0.028147	0.0649534
GSE59071	8074498	TXNRD2	thioredoxin reductase 2	10587	74	11	7.41951	7.5102	-0.0906941	-2.43679	0.0281444	0.0649534
GSE59071	8083409	AADACL2	arylacetamide deacetylase like 2	344752	74	11	4.14845	4.28648	-0.138026	-2.48254	0.0281568	0.0649646
GSE59071	8097543	ZNF330	zinc finger protein 330	27309	74	11	7.38619	7.53917	-0.152979	-2.44247	0.0281695	0.0649849
GSE59071	7977596	RNASE9	ribonuclease A family member 9 (inactive)	390443	74	11	4.49884	4.57753	-0.0786894	-2.37564	0.0281682	0.0649849
GSE59071	8086689	MYL3	myosin light chain 3	4634	74	11	5.8649	5.97365	-0.108755	-2.39455	0.0281782	0.0650005
GSE59071	7989253	SLTM	SAFB like transcription modulator	79811	74	11	8.47802	8.61913	-0.141118	-2.42169	0.0281838	0.0650089
GSE59071	7929078	KIF20B	kinesin family member 20B	9585	74	11	6.57785	6.2544	0.323455	2.41973	0.0282116	0.0650685
GSE59071	8055279				74	11	5.22947	5.40189	-0.172427	-2.38543	0.0282369	0.0651223
GSE59071	7937852	SLC22A18	solute carrier family 22 member 18	5002	74	11	9.11529	9.35938	-0.244091	-2.36721	0.0282442	0.0651346
GSE59071	7921356	OR10K2	olfactory receptor family 10 subfamily K member 2	391107	74	11	4.40349	4.58017	-0.176682	-2.43566	0.0282637	0.0651751
GSE59071	7894268				74	11	5.59508	5.82915	-0.234069	-2.38605	0.0282706	0.0651865
GSE59071	7894771				74	11	9.44086	9.67132	-0.230455	-2.43512	0.0283023	0.065255
GSE59071	7895108				74	11	4.92387	5.2346	-0.310738	-2.51685	0.0283104	0.0652647
GSE59071	7926934				74	11	5.69774	5.80611	-0.108378	-2.36446	0.0283098	0.0652647
GSE59071	7894554				74	11	3.40996	3.228	0.181956	2.3699	0.0283208	0.0652841
GSE59071	7915200				74	11	5.26893	5.41485	-0.145923	-2.43902	0.0283421	0.0653287
GSE59071	8139966	TRIM74	tripartite motif containing 74	378108	74	11	6.40047	6.54013	-0.139654	-2.45852	0.0283655	0.0653781
GSE59071	7931500	ADGRA1	adhesion G protein-coupled receptor A1	84435	74	11	6.45375	6.60871	-0.154952	-2.44121	0.0283795	0.0654058
GSE59071	7936280				74	11	5.4134	5.5474	-0.134002	-2.4217	0.0283829	0.0654091
GSE59071	7896632				74	11	6.89421	7.34157	-0.44736	-2.45954	0.0283994	0.0654381
GSE59071	7930376				74	11	6.69662	6.93256	-0.235939	-2.5087	0.0283985	0.0654381
GSE59071	7902269	SRSF11	serine and arginine rich splicing factor 11	9295	74	11	10.112	9.99867	0.11333	2.40903	0.028403	0.0654418
GSE59071	7893873				74	11	5.5627	5.01003	0.552673	2.45761	0.028416	0.0654629
GSE59071	7906527	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4	480	74	11	5.0547	5.18299	-0.128285	-2.45684	0.0284161	0.0654629
