display_group	accession	gene_symbol	log2fc	fdr	p_value	t_stat	neglog10_fdr	plot_class
GSE75214 discovery	GSE75214	SLC22A4	-0.683977	0.00878343	0.00262457	-3.70922	2.056335855485833	not_significant
GSE75214 discovery	GSE75214	HAX1	0.207211	0.00878412	0.00262504	3.57184	2.056301739949783	not_significant
GSE75214 discovery	GSE75214	VPS33B	-0.177002	0.00878871	0.00262694	-3.63212	2.0560748656538084	not_significant
GSE75214 discovery	GSE75214	SNORA65	0.285251	0.00879557	0.00262948	3.59039	2.055736010688237	not_significant
GSE75214 discovery	GSE75214	SNORD83A	0.256471	0.00879557	0.00262952	3.52529	2.055736010688237	not_significant
GSE75214 discovery	GSE75214	MVK	-0.317732	0.00879797	0.0026305	-3.66796	2.0556175232476157	not_significant
GSE75214 discovery	GSE75214	RRP36	0.175225	0.00880063	0.00263156	3.42832	2.0554862374259413	not_significant
GSE75214 discovery	GSE75214	WASIR2	-0.165815	0.00880071	0.00263185	-3.50634	2.055482289594861	not_significant
GSE75214 discovery	GSE75214	SGPP2	-0.229789	0.0088008	0.00263214	-3.16492	2.0554778483277913	not_significant
GSE75214 discovery	GSE75214	EIF2B3	0.22412	0.00880142	0.00263259	3.5169	2.055447254166499	not_significant
GSE75214 discovery	GSE75214	ENPP4	-0.211088	0.00880351	0.00263348	-3.15124	2.0553441381107755	not_significant
GSE75214 discovery	GSE75214	CTAGE10P	-0.149354	0.00882944	0.0026423	-3.56826	2.05406684032076	not_significant
GSE75214 discovery	GSE75214	PPP2R1A	-0.163613	0.00884225	0.0026464	-3.52874	2.0534372102980942	not_significant
GSE75214 discovery	GSE75214	ZDHHC1	-0.19284	0.00884921	0.00264875	-3.54767	2.0530954985626026	not_significant
GSE75214 discovery	GSE75214	TUSC1	-0.187315	0.0088524	0.00264997	-3.69966	2.0529389704939955	not_significant
GSE75214 discovery	GSE75214	THAP9	-0.234793	0.00885378	0.00265065	-3.73358	2.0528712736349055	not_significant
GSE75214 discovery	GSE75214	ASL	-0.180335	0.00885964	0.00265267	-3.34648	2.052583924748378	not_significant
GSE75214 discovery	GSE75214	ICOSLG	-0.170384	0.00887308	0.00265696	-3.46667	2.05192560284915	not_significant
GSE75214 discovery	GSE75214	SNORA44	0.364007	0.00887315	0.00265725	3.53727	2.0519221767001894	not_significant
GSE75214 discovery	GSE75214	HN1L	-0.148699	0.00887865	0.00265943	-3.36297	2.0516530637395998	not_significant
GSE75214 discovery	GSE75214	KIAA2012	-0.216411	0.00889527	0.00266521	-3.68862	2.0508408651482974	not_significant
GSE75214 discovery	GSE75214	MEIOC	-0.115005	0.00889668	0.0026659	-3.43202	2.0507720300604326	not_significant
GSE75214 discovery	GSE75214	BSPH1	-0.208115	0.00889735	0.00266637	-3.79121	2.05073932501239	not_significant
GSE75214 discovery	GSE75214	NEMP1	0.254675	0.00890054	0.00266786	3.33847	2.0505836437027396	not_significant
GSE75214 discovery	GSE75214	C3P1	-0.213122	0.00890054	0.00266775	-3.65249	2.0505836437027396	not_significant
GSE75214 discovery	GSE75214	CEP63	-0.169873	0.00890489	0.0026697	-3.56523	2.0503714409046196	not_significant
GSE75214 discovery	GSE75214	MBD1	0.115072	0.00890807	0.00267092	3.48892	2.0502163789197363	not_significant
GSE75214 discovery	GSE75214	NME4	0.247589	0.00892351	0.00267582	3.71334	2.049464285333369	not_significant
GSE75214 discovery	GSE75214	PLA2G7	1.44814	0.00895393	0.00268548	3.8089	2.0479863051650558	up
GSE75214 discovery	GSE75214	EVA1A	0.240809	0.00899494	0.00269886	3.43002	2.04600172923403	not_significant
GSE75214 discovery	GSE75214	KIF2C	0.38458	0.00899723	0.00270009	3.67507	2.0458911773251796	not_significant
GSE75214 discovery	GSE75214	MPZL1	-0.115121	0.00899723	0.00269997	-3.36202	2.0458911773251796	not_significant
GSE75214 discovery	GSE75214	METTL21A	-0.179254	0.00900396	0.00270238	-3.5686	2.045566443016016	not_significant
GSE75214 discovery	GSE75214	CDK5RAP2	0.180308	0.00900469	0.00270287	3.61077	2.045531233827991	not_significant
GSE75214 discovery	GSE75214	KRTAP19-2	-0.170144	0.00900626	0.00270361	-3.66569	2.0454555196276503	not_significant
GSE75214 discovery	GSE75214	AKR1C2	-0.575966	0.0090241	0.00270978	-3.57097	2.0445961007269164	not_significant
GSE75214 discovery	GSE75214	DCST1	-0.14612	0.00902502	0.00271033	-3.40473	2.0445518269979264	not_significant
GSE75214 discovery	GSE75214	DST	-0.330146	0.00905853	0.00272121	-3.4859	2.0429422730390563	not_significant
GSE75214 discovery	GSE75214	TIGD2	-0.209364	0.00906384	0.00272335	-3.46235	2.042687769487379	not_significant
GSE75214 discovery	GSE75214	MAPRE2	0.121484	0.00908987	0.00273199	3.31978	2.0414423278546407	not_significant
GSE75214 discovery	GSE75214	ABCA7	0.237522	0.0091008	0.00273615	3.58725	2.0409204296223655	not_significant
GSE75214 discovery	GSE75214	ZNF570	-0.379546	0.00910607	0.00273823	-3.66406	2.040669015515103	not_significant
GSE75214 discovery	GSE75214	ADAMTSL4-AS1	0.310834	0.00911712	0.0027421	3.44711	2.0401423289565805	not_significant
GSE75214 discovery	GSE75214	ZNF347	-0.364837	0.00912492	0.00274472	-3.656	2.039770934401444	not_significant
GSE75214 discovery	GSE75214	SPATA31C2	-0.191313	0.00912553	0.00274518	-3.66551	2.039741902828627	not_significant
GSE75214 discovery	GSE75214	CFAP97	0.311198	0.00912559	0.00274547	3.6318	2.0397390473689168	not_significant
GSE75214 discovery	GSE75214	FAM182B	-0.120928	0.0091268	0.00274611	-3.14793	2.0396814662714418	not_significant
GSE75214 discovery	GSE75214	ZNF833P	-0.161743	0.00916334	0.00275793	-3.6629	2.03794619891088	not_significant
GSE75214 discovery	GSE75214	TMEM106B	-0.294402	0.00917879	0.00276341	-3.48255	2.037214566179861	not_significant
GSE75214 discovery	GSE75214	OR5G5P	-0.32396	0.0091809	0.00276432	-3.69975	2.03711474299539	not_significant
GSE75214 discovery	GSE75214	CHMP6	-0.15368	0.00918335	0.00276561	-3.51	2.036998863339322	not_significant
GSE75214 discovery	GSE75214	MARCH1	0.677025	0.00919369	0.002769	3.70508	2.0365101442184224	not_significant
GSE75214 discovery	GSE75214	ACTR2	-0.115134	0.00919984	0.00277113	-3.53602	2.0362197256676344	not_significant
GSE75214 discovery	GSE75214	GSDMD	0.271708	0.00920301	0.00277236	3.65487	2.036070106068361	not_significant
GSE75214 discovery	GSE75214	LOC401052	-0.258933	0.00921023	0.00277509	-3.65969	2.0357295243651903	not_significant
GSE75214 discovery	GSE75214	THRB	-1.34737	0.0092189	0.00277798	-3.85448	2.035320895912747	down
GSE75214 discovery	GSE75214	CHST12	0.195752	0.00923684	0.00278422	3.53102	2.034476579135495	not_significant
GSE75214 discovery	GSE75214	GRASP	0.201092	0.00923841	0.00278497	3.46108	2.0344027677025527	not_significant
GSE75214 discovery	GSE75214	FXYD4	-0.245454	0.00924613	0.00278804	-3.65358	2.034040004702204	not_significant
GSE75214 discovery	GSE75214	DEFB136	0.156933	0.00924829	0.00278906	3.38513	2.0339385604736018	not_significant
GSE75214 discovery	GSE75214	FZR1	0.139076	0.00925622	0.00279196	3.58907	2.0335663317085793	not_significant
GSE75214 discovery	GSE75214	SIRT3	-0.162521	0.00925765	0.00279272	-3.62561	2.0334992424279097	not_significant
GSE75214 discovery	GSE75214	SC5D	-0.435343	0.00928882	0.00280268	-3.4766	2.0320394528564956	not_significant
GSE75214 discovery	GSE75214	ZNF292	-0.313144	0.00929797	0.0028063	-3.73897	2.0316118594064783	not_significant
GSE75214 discovery	GSE75214	PSMA6	0.214195	0.00929797	0.00280655	3.3592	2.0316118594064783	not_significant
GSE75214 discovery	GSE75214	TUBGCP5	-0.195394	0.00929797	0.00280656	-3.49354	2.0316118594064783	not_significant
GSE75214 discovery	GSE75214	BLK	0.280664	0.00930274	0.00280856	3.33197	2.0313891168634153	not_significant
GSE75214 discovery	GSE75214	BID	0.2031	0.00931135	0.00281172	3.50447	2.0309873485517906	not_significant
GSE75214 discovery	GSE75214	BOK	0.175988	0.00931135	0.00281151	3.53522	2.0309873485517906	not_significant
GSE75214 discovery	GSE75214	AP2S1	0.226817	0.00932301	0.00281644	3.69949	2.0304438499481483	not_significant
GSE75214 discovery	GSE75214	CRELD1	0.159275	0.00932301	0.00281664	3.6004	2.0304438499481483	not_significant
GSE75214 discovery	GSE75214	BTBD11	0.108779	0.00932301	0.00281663	3.33982	2.0304438499481483	not_significant
GSE75214 discovery	GSE75214	SPANXN4	-0.219077	0.00932714	0.0028187	-3.61303	2.030251504445342	not_significant
GSE75214 discovery	GSE75214	STK11	-0.184728	0.00933134	0.00282056	-3.68218	2.030055986176458	not_significant
GSE75214 discovery	GSE75214	ZFP62	-0.34911	0.0093316	0.00282092	-3.57306	2.0300438855572307	not_significant
GSE75214 discovery	GSE75214	DYNC2H1	0.338529	0.00933275	0.00282155	3.5494	2.029990367630829	not_significant
GSE75214 discovery	GSE75214	PDSS2	-0.270339	0.00933484	0.00282246	-3.49031	2.029893121497721	not_significant
GSE75214 discovery	GSE75214	SNORD104	0.459402	0.00933708	0.00282347	3.47232	2.029788920146802	not_significant
GSE75214 discovery	GSE75214	LYRM2	-0.256215	0.00933708	0.0028237	-3.42151	2.029788920146802	not_significant
GSE75214 discovery	GSE75214	RACGAP1	0.318838	0.00935238	0.00282917	3.5239	2.029077855508498	not_significant
GSE75214 discovery	GSE75214	CHM	-0.189755	0.00935323	0.00282971	-3.46779	2.0290383860327768	not_significant
GSE75214 discovery	GSE75214	SPOUT1	-0.110288	0.00936106	0.00283236	-3.36666	2.028674971124519	not_significant
GSE75214 discovery	GSE75214	DPPA2	-0.154419	0.0093816	0.00283906	-3.62661	2.0277230878561467	not_significant
GSE75214 discovery	GSE75214	PLRG1	-0.215319	0.00938636	0.00284086	-3.45514	2.0275027930794973	not_significant
GSE75214 discovery	GSE75214	GKAP1	-0.188357	0.00939447	0.0028436	-3.41334	2.0271277161029033	not_significant
GSE75214 discovery	GSE75214	TEX36	-0.172369	0.00939965	0.00284545	-3.62747	2.026888317240576	not_significant
GSE75214 discovery	GSE75214	MAOB	-0.513475	0.00941712	0.0028514	-3.62552	2.026081895439297	not_significant
GSE75214 discovery	GSE75214	CYFIP1	-0.313719	0.00941712	0.00285174	-3.70901	2.026081895439297	not_significant
GSE75214 discovery	GSE75214	CTNNA2	-0.131995	0.00942744	0.00285528	-3.47308	2.025606222937387	not_significant
GSE75214 discovery	GSE75214	SLC38A11	-0.457125	0.00944257	0.00286043	-3.63293	2.0249097869610093	not_significant
GSE75214 discovery	GSE75214	LARS	-0.246267	0.00946415	0.00286725	-3.50572	2.0239183850690483	not_significant
GSE75214 discovery	GSE75214	RNU105B	-0.173244	0.00947684	0.00287138	-3.40169	2.023336451622069	not_significant
GSE75214 discovery	GSE75214	SHPRH	-0.290486	0.00947994	0.00287289	-3.62904	2.023194411369885	not_significant
GSE75214 discovery	GSE75214	BRICD5	-0.155248	0.00948774	0.00287554	-3.46785	2.0228372251299445	not_significant
GSE75214 discovery	GSE75214	MRPL30	-0.295462	0.00951318	0.00288468	-3.5905	2.0216742858384293	not_significant
GSE75214 discovery	GSE75214	PHLDB3	-0.208607	0.0095159	0.00288579	-3.68157	2.0215501304931554	not_significant
GSE75214 discovery	GSE75214	SV2B	0.269869	0.00956181	0.00290029	3.48502	2.0194598902963037	not_significant
GSE75214 discovery	GSE75214	SH3KBP1	-0.225231	0.00956278	0.00290087	-3.56196	2.0194158354279055	not_significant
GSE75214 discovery	GSE75214	DIAPH1	0.300705	0.0095793	0.00290646	3.70322	2.018666225498133	not_significant
GSE75214 discovery	GSE75214	EP400	0.166619	0.00957987	0.00290692	3.68335	2.0186403843103613	not_significant
GSE75214 discovery	GSE75214	TOPORS	-0.151747	0.00958041	0.00290742	-3.48456	2.018615904603354	not_significant
GSE75214 discovery	GSE75214	CXorf65	0.313136	0.009582	0.00290872	3.55721	2.0185438334778736	not_significant
GSE75214 discovery	GSE75214	SFT2D2	-0.321491	0.00960023	0.00291454	-3.69693	2.01771836211311	not_significant
GSE75214 discovery	GSE75214	C12orf40	-0.165258	0.00961772	0.00292014	-3.51364	2.0169278706626086	not_significant
GSE75214 discovery	GSE75214	CD47	0.325637	0.00962138	0.00292154	3.68936	2.0167626323902423	not_significant
GSE75214 discovery	GSE75214	LRSAM1	0.146531	0.00962336	0.00292272	3.6	2.016673267392097	not_significant
GSE75214 discovery	GSE75214	SNORA38	0.469587	0.00962593	0.00292379	3.63037	2.016557300847344	not_significant
GSE75214 discovery	GSE75214	QRFP	-0.161728	0.00963054	0.00292548	-3.54951	2.016349360596631	not_significant
GSE75214 discovery	GSE75214	SLC6A4	-0.829425	0.0096337	0.00292702	-3.88156	2.0162068820379004	not_significant
GSE75214 discovery	GSE75214	MYO7A	0.198779	0.00966183	0.00293673	3.67193	2.01494060819823	not_significant
GSE75214 discovery	GSE75214	SLC9A3R2	0.16707	0.00966677	0.00293852	3.50281	2.0147186143872644	not_significant
GSE75214 discovery	GSE75214	RPL13AP3	-0.136225	0.00969237	0.00294747	-3.42991	2.0135700153051497	not_significant
GSE75214 discovery	GSE75214	WFDC9	-0.146297	0.00971415	0.00295516	-3.50187	2.0125951946997827	not_significant
GSE75214 discovery	GSE75214	CEP126	-0.378351	0.00971651	0.00295627	-3.726	2.012489698027788	not_significant
GSE75214 discovery	GSE75214	ID3	-0.437289	0.00973105	0.00296128	-3.65768	2.011840295949227	not_significant
GSE75214 discovery	GSE75214	HIST1H2AJ	0.441574	0.00974462	0.00296629	3.58272	2.0112350919102244	not_significant
GSE75214 discovery	GSE75214	ZNF749	-0.321194	0.00974462	0.00296626	-3.65199	2.0112350919102244	not_significant
GSE75214 discovery	GSE75214	KCNH2	-0.134953	0.00974869	0.00296782	-3.37689	2.0110537395829873	not_significant
GSE75214 discovery	GSE75214	ANAPC13	0.226136	0.00976095	0.00297214	3.51469	2.010507911874326	not_significant
GSE75214 discovery	GSE75214	GOLGA6L2	-0.216127	0.00976235	0.00297286	-3.63763	2.010445626064478	not_significant
GSE75214 discovery	GSE75214	CLRN2	-0.269946	0.00976798	0.00297487	-3.6062	2.0101952382829253	not_significant
GSE75214 discovery	GSE75214	NXT2	-0.26177	0.00977594	0.00297788	-3.5852	2.0098414725831986	not_significant
GSE75214 discovery	GSE75214	ZNF611	-0.227767	0.00977982	0.00297965	-3.51338	2.0096691384359295	not_significant
GSE75214 discovery	GSE75214	SLIT3	0.254785	0.00978112	0.00298034	3.27188	2.00961141290461	not_significant
GSE75214 discovery	GSE75214	C17orf53	0.202154	0.0097941	0.00298459	3.49998	2.00903546604922	not_significant
GSE75214 discovery	GSE75214	CCDC83	-0.125784	0.00979959	0.00298656	-3.52769	2.0087920941506097	not_significant
GSE75214 discovery	GSE75214	TBL2	0.152016	0.00980079	0.00298722	3.53908	2.0087389162653917	not_significant
GSE75214 discovery	GSE75214	ZCCHC16	0.139874	0.00980844	0.00299014	3.34333	2.0084000602312577	not_significant
GSE75214 discovery	GSE75214	WDR91	0.179112	0.00980891	0.00299058	3.44021	2.008379250243514	not_significant
GSE75214 discovery	GSE75214	ZWILCH	0.326737	0.00981185	0.00299177	3.47618	2.0082490997512443	not_significant
GSE75214 discovery	GSE75214	TPX2	0.534661	0.009828	0.00299699	3.63948	2.0075348521919567	not_significant
GSE75214 discovery	GSE75214	PGP	0.180729	0.00983218	0.00299856	3.56332	2.0073501793190016	not_significant
GSE75214 discovery	GSE75214	AMIGO3	0.127033	0.00984204	0.00300216	3.41528	2.006914874239555	not_significant
GSE75214 discovery	GSE75214	MYRFL	0.789539	0.00984661	0.00300385	3.42796	2.0067132630759716	not_significant
GSE75214 discovery	GSE75214	CEACAM4	0.160266	0.00987259	0.00301237	3.51399	2.0055688984802296	not_significant
GSE75214 discovery	GSE75214	VSIG10L	-0.3237	0.00988116	0.00301528	-3.77158	2.0051920683650946	not_significant
GSE75214 discovery	GSE75214	VWDE	-0.247043	0.00988457	0.00301662	-3.6479	2.005042218681022	not_significant
GSE75214 discovery	GSE75214	PLXNA3	0.270015	0.0099188	0.00302796	3.43054	2.0035408666464463	not_significant
GSE75214 discovery	GSE75214	EPS8L1	0.335102	0.00992539	0.00303027	3.50327	2.0032524194242667	not_significant
GSE75214 discovery	GSE75214	BECN1	-0.229318	0.00994809	0.0030375	-3.52372	2.0022602943383134	not_significant
GSE75214 discovery	GSE75214	SSBP2	-0.349432	0.00997724	0.003047	-3.51233	2.0009895808114457	not_significant
GSE75214 discovery	GSE75214	CFAP100	-0.191988	0.00997724	0.00304675	-3.66138	2.0009895808114457	not_significant
GSE75214 discovery	GSE75214	ECHS1	-0.428518	0.00998212	0.00304879	-3.63585	2.000777213569819	not_significant
GSE75214 discovery	GSE75214	CCDC175	-0.404867	0.00999069	0.00305171	-3.8071	2.000404516494312	not_significant
GSE75214 discovery	GSE75214	ZNF491	-0.165432	0.0100298	0.00306487	-3.62801	1.9987077269758315	not_significant
GSE75214 discovery	GSE75214	ZNF419	-0.235668	0.0100309	0.00306551	-3.66519	1.9986600991332764	not_significant
GSE75214 discovery	GSE75214	PRPF8	0.156166	0.0100507	0.00307217	3.41449	1.9978036899300053	not_significant
GSE75214 discovery	GSE75214	FAM234B	0.22316	0.0100747	0.00308041	3.45745	1.9967678772250055	not_significant
GSE75214 discovery	GSE75214	CAMK2N2	-0.170458	0.0100854	0.00308399	-3.45885	1.9963068724291255	not_significant
GSE75214 discovery	GSE75214	MOCOS	0.310402	0.0101067	0.0030914	3.44449	1.9953906253923452	not_significant
GSE75214 discovery	GSE75214	RPL11	0.203104	0.0101092	0.00309246	3.41058	1.995283211306374	not_significant
GSE75214 discovery	GSE75214	ZNF391	-0.426424	0.0101094	0.00309282	-3.70333	1.9952746193270696	not_significant
GSE75214 discovery	GSE75214	PTRH1	0.183689	0.0101222	0.00309737	3.66868	1.9947250859129977	not_significant
GSE75214 discovery	GSE75214	TPSB2	0.468423	0.0101343	0.00310167	3.45526	1.9942062436790435	not_significant
GSE75214 discovery	GSE75214	TEX15	-0.174893	0.0101458	0.0031055	-3.55619	1.9937137030034837	not_significant
GSE75214 discovery	GSE75214	FAT3	-0.147637	0.0101605	0.00311031	-3.5662	1.9930849198180507	not_significant
GSE75214 discovery	GSE75214	CYP39A1	0.383603	0.0101627	0.00311127	3.5789	1.9929908944811037	not_significant
GSE75214 discovery	GSE75214	FAM175A	-0.302158	0.0101675	0.00311336	-3.44456	1.992785818923375	not_significant
GSE75214 discovery	GSE75214	DCD	-0.135296	0.0101675	0.0031133	-3.50559	1.992785818923375	not_significant
GSE75214 discovery	GSE75214	PPP4R2	-0.160502	0.0101711	0.00311509	-3.27217	1.9926320757796796	not_significant
GSE75214 discovery	GSE75214	IKBKG	-0.14076	0.0101711	0.00311482	-3.42603	1.9926320757796796	not_significant
GSE75214 discovery	GSE75214	CCHCR1	-0.193187	0.0101744	0.00311669	-3.55849	1.9924911923604618	not_significant
GSE75214 discovery	GSE75214	ZNF260	-0.38599	0.0101989	0.00312482	-3.6302	1.9914466664431383	not_significant
GSE75214 discovery	GSE75214	CBLB	0.264206	0.0102035	0.00312683	3.51202	1.9912508311835015	not_significant
GSE75214 discovery	GSE75214	LINC00474	-0.22631	0.0102035	0.00312677	-3.52399	1.9912508311835015	not_significant
GSE75214 discovery	GSE75214	KCNH1	0.165699	0.0102083	0.00312861	3.47576	1.9910465754538196	not_significant
GSE75214 discovery	GSE75214	MAP3K9	0.141247	0.0102394	0.00313908	3.48491	1.9897254910480322	not_significant
GSE75214 discovery	GSE75214	C14orf177	-0.158824	0.01025	0.00314264	-3.54428	1.9892761346082268	not_significant
GSE75214 discovery	GSE75214	ZRANB3	0.15634	0.0102646	0.00314804	3.20354	1.9886579699346472	not_significant
GSE75214 discovery	GSE75214	C1QTNF6	0.317028	0.0102706	0.00315049	3.57871	1.9884041845353746	not_significant
GSE75214 discovery	GSE75214	TRPM3	-0.115078	0.0102998	0.00315977	-3.34072	1.987171208279263	not_significant
GSE75214 discovery	GSE75214	MIR224	0.334963	0.0103006	0.00316031	3.25613	1.9871374773239712	not_significant
GSE75214 discovery	GSE75214	CACNA1E	0.167582	0.0103036	0.00316217	3.3099	1.9870110095693465	not_significant
GSE75214 discovery	GSE75214	TRAT1	0.614367	0.0103045	0.00316305	3.4031	1.9869730764232574	not_significant
GSE75214 discovery	GSE75214	MFAP4	0.73249	0.0103241	0.00317001	3.48055	1.9861477974991626	not_significant
GSE75214 discovery	GSE75214	ZNF257	-0.360718	0.0103453	0.00317684	-3.67469	1.985256910850788	not_significant
GSE75214 discovery	GSE75214	ZNF565	-0.226412	0.0103646	0.00318339	-3.69895	1.9844474539314185	not_significant
