tissue_assignment	celltype	gene_symbol	n_diseased_samples	n_healthy_samples	diseased_cells	healthy_cells	mean_log1p_cpm_diseased	mean_log1p_cpm_healthy	delta_log1p_cpm_diseased_minus_healthy	p_log1p_cpm_mannwhitney	mean_detection_diseased	mean_detection_healthy	delta_detection_diseased_minus_healthy	p_detection_mannwhitney
R	T:T14	STAT5A	6	4	85	270	0.446688	0.191734	0.254954	0.589485	0.156629	0.0666678	0.089961	0.589485
R	T:T14	SYK	6	4	85	270	0	0.0075623	-0.0075623	0.307434	0	0.00128866	-0.00128866	0.307434
R	T:T14	TLR4	6	4	85	270	0	0	0	1	0	0	0	1
R	T:T14	TNF	6	4	85	270	0.996589	1.40261	-0.406021	0.609524	0.193561	0.361343	-0.167782	0.160642
R	T:T15	ACTA2	4	4	6	17	0	0.0751475	-0.0751475	0.453255	0	0.0178571	-0.0178571	0.453255
R	T:T15	AHR	4	4	6	17	0.298635	0.0751475	0.223487	1	0.125	0.0178571	0.107143	1
R	T:T15	AKT1	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	ARNTL	4	4	6	17	0.347042	0.1797	0.167343	1	0.25	0.0535715	0.196429	1
R	T:T15	BCL6	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	BECN1	4	4	6	17	0	0.360147	-0.360147	0.185877	0	0.267857	-0.267857	0.185877
R	T:T15	BLNK	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	BRD4	4	4	6	17	0.587657	0	0.587657	0.185877	0.375	0	0.375	0.185877
R	T:T15	CAT	4	4	6	17	0.240615	0	0.240615	0.453255	0.125	0	0.125	0.453255
R	T:T15	CD4	4	4	6	17	0.240615	0.13285	0.107765	1	0.125	0.0178571	0.107143	1
R	T:T15	CD86	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	CREB1	4	4	6	17	0	0.390253	-0.390253	0.453255	0	0.25	-0.25	0.453255
R	T:T15	CTNNB1	4	4	6	17	0	0.13285	-0.13285	0.453255	0	0.0357143	-0.0357143	0.453255
R	T:T15	DNMT1	4	4	6	17	0.587657	0.283168	0.304489	0.619839	0.375	0.107143	0.267857	0.408352
R	T:T15	FOXP3	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	GABPA	4	4	6	17	0	0.0751475	-0.0751475	0.453255	0	0.0178571	-0.0178571	0.453255
R	T:T15	HIF1A	4	4	6	17	0	0.0751475	-0.0751475	0.453255	0	0.0178571	-0.0178571	0.453255
R	T:T15	HMOX1	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	ICAM1	4	4	6	17	0.298635	0.1797	0.118935	1	0.125	0.0535715	0.0714285	1
R	T:T15	IFNG	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	IL15	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	IL1B	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	IL7	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	ITGAM	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	ITGAX	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	JAK1	4	4	6	17	1.50989	1.47081	0.0390775	1	0.75	0.714286	0.0357143	0.738883
R	T:T15	LYZ	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	MAFB	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	MAP1LC3B	4	4	6	17	0.93713	0.21914	0.71799	0.408352	0.375	0.0535715	0.321429	0.408352
R	T:T15	MAPK14	4	4	6	17	0	0.13285	-0.13285	0.453255	0	0.0357143	-0.0357143	0.453255
R	T:T15	NFKB1	4	4	6	17	0.46832	0.67342	-0.2051	0.868661	0.25	0.321429	-0.0714285	0.738883
R	T:T15	NLRP3	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	OSM	4	4	6	17	0.298635	0.0751475	0.223487	1	0.125	0.0178571	0.107143	1
R	T:T15	PARP1	4	4	6	17	0.487015	0.697893	-0.210878	0.868661	0.25	0.357143	-0.107143	0.738883
R	T:T15	PIAS1	4	4	6	17	0.671487	0.0751475	0.596339	0.408352	0.375	0.0178571	0.357143	0.408352
R	T:T15	PKM	4	4	6	17	0.587657	0.538197	0.0494595	1	0.375	0.321429	0.0535715	1
R	T:T15	PRKAA1	4	4	6	17	0	0.0751475	-0.0751475	0.453255	0	0.0178571	-0.0178571	0.453255
R	T:T15	PTGS2	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	RELA	4	4	6	17	0	0.7504	-0.7504	0.0689184	0	0.517857	-0.517857	0.066753
R	T:T15	SH3KBP1	4	4	6	17	0	0.1797	-0.1797	0.453255	0	0.0535715	-0.0535715	0.453255
R	T:T15	SMAD3	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	SOD1	4	4	6	17	0.240615	0.253198	-0.012583	1	0.125	0.0892857	0.0357143	1
R	T:T15	STAT3	4	4	6	17	0	0.376383	-0.376383	0.453255	0	0.125	-0.125	0.453255
R	T:T15	STAT5A	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	SYK	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	TLR4	4	4	6	17	0	0	0	1	0	0	0	1
R	T:T15	TNF	4	4	6	17	0.298635	1.3161	-1.01746	0.218604	0.125	0.535714	-0.410714	0.215476
R	T:T16	ACTA2	2	1	9	3	0	0.483569	-0.483569		0	0.333333	-0.333333	
R	T:T16	AHR	2	1	9	3	0	0	0		0	0	0	
R	T:T16	AKT1	2	1	9	3	0.868727	0	0.868727		0.416667	0	0.416667	
R	T:T16	ARNTL	2	1	9	3	0	0.483569	-0.483569		0	0.333333	-0.333333	
R	T:T16	BCL6	2	1	9	3	0	0	0		0	0	0	
R	T:T16	BECN1	2	1	9	3	0	0	0		0	0	0	
R	T:T16	BLNK	2	1	9	3	0.301392	0	0.301392		0.0833335	0	0.0833335	
R	T:T16	BRD4	2	1	9	3	0.301392	0.483569	-0.182177		0.0833335	0.333333	-0.249999	
R	T:T16	CAT	2	1	9	3	0.360156	0	0.360156		0.166666	0	0.166666	
R	T:T16	CD4	2	1	9	3	0	0	0		0	0	0	
R	T:T16	CD86	2	1	9	3	0	0	0		0	0	0	
R	T:T16	CREB1	2	1	9	3	0.301392	0	0.301392		0.0833335	0	0.0833335	
R	T:T16	CTNNB1	2	1	9	3	0	0	0		0	0	0	
R	T:T16	DNMT1	2	1	9	3	0.301392	0	0.301392		0.0833335	0	0.0833335	
R	T:T16	FOXP3	2	1	9	3	0	0	0		0	0	0	
R	T:T16	GABPA	2	1	9	3	0	0	0		0	0	0	
R	T:T16	HIF1A	2	1	9	3	0	0.483569	-0.483569		0	0.333333	-0.333333	
R	T:T16	HMOX1	2	1	9	3	0	0	0		0	0	0	
R	T:T16	ICAM1	2	1	9	3	0.623745	0	0.623745		0.166666	0	0.166666	
R	T:T16	IFNG	2	1	9	3	1.84151	0.483569	1.35794		0.75	0.333333	0.416667	
R	T:T16	IL15	2	1	9	3	0.360156	0	0.360156		0.166666	0	0.166666	
R	T:T16	IL1B	2	1	9	3	0	0	0		0	0	0	
R	T:T16	IL7	2	1	9	3	0.360156	0	0.360156		0.166666	0	0.166666	
R	T:T16	ITGAM	2	1	9	3	0.301392	0	0.301392		0.0833335	0	0.0833335	
R	T:T16	ITGAX	2	1	9	3	0.301392	0	0.301392		0.0833335	0	0.0833335	
R	T:T16	JAK1	2	1	9	3	0.957755	0.483569	0.474186		0.333334	0.333333	5e-07	
R	T:T16	LYZ	2	1	9	3	0	0	0		0	0	0	
R	T:T16	MAFB	2	1	9	3	0	0	0		0	0	0	
R	T:T16	MAP1LC3B	2	1	9	3	0.661548	1.05276	-0.391212		0.25	0.666667	-0.416667	
R	T:T16	MAPK14	2	1	9	3	0	0	0		0	0	0	
R	T:T16	NFKB1	2	1	9	3	0.301392	0.483569	-0.182177		0.0833335	0.333333	-0.249999	
R	T:T16	NLRP3	2	1	9	3	0	0	0		0	0	0	
R	T:T16	OSM	2	1	9	3	0	0	0		0	0	0	
R	T:T16	PARP1	2	1	9	3	0.661548	0.808128	-0.14658		0.25	0.333333	-0.083333	
R	T:T16	PIAS1	2	1	9	3	1.44372	0.808128	0.635587		0.583333	0.666667	-0.0833335	
R	T:T16	PKM	2	1	9	3	1.17829	0.808128	0.370163		0.333333	0.333333	0	
R	T:T16	PRKAA1	2	1	9	3	0.848264	0.483569	0.364695		0.333333	0.333333	0	
R	T:T16	PTGS2	2	1	9	3	0	0	0		0	0	0	
R	T:T16	RELA	2	1	9	3	0.488109	0	0.488109		0.0833335	0	0.0833335	
R	T:T16	SH3KBP1	2	1	9	3	0.868727	0.808128	0.060599		0.25	0.333333	-0.083333	
R	T:T16	SMAD3	2	1	9	3	0	0	0		0	0	0	
R	T:T16	SOD1	2	1	9	3	1.29767	0.483569	0.814096		0.333333	0.333333	0	
R	T:T16	STAT3	2	1	9	3	1.67114	0.808128	0.863012		0.666667	0.666667	0	
R	T:T16	STAT5A	2	1	9	3	0	0	0		0	0	0	
R	T:T16	SYK	2	1	9	3	0	0	0		0	0	0	
R	T:T16	TLR4	2	1	9	3	0	0	0		0	0	0	
R	T:T16	TNF	2	1	9	3	0.623745	0	0.623745		0.0833335	0	0.0833335	
R	T:T2	ACTA2	7	4	878	576	0.0974784	0.0477585	0.0497199	0.129695	0.0245892	0.0177632	0.00682606	0.704817
R	T:T2	AHR	7	4	878	576	0.856939	0.68055	0.176388	0.315152	0.247564	0.243776	0.00378799	1
R	T:T2	AKT1	7	4	878	576	0.141828	0.124132	0.0176963	0.849769	0.0373845	0.047713	-0.0103286	0.448659
R	T:T2	ARNTL	7	4	878	576	0.336091	0.417676	-0.081585	0.412121	0.0892703	0.137803	-0.0485325	0.109091
R	T:T2	BCL6	7	4	878	576	0.148348	0.0856073	0.0627405	0.255756	0.036173	0.0296679	0.00650507	0.704817
R	T:T2	BECN1	7	4	878	576	0.329716	0.336472	-0.006756	0.927273	0.0823816	0.118823	-0.0364416	0.527273
R	T:T2	BLNK	7	4	878	576	0.0536735	0.019714	0.0339595	0.498404	0.00951886	0.00413534	0.00538352	0.498404
R	T:T2	BRD4	7	4	878	576	0.444787	0.369614	0.0751738	1	0.12333	0.141949	-0.018618	0.527273
R	T:T2	CAT	7	4	878	576	0.252545	0.209404	0.0431408	0.648485	0.0643316	0.072102	-0.00777045	0.527273
R	T:T2	CD4	7	4	878	576	0.404477	0.714774	-0.310298	0.0727273	0.110539	0.257634	-0.147095	0.0121212
R	T:T2	CD86	7	4	878	576	0	0	0	1	0	0	0	1
R	T:T2	CREB1	7	4	878	576	0.394636	0.241961	0.152675	0.527273	0.106296	0.0980107	0.00828517	1
R	T:T2	CTNNB1	7	4	878	576	0.25739	0.333935	-0.0765452	0.648485	0.0692997	0.107649	-0.0383497	0.218253
R	T:T2	DNMT1	7	4	878	576	0.428601	0.490149	-0.0615481	0.648485	0.120313	0.178958	-0.0586448	0.230303
R	T:T2	FOXP3	7	4	878	576	0.0662912	0.0173468	0.0489444	0.0582075	0.0159775	0.00474624	0.0112313	0.0882469
R	T:T2	GABPA	7	4	878	576	0.0981482	0.0981126	3.55857e-05	1	0.0232966	0.0337876	-0.010491	0.448659
R	T:T2	HIF1A	7	4	878	576	0.611258	0.676853	-0.065595	0.648485	0.169131	0.224671	-0.0555406	0.230303
R	T:T2	HMOX1	7	4	878	576	0.0118887	0	0.0118887	0.326558	0.00347639	0	0.00347639	0.326558
R	T:T2	ICAM1	7	4	878	576	0.543171	0.650814	-0.107643	0.648485	0.131263	0.177819	-0.0465566	0.412121
R	T:T2	IFNG	7	4	878	576	0.761343	0.944392	-0.183049	0.927273	0.127652	0.150997	-0.0233455	0.527273
R	T:T2	IL15	7	4	878	576	0.140861	0.0568144	0.0840464	0.163636	0.0342828	0.0173872	0.0168956	0.230303
R	T:T2	IL1B	7	4	878	576	0	0	0	1	0	0	0	1
R	T:T2	IL7	7	4	878	576	0.00691419	0	0.00691419	0.326558	0.00180738	0	0.00180738	0.326558
R	T:T2	ITGAM	7	4	878	576	0.00633216	0.00486093	0.00147123	0.810051	0.00152905	0.00238095	-0.0008519	1
R	T:T2	ITGAX	7	4	878	576	0.00300466	0	0.00300466	0.57075	0.000655309	0	0.000655309	0.57075
R	T:T2	JAK1	7	4	878	576	1.2903	1.19691	0.09339	0.527273	0.443718	0.493311	-0.049593	0.230303
R	T:T2	LYZ	7	4	878	576	0.0444976	0	0.0444976	0.326558	0.00262123	0	0.00262123	0.324127
R	T:T2	MAFB	7	4	878	576	0.0135427	0.00676823	0.00677449	1	0.00391326	0.00175439	0.00215887	1
R	T:T2	MAP1LC3B	7	4	878	576	1.03034	0.834331	0.196013	0.315152	0.335669	0.331339	0.0043301	0.927273
R	T:T2	MAPK14	7	4	878	576	0.100566	0.187596	-0.0870294	0.384064	0.0279422	0.0511853	-0.0232431	0.287391
R	T:T2	NFKB1	7	4	878	576	0.769453	0.81572	-0.0462663	0.927273	0.229666	0.266076	-0.0364102	0.315152
R	T:T2	NLRP3	7	4	878	576	0.0541114	0.140253	-0.0861415	0.155433	0.0123374	0.0400167	-0.0276793	0.0719514
R	T:T2	OSM	7	4	878	576	0.16704	0.268929	-0.101889	0.412121	0.035634	0.0580775	-0.0224435	0.109091
R	T:T2	PARP1	7	4	878	576	0.422387	0.392806	0.0295811	0.927273	0.111358	0.157566	-0.0462081	0.230303
R	T:T2	PIAS1	7	4	878	576	0.575759	0.515567	0.0601914	0.787879	0.172136	0.186085	-0.0139496	0.787879
R	T:T2	PKM	7	4	878	576	0.980966	1.03883	-0.0578621	0.787879	0.286896	0.369491	-0.082595	0.163636
R	T:T2	PRKAA1	7	4	878	576	0.304896	0.251081	0.0538147	0.849769	0.0776045	0.106203	-0.0285985	0.704817
R	T:T2	PTGS2	7	4	878	576	0.0116571	0	0.0116571	0.57075	0.000655309	0	0.000655309	0.57075
R	T:T2	RELA	7	4	878	576	0.373622	0.501718	-0.128097	0.648485	0.101636	0.170687	-0.0690508	0.109091
R	T:T2	SH3KBP1	7	4	878	576	0.672124	0.794024	-0.121899	0.0424242	0.19267	0.291698	-0.0990278	0.109091
R	T:T2	SMAD3	7	4	878	576	0.298458	0.415378	-0.11692	0.527273	0.0837047	0.130592	-0.0468875	0.163636
R	T:T2	SOD1	7	4	878	576	1.31056	1.16169	0.148871	0.109091	0.461353	0.472301	-0.0109471	0.527273
R	T:T2	STAT3	7	4	878	576	1.1646	1.25779	-0.0931946	0.527273	0.385182	0.477334	-0.0921522	0.230303
R	T:T2	STAT5A	7	4	878	576	0.303346	0.323842	-0.020496	0.787879	0.0837536	0.102245	-0.0184916	0.412121
R	T:T2	SYK	7	4	878	576	0.0245838	0.0113488	0.013235	1	0.00408347	0.00324248	0.000840991	1
R	T:T2	TLR4	7	4	878	576	0	0	0	1	0	0	0	1
R	T:T2	TNF	7	4	878	576	1.42515	1.77422	-0.349078	0.927273	0.330035	0.443646	-0.113611	0.412121
R	T:T3	ACTA2	7	4	68	34	0.100419	0.0404813	0.059938	0.810051	0.026862	0.0125	0.014362	0.810051
R	T:T3	AHR	7	4	68	34	0.216049	0.19021	0.0258386	0.912853	0.0615384	0.04375	0.0177884	0.912853
R	T:T3	AKT1	7	4	68	34	0.119194	0	0.119194	0.326558	0.0388889	0	0.0388889	0.326558
R	T:T3	ARNTL	7	4	68	34	0.245962	0.0753117	0.170651	0.30281	0.0641636	0.0125	0.0516636	0.255729
R	T:T3	BCL6	7	4	68	34	0.0563401	0.0404813	0.0158589	0.888539	0.015873	0.0125	0.003373	0.888539
R	T:T3	BECN1	7	4	68	34	0.234868	0.512228	-0.27736	0.275654	0.0538462	0.16875	-0.114904	0.372431
R	T:T3	BLNK	7	4	68	34	0.0832446	0.151153	-0.0679087	0.400202	0.047619	0.075	-0.027381	0.400202
R	T:T3	BRD4	7	4	68	34	0.221913	0.22504	-0.00312779	0.917929	0.0936507	0.05625	0.0374007	1
R	T:T3	CAT	7	4	68	34	0.142448	0.185984	-0.0435355	0.757224	0.0411477	0.0875	-0.0463523	0.679395
R	T:T3	CD4	7	4	68	34	0.220428	0.477397	-0.25697	0.372431	0.0702686	0.16875	-0.0984814	0.487857
R	T:T3	CD86	7	4	68	34	0	0.149729	-0.149729	0.256839	0	0.03125	-0.03125	0.256839
R	T:T3	CREB1	7	4	68	34	0.292123	0.105878	0.186246	0.584238	0.0910256	0.0375	0.0535256	0.510116
R	T:T3	CTNNB1	7	4	68	34	0.0861081	0.149729	-0.0636206	1	0.0252747	0.03125	-0.00597527	1
R	T:T3	DNMT1	7	4	68	34	0.258126	0.311217	-0.0530911	0.921056	0.0959096	0.1375	-0.0415904	0.921056
R	T:T3	FOXP3	7	4	68	34	0	0	0	1	0	0	0	1
R	T:T3	GABPA	7	4	68	34	0.258929	0.0404813	0.218447	0.30281	0.0730159	0.0125	0.0605159	0.255729
R	T:T3	HIF1A	7	4	68	34	0.227815	0.13311	0.0947048	0.742667	0.101587	0.05	0.0515873	0.742667
R	T:T3	HMOX1	7	4	68	34	0	0.149729	-0.149729	0.256839	0	0.03125	-0.03125	0.256839
R	T:T3	ICAM1	7	4	68	34	0.220763	0.477397	-0.256635	0.275654	0.0571429	0.16875	-0.111607	0.320458
R	T:T3	IFNG	7	4	68	34	0.0440791	0	0.0440791	0.57075	0.010989	0	0.010989	0.57075
R	T:T3	IL15	7	4	68	34	0.145543	0	0.145543	0.186174	0.0538462	0	0.0538462	0.186174
R	T:T3	IL1B	7	4	68	34	0	0	0	1	0	0	0	1
R	T:T3	IL7	7	4	68	34	0	0	0	1	0	0	0	1
R	T:T3	ITGAM	7	4	68	34	0	0	0	1	0	0	0	1
R	T:T3	ITGAX	7	4	68	34	0	0	0	1	0	0	0	1
R	T:T3	JAK1	7	4	68	34	0.836704	0.617123	0.219581	0.628688	0.292674	0.19375	0.098924	0.498404
R	T:T3	LYZ	7	4	68	34	0.0225546	0.44462	-0.422065	0.67415	0.00714286	0.03125	-0.0241071	0.67415
R	T:T3	MAFB	7	4	68	34	0	0	0	1	0	0	0	1
R	T:T3	MAP1LC3B	7	4	68	34	0.583086	0.823956	-0.240869	0.448659	0.181502	0.4	-0.218498	0.392932
R	T:T3	MAPK14	7	4	68	34	0.0826896	0.22504	-0.142351	0.279421	0.0142857	0.04375	-0.0294643	0.279421
R	T:T3	NFKB1	7	4	68	34	0.200879	0.307395	-0.106516	0.584238	0.0505494	0.09375	-0.0432006	0.584238
R	T:T3	NLRP3	7	4	68	34	0.0225546	0	0.0225546	0.57075	0.00714286	0	0.00714286	0.57075
R	T:T3	OSM	7	4	68	34	0.0440791	0.487733	-0.443654	0.186174	0.010989	0.15	-0.139011	0.186174
R	T:T3	PARP1	7	4	68	34	0.547841	0.665879	-0.118038	0.704817	0.173809	0.3	-0.126191	0.505415
R	T:T3	PIAS1	7	4	68	34	0.165996	0.2276	-0.0616035	0.584238	0.0505494	0.1375	-0.0869506	0.584238
R	T:T3	PKM	7	4	68	34	0.910998	0.543996	0.367002	0.255756	0.280708	0.19375	0.086958	0.44762
R	T:T3	PRKAA1	7	4	68	34	0.116805	0.366279	-0.249474	0.149135	0.0301587	0.13125	-0.101091	0.0636297
R	T:T3	PTGS2	7	4	68	34	0	0	0	1	0	0	0	1
R	T:T3	RELA	7	4	68	34	0.169353	0	0.169353	0.186174	0.0728937	0	0.0728937	0.186174
R	T:T3	SH3KBP1	7	4	68	34	0.655677	0.640529	0.0151477	1	0.190354	0.23125	-0.040896	0.635059
R	T:T3	SMAD3	7	4	68	34	0.0440791	0	0.0440791	0.57075	0.010989	0	0.010989	0.57075
R	T:T3	SOD1	7	4	68	34	0.966231	0.889344	0.0768869	0.927273	0.379304	0.36875	0.010554	0.787879
R	T:T3	STAT3	7	4	68	34	0.583441	0.707812	-0.124371	0.774812	0.15812	0.3375	-0.17938	0.503441
R	T:T3	STAT5A	7	4	68	34	0.042029	0.0404813	0.00154775	0.888539	0.0142857	0.0125	0.00178571	0.888539
R	T:T3	SYK	7	4	68	34	0.0225546	0	0.0225546	0.57075	0.00714286	0	0.00714286	0.57075
R	T:T3	TLR4	7	4	68	34	0	0	0	1	0	0	0	1
R	T:T3	TNF	7	4	68	34	0.631477	1.00015	-0.368668	0.218253	0.157814	0.3	-0.142186	0.106592
R	T:T4	ACTA2	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	AHR	7	3	48	11	0.296326	0	0.296326	0.261994	0.0724206	0	0.0724206	0.261994
R	T:T4	AKT1	7	3	48	11	0.0639026	0.178787	-0.114884	0.515305	0.015873	0.0833333	-0.0674603	0.515305
R	T:T4	ARNTL	7	3	48	11	0.1246	0.432063	-0.307463	0.515305	0.0204081	0.333333	-0.312925	0.515305
R	T:T4	BCL6	7	3	48	11	0.0560179	0	0.0560179	0.662521	0.00892857	0	0.00892857	0.662521
R	T:T4	BECN1	7	3	48	11	0.227977	0	0.227977	0.261994	0.053373	0	0.053373	0.261994
R	T:T4	BLNK	7	3	48	11	0	0.178787	-0.178787	0.19043	0	0.0833333	-0.0833333	0.19043
R	T:T4	BRD4	7	3	48	11	0.227977	0.294527	-0.0665498	1	0.053373	0.166667	-0.113294	1
R	T:T4	CAT	7	3	48	11	0.1246	0.178787	-0.0541866	0.744954	0.0204081	0.0833333	-0.0629252	0.515305
R	T:T4	CD4	7	3	48	11	0.464044	0	0.464044	0.261994	0.113095	0	0.113095	0.259796
R	T:T4	CD86	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	CREB1	7	3	48	11	0.559255	0	0.559255	0.157871	0.162302	0	0.162302	0.157871
R	T:T4	CTNNB1	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	DNMT1	7	3	48	11	0.566793	0.178787	0.388006	0.465759	0.152778	0.0833333	0.0694444	0.62678
R	T:T4	FOXP3	7	3	48	11	0.108056	0	0.108056	0.662521	0.0285714	0	0.0285714	0.662521
R	T:T4	GABPA	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	HIF1A	7	3	48	11	0.523308	0.406374	0.116934	1	0.133503	0.138889	-0.00538557	0.465759
R	T:T4	HMOX1	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	ICAM1	7	3	48	11	0	0.178787	-0.178787	0.19043	0	0.0833333	-0.0833333	0.19043
R	T:T4	IFNG	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	IL15	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	IL1B	7	3	48	11	0.108056	0	0.108056	0.662521	0.0285714	0	0.0285714	0.662521
R	T:T4	IL7	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	ITGAM	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	ITGAX	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	JAK1	7	3	48	11	1.18261	1.06774	0.114863	0.833333	0.353316	0.527778	-0.174462	0.63704
R	T:T4	LYZ	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	MAFB	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	MAP1LC3B	7	3	48	11	0.268112	0.61085	-0.342738	0.465759	0.0623016	0.416667	-0.354365	0.224114
R	T:T4	MAPK14	7	3	48	11	0.0639026	0	0.0639026	0.662521	0.015873	0	0.015873	0.662521
R	T:T4	NFKB1	7	3	48	11	0.164074	0.178787	-0.0147127	1	0.0375	0.0833333	-0.0458333	0.779153
R	T:T4	NLRP3	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	OSM	7	3	48	11	0.0639026	0	0.0639026	0.662521	0.015873	0	0.015873	0.662521
R	T:T4	PARP1	7	3	48	11	0.434382	0.406374	0.0280084	1	0.105159	0.138889	-0.0337303	0.465759
R	T:T4	PIAS1	7	3	48	11	0.448378	0	0.448378	0.157871	0.116865	0	0.116865	0.157871
R	T:T4	PKM	7	3	48	11	0.652193	0.909934	-0.257741	0.724285	0.204167	0.416667	-0.2125	0.556602
R	T:T4	PRKAA1	7	3	48	11	0.284462	0	0.284462	0.416075	0.0761904	0	0.0761904	0.416075
R	T:T4	PTGS2	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	RELA	7	3	48	11	0.171959	0.36158	-0.189621	0.779153	0.0444444	0.111111	-0.0666666	0.779153
R	T:T4	SH3KBP1	7	3	48	11	0.241378	0.36158	-0.120202	1	0.0644841	0.111111	-0.0466269	1
R	T:T4	SMAD3	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	SOD1	7	3	48	11	1.1013	1.40715	-0.305844	0.666667	0.290193	0.555556	-0.265363	0.303589
R	T:T4	STAT3	7	3	48	11	1.00616	0.178787	0.827372	0.0649095	0.235487	0.0833333	0.152154	0.297621
R	T:T4	STAT5A	7	3	48	11	0.232771	0	0.232771	0.416075	0.0730159	0	0.0730159	0.416075
R	T:T4	SYK	7	3	48	11	0	0.540367	-0.540367	0.0344768	0	0.194444	-0.194444	0.0344768
R	T:T4	TLR4	7	3	48	11	0	0	0	1	0	0	0	1
R	T:T4	TNF	7	3	48	11	0.246142	0.687067	-0.440925	0.779153	0.0497449	0.111111	-0.0613661	0.779153
R	T:T5	ACTA2	7	4	1176	76	0.110665	0.149509	-0.0388444	1	0.0236588	0.0433006	-0.0196418	0.771706
R	T:T5	AHR	7	4	1176	76	0.547721	0.0872073	0.460513	0.0105555	0.107082	0.0281863	0.0788954	0.0293873
R	T:T5	AKT1	7	4	1176	76	0.134429	0.0373407	0.097088	0.121758	0.0242456	0.0138889	0.0103567	0.33347
R	T:T5	ARNTL	7	4	1176	76	0.308578	0.187051	0.121527	0.635833	0.0666532	0.0637256	0.00292762	0.635833
R	T:T5	BCL6	7	4	1176	76	0.140842	0.0193669	0.121475	0.137135	0.0308704	0.00694445	0.023926	0.137135
R	T:T5	BECN1	7	4	1176	76	0.407096	0.659245	-0.25215	0.163636	0.0865136	0.250817	-0.164303	0.107395
R	T:T5	BLNK	7	4	1176	76	0.0271293	0	0.0271293	0.10067	0.00518798	0	0.00518798	0.10067
R	T:T5	BRD4	7	4	1176	76	0.538338	0.437939	0.100399	0.412121	0.113689	0.230392	-0.116704	0.927273
R	T:T5	CAT	7	4	1176	76	0.280009	0.132145	0.147864	0.394015	0.0529861	0.0424836	0.0105025	0.635833
R	T:T5	CD4	7	4	1176	76	0.656663	0.61275	0.0439125	0.527273	0.142813	0.205065	-0.0622521	0.230303
R	T:T5	CD86	7	4	1176	76	0.00485819	0	0.00485819	0.57075	0.000680271	0	0.000680271	0.57075
R	T:T5	CREB1	7	4	1176	76	0.410328	0.843173	-0.432845	0.109091	0.087549	0.343137	-0.255588	0.00606061
R	T:T5	CTNNB1	7	4	1176	76	0.30348	0.794488	-0.491009	0.163636	0.0590413	0.299837	-0.240795	0.0105555
R	T:T5	DNMT1	7	4	1176	76	0.480873	0.273926	0.206947	0.218253	0.109781	0.0861928	0.0235885	0.776319
R	T:T5	FOXP3	7	4	1176	76	0.176515	0.276207	-0.0996926	0.215084	0.0313324	0.166667	-0.135334	0.215084
R	T:T5	GABPA	7	4	1176	76	0.10191	0.165981	-0.0640706	0.922953	0.0189748	0.0972221	-0.0782473	0.771706
R	T:T5	HIF1A	7	4	1176	76	0.695571	0.487032	0.208539	0.315152	0.165144	0.182598	-0.0174544	0.787879
R	T:T5	HMOX1	7	4	1176	76	0.0303619	0	0.0303619	0.186174	0.00427873	0	0.00427873	0.186174
R	T:T5	ICAM1	7	4	1176	76	0.157391	0.231561	-0.0741702	0.849769	0.0323996	0.118464	-0.0860643	0.448659
R	T:T5	IFNG	7	4	1176	76	0.145772	0	0.145772	0.0502526	0.0199456	0	0.0199456	0.0502526
R	T:T5	IL15	7	4	1176	76	0.0461152	0.0330988	0.0130164	0.742667	0.00656999	0.00735295	-0.000782957	0.912853
